htid,author,title,year,authgender,female_category,urban_gb_intensity
uc1.b4101598,"Belloc, Hilaire,",The Great Inquiry (only authorised version),1903,m,high_male,47.919495247983384
nyp.33433022469641,"Wood, Henry,",Within the maze,1873,f,,47.91676173960662
uc2.ark:/13960/t2c82659b,"Watson, William Davy,",Trevethlan,1848,m,mixed,47.91167586709717
uc1.b3575717,"Defoe, Daniel,","The history and remarkable life of the truly honourable Colonel Jack, | $c: by Daniel Defoe. Printed from the first edition.",1923,m,high_male,47.90812590255487
uiuo.ark:/13960/t9d516881,"Monro, Theodore Russell.",County versus counter,1878,m,,47.901697386233465
uiuo.ark:/13960/t7hq4gr6p,"Braddon, M. E.",Wyllard's weird,1880,f,,47.900120522883896
uiuo.ark:/13960/t6j10nk07,"Braddon, M. E.","Weavers and weft, and other tales",1877,f,mixed,47.88327746950962
uc2.ark:/13960/t5db81w0f,"Wood, Henry,",Lord Oakburn's daughters,1864,f,high_female,47.8572982379813
uc1.b3347084,"Kenyon, F. W. (Frank Wilson),","I, Eugenia.",1962,m,mixed,47.85492401981362
uva.x004256256,"Grosvenor,",The bands of Orion,1906,f,high_female,47.84904979009615
mdp.39015078812198,"Owen, Charlie,",Bravo jubilee / | $c: Charlie Owen.,2008,m,high_male,47.84429840398642
njp.32101067707503,"Gowing, Aylmer.",An unruly spirit,1890,u,high_female,47.84002296321103
uiuo.ark:/13960/t4gm8rt0b,"Norris, W. E.",A bachelor's blunder,1886,f,mixed,47.83513684727663
uiuo.ark:/13960/t2j68335d,"Murray, Eustace Clare Grenville,",That artful vicar,1879,m,mixed,47.8185913649691
mdp.39015002347378,"Trevor, Elleston.","The 9th directive,",1966,m,high_male,47.81659106475917
mdp.39015005487122,"Waugh, Evelyn,","Sword of honour, a final version of the novels: | Men at arms (1952), Officers and gentlemen (1955), and Unconditional surrender (1961)",1965,m,,47.81316739212818
njp.32101035036035,"Blessington, Marguerite,",Two friends,1835,f,,47.80114722753346
uc1.b4078906,"Święcicki, Marek.","With the Red devils at Arnhem, | $c: by Marek Świe̜ciciki.",1945,u,high_male,47.7982912110892
uc2.ark:/13960/t0qr51s6d,"Everett-Green, Evelyn,",In Taunton town,1896,f,,47.79505480499618
uc1.b3579185,"Banks, G. Linnaeus",The Manchester man,1876,f,mixed,47.786211839952955
uiuo.ark:/13960/t2m623v06,"St. Aubyn, Alan.",To his own master,1893,f,mixed,47.78142171448429
uiuo.ark:/13960/t8hd8hf4s,"Yates, Edmund Hodgson,",Dr. Wainwright's patient,1871,m,,47.78104812507167
uc2.ark:/13960/t81j9dg0g,"Ressich, John.",Oddly enough,1922,m,high_male,47.75614348674426
inu.39000000955489,"Lindsay, Jack,",Rising tide : | a novel of the British way / | $c: by Jack Lindsay.,1953,m,mixed,47.751311171419246
uva.x030581133,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,mixed,47.73742089851141
uc2.ark:/13960/t84j0gq99,"Bourne, John George Hamilton.","The picture, and The prosperous man",1835,m,,47.733387334741224
mdp.39015024573860,"Körmendi, Ferenc,",Escape to life / | $c: by Ferenc Körmendi ; [translated from the Hungarian by E. I. Holt and M. L. Elting],1933,u,,47.731883193262995
mdp.39015054181352,,"Long journey home : | short stories by new lesbian writers / | $c: Caeia March, editor.",1999,u,high_female,47.72331705126045
uc2.ark:/13960/t9r20z34n,"Smart, Hawley,",At fault,1883,m,,47.717208734157886
njp.32101067486900,"Walpole, Hugh,",A Hugh Walpole anthology,1921,m,mixed,47.71682234882443
uiuo.ark:/13960/t3mw3286m,"Robinson, F. W.","In bad hands, and other tales",1887,m,mixed,47.69450897733742
mdp.39015019831984,"Dickens, Monica,",Closed at dusk / | $c: Monica Dickens.,1990,f,high_female,47.6817868122216
njp.32101066455278,"Bodkin, M. McDonnell",The quests of Paul Beck,1908,m,high_male,47.68009832695833
uc2.ark:/13960/t18k75f7b,"Middleton, Richard,",The day before yesterday,1912,m,high_male,47.67629866091787
inu.30000026041230,"Hodson, Peregrine.",A circle round the sun : | a foreigner in Japan / | $c: Peregrine Hodson.,1992,u,mixed,47.64651302755974
mdp.39015011723874,,Girls next door : | lesbian feminist stories.,1985,u,high_female,47.64118057169416
mdp.39015066058069,"Spark, Muriel.",Collected stories.,1967,f,,47.62090635856201
uc1.32106016143775,"Davey, Janet,",English correspondence / | $c: Janet Davey,2003,f,high_female,47.61778788920928
uc1.b4541985,"Chaplin, Sid.",In blackberry time / | $c: Sid Chaplin ; edited by Michael & Rene Chaplin.,1987,m,high_male,47.60410693613476
mdp.39015018932486,"Tindall, Gillian.",Journey of a lifetime : | and other stories / | $c: Gillian Tindall.,1990,f,,47.59992265012569
uiuo.ark:/13960/t3rv17w9b,"Collins, Wilkie,",Man and wife,1870,m,,47.59738954761325
uiuo.ark:/13960/t2p56777z,"Spender, John Kent",A strange temptation,1893,f,high_female,47.59185227489054
mdp.39015008957238,"Jameson, Storm,",The lovely ship.,1927,f,high_female,47.59038674187814
uc2.ark:/13960/t11n83c80,"Praed, Campbell,",The scourge-stick,1898,f,,47.569528951036574
mdp.39015037403378,"Bryher,",West.,1925,u,high_female,47.55230753829212
njp.32101042589984,"Reynolds, George W. M.",Robert Macaire in England,1845,m,mixed,47.54325402567336
inu.30000011880030,"Graham, Winston.",After the act / | $c: Winston Graham.,1971,m,high_female,47.53956348116377
mdp.39015054387736,"Sinclair, Andrew,",Blood & kin : | an empire saga / | $c: [Andrew Sinclair].,2001,m,mixed,47.51903839193603
uiuo.ark:/13960/t3126gn1p,"Plumptre, Anne,",The history of myself and my friend;,1813,f,mixed,47.51891846941564
mdp.39015050794240,"Thorpe, Adam,",Nineteen twenty-one / | $c: Adam Thorpe.,2001,m,mixed,47.50908084963075
uc1.32106013248205,"Weldon, Fay",Worst fears / | $c: Fay Weldon,1996,f,high_female,47.50531135772819
uc2.ark:/13960/t5k932k04,"Reeve, Wybert.","Romance of reality, or, Tales from a wanderer's diary",1862,u,mixed,47.49552446019509
mdp.39015016935176,"Brett, Simon.",The Booker book / | $c: by Simon Brett.,1989,m,high_female,47.4943346043722
njp.32101067627537,"Armstrong, F. C.",The cruize of the daring,1860,m,high_male,47.47817829882035
uc2.ark:/13960/t3707zj06,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,47.45506198015865
uc1.b3339476,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,high_male,47.444407016078905
uiuo.ark:/13960/t2c83162q,"Collins, Wilkie,",The fallen leaves,1879,m,high_female,47.43105059777074
njp.32101074257377,"Graham, Stephen,",A vagabond in the Caucasus,1915,m,mixed,47.423144865851775
mdp.39015000615511,"Smith, Jonathan,",Wilfred and Eileen / | $c: Jonathan Smith.,1976,m,mixed,47.42189067430281
mdp.39015065549506,"Swaffer, Hannen.","When men talk truth, | and other stories.",1937,u,high_male,47.41920952177727
uiuo.ark:/13960/t96691q1x,"Oliphant,",A poor gentleman,1889,f,mixed,47.41515560791977
uc1.b3123860,"Hume, Fergus,",The island of fantasy,1892,m,,47.414474345895776
uc1.$b242933,"Gerhardie, William Alexander,",My sinful Earth / | $c: William Gerhardi.,1947,m,mixed,47.40834386852086
mdp.39015064951679,"Tremain, Rose.",The road home / | $c: Rose Tremain.,2007,f,,47.381856302675295
mdp.39015028896069,"Rendell, Ruth,",Asta's book / | $c: Barbara Vine.,1993,f,,47.37781989139546
njp.32101068168176,"Croker, Thomas Crofton,","My village, versus  Our village",1833,m,high_female,47.37714842207775
uiuo.ark:/13960/t60586r2h,"Reade, Charles,",A terrible temptation,1871,m,,47.37340772712917
uiuo.ark:/13960/t9862sg0c,"Besant, Walter,",Ready-money Mortiboy,1872,m,,47.367708756259304
uc1.$b100785,"Harwood, Alice.",Merchant of the ruby / | $c: Alice Harwood.,1951,f,mixed,47.355819233543855
uiuo.ark:/13960/t2q537n1m,"Noble, Frances.",Violet Mortimer,1879,u,,47.3542978409948
mdp.39015030760378,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,high_male,47.337580921675496
uc1.32106018070513,"Kingsley-Smith, Terence",Thorp Green : | a tale of the Brontës / | $c: Terence Kingsley-Smith,2004,m,high_female,47.32948524040292
uiuo.ark:/13960/t7np2r29m,"Wood, Henry,",The Red court farm,1868,f,,47.32467686119081
uiuo.ark:/13960/t04x5m49t,"Clarke, Charles.",Charlie Thornhill;,1863,m,,47.32047793682716
mdp.39015048881158,"Linklater, Eric,","Magnus Merriman, | a novel.",1934,m,,47.32047793682716
mdp.39015059421894,"Jefferies, Richard,",World's end,1877,m,,47.31328151402501
inu.32000009368053,"Trollope, Anthony,",Framley parsonage,1882,m,high_female,47.30870561750096
uc1.$b105031,"Royde-Smith, Naomi Gwladys.",Love and a birdcage.,1960,f,high_female,47.30233358179004
njp.32101037977533,"Cuthbertson, Catherine.","Adelaide, or, The countercharm",1813,f,high_female,47.29168589092922
mdp.39015003635086,,Rediscovery : | 300 years of stories by and about women / | $c: edited by Betzy Dinesen.,1981,u,high_female,47.27086203948625
mdp.39015080891727,"Perry, Tasmina.",Guilty pleasures / | $c: Tasmina Perry.,2009,u,high_female,47.24689319167935
uiuo.ark:/13960/t1bk20n9n,"Scargill, William Pitt,","Penelope, or, Love's labour lost",1828,m,,47.245024508356465
uc1.$b300923,"Hopkins, Gerard,",Something attempted / | $c: Gerard Hopkins.,1929,m,high_female,47.244275952663536
uc1.b3327503,"Wood, Henry,",The story of Charles Strange,1888,f,,47.243031652831206
uc1.32106001980215,"Duncan, Ronald Frederick Henry,","The perfect mistress, | and other stories, | $c: [by] Ronald Duncan.",1969,m,high_female,47.2237862578782
uiuo.ark:/13960/t03x8z50w,"Ainsworth, William Harrison,",Old Saint Paul's,1841,m,mixed,47.20427086260185
nyp.33433034410534,"Edwards, Annie,",Susan Fielding,1873,f,high_female,47.19390858004719
uiuo.ark:/13960/t3cz3vq12,"Norris, W. E.",A victim of good luck;,1894,f,high_female,47.19110345110591
nyp.33433074859814,"Griffith, George Chetwynd.",The world masters,1903,m,,47.18836020448289
nyp.33433074865068,"Jepson, Edgar,",On the edge of the empire,1899,m,high_male,47.187928669410155
uc1.b3578891,"Collins, Wilkie,",The law and the lady;,1875,m,mixed,47.14274001803722
mdp.39015018520398,"Moggach, Deborah.",Stolen.,1990,f,mixed,47.14183609848082
uc1.$b254024,"Harrison, Michael,","Under thirty, an anthology; | $c: edited by Michael Harrison.",1939,m,mixed,47.13844392629568
mdp.39015064759601,"Boyd, William,",Restless / | $c: William Boyd.,2006,m,,47.12384786185524
uiuo.ark:/13960/t41r72p9k,"Barrett, Frank,",Folly Morrison,1881,m,mixed,47.12033926644272
inu.39000002315450,"Gibbons, Stella,","Nightingale wood, | $c: by Stella Gibbons.",1938,f,high_female,47.12001288344656
uiuo.ark:/13960/t78s50349,"Ainsworth, William Harrison,",The Spanish match,1865,m,high_male,47.11469601598131
uva.x030581135,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,high_male,47.10085087381254
uc1.b3327207,"Braddon, M. E.",In high places,1898,f,,47.09961910742808
uiuo.ark:/13960/t17m0tr07,"Meredith, George,",Beauchamp's career,1876,m,high_female,47.09917395294914
uiuo.ark:/13960/t6sx6zp73,"Yates, Edmund Hodgson,",Running the gauntlet,1865,m,mixed,47.0971056687789
njp.32101066121938,"Gordon, Frederick.",A Sunday salmon and another,1895,m,,47.07245537169135
mdp.39015008604301,"Mitford, Nancy,",Don't tell Alfred.,1960,f,mixed,47.03767194882301
mdp.39015065815535,"Yonge, Charlotte M.",Nuttie's father,1885,f,mixed,47.00777436268306
inu.32000006208294,"Bowen, Elizabeth,","The death of the heart, | $c: by Elizabeth Bowen.",1938,f,high_female,46.990561026437305
njp.32101067645562,"Griffiths, Arthur,",A wayward woman,1879,m,,46.98410641090032
uiuo.ark:/13960/t5gb2g06d,"Eden, Eleanor.",Dumbleton Common,1867,f,high_female,46.98144233027954
uiuo.ark:/13960/t9k36fx9p,"Wilbraham, Frances M.",For and against,1858,f,mixed,46.97579028174016
nyp.33433074946850,"Clouston, J. Storer",Our lady's inn;,1903,m,high_female,46.96692539674691
uc2.ark:/13960/t6251mq20,"Smart, Hawley,",False cards,1894,m,,46.959945574627184
uiuo.ark:/13960/t6n01tr7w,"Collins, Wilkie,",Basil,1852,m,,46.95364735932687
uiuo.ark:/13960/t57d3gt1n,"Praed, Campbell,",Nadine,1882,f,,46.948356807511736
mdp.39015063536117,"Collins, Mortimer,",[Works,1883,m,,46.93766264245235
nyp.33433074946918,"Cobb, Thomas,",Carpet courtship;,1898,m,,46.92748468682078
uc1.$b236237,"Frankau, Gilbert,","Men, maids and Mustard-Pot; | a collection of tales, | $c: by Gilbert Frankau.",1923,m,,46.92250904040341
uc2.ark:/13960/t8v98589w,"Whyte-Melville, G. J.",The Brookes of Bridlemere,1864,m,mixed,46.91467049343195
mdp.39015020867951,,Original prints : | new writing from Scottish women / | $c: introduction by Elspeth Davie.,1985,u,mixed,46.90431519699813
inu.32000000359739,"Greene, Graham,","Stamboul train, | $c: by Graham Greene.",1932,m,mixed,46.88965301656767
uc1.b3326053,"Smedley, Frank E.",Harry Coverdale's courtship,1855,m,,46.88656033310966
mdp.39015030945656,"Andrew, Prudence,",A question of choice.,1962,f,high_male,46.88443887441282
nyp.33433074892765,"Masefield, John,",A mainsail haul,1905,m,high_male,46.88401615695325
uiuo.ark:/13960/t5m90sd55,"Norris, W. E.",Matthew Austin,1894,f,mixed,46.882325363338026
uc1.32106013523060,"Swinfen, Ann",The anniversary / | $c: Ann Swinfen,1996,f,high_female,46.876365572090286
uc1.b3554698,"Rutherfoord, Peggy.",Darkness and light; | an anthology of African writing. | $c: With a pref. by Trevor Huddleston.,1958,f,high_male,46.86142733049879
nyp.33433074902069,"Mitchell, Edmund,",Only a nigger,1901,m,high_female,46.84841094323763
nyp.33433074932389,"Banim, John,",The Anglo-Irish of the nineteenth century,1828,m,,46.84372648941758
mdp.39015013934982,"Ṣāliḥ, al-Ṭayyib.","Season of migration to the North / | $c: [by] Tayeb Salih, translated from the Arabic by Denys Johnson-Davis.",1969,u,,46.84093898066911
uiuo.ark:/13960/t8v98m68w,"Harwood, John Berwick.",Plain John Orpington,1866,m,,46.83334534188342
uc1.$b289587,"Körmendi, Ferenc,",Escape to life. | $c: Translated from the Hungarian by E.I. Holt and M.L. Elting.,1933,u,mixed,46.830431265698834
njp.32101068551629,"Hugo, Victor,",By order of the king,1870,m,mixed,46.83010796238403
uc1.32106010387279,"Thomas, Rosie.",All my sins remembered / | $c: Rosie Thomas.,1991,f,,46.82966557510563
uc1.32106017520823,"Alcoe, Tony",The gardener's boy / | $c: Tony Alcoe,2004,m,high_female,46.80917459822125
uc2.ark:/13960/t9b56mg60,"Keith, Leslie",The mischief-maker,1898,f,,46.80036889702542
mdp.39015082758031,"Heiney, Rose.",The days of Judy B / | $c: Rose Heiney.,2008,f,,46.79685291164169
njp.32101067643625,"Conway, Hugh,",Living or dead,1886,m,mixed,46.76306092291577
nyp.33433074934708,"Cameron, H. Lovett,",A passing fancy,1899,f,high_female,46.74535468037864
uc2.ark:/13960/t2h70p02n,,Elegant extracts,1810,u,high_male,46.736082429406785
uiuo.ark:/13960/t7rn3hn1f,"Doudney, Sarah,",A romance of Lincoln's Inn,1893,f,,46.7349279857246
uc2.ark:/13960/t8w952x8v,"Beresford, J. D.",God's counterpoint,1918,m,mixed,46.73365156724639
inu.30000056145489,,Chronicles of the Celts / | $c: [edited by] Iain Zaczek.,1996,u,high_male,46.7314676351207
uc2.ark:/13960/t00004q77,"Hook, Theodore Edward,","Births, deaths, and marriages",1839,m,mixed,46.72756323294444
mdp.39015063317542,"Forster, Margaret,",Keeping the world away / | $c: Margaret Forster.,2006,f,high_female,46.72343673909896
njp.32101067645554,"Griffiths, Arthur,",A wayward woman,1879,m,,46.71296440472112
mdp.39015062843662,"Yardley, Jane.",A sauceful of secrets / | $c: Jane Yardley.,2005,f,,46.71260072404531
uc2.ark:/13960/t21c1vd0j,,Favourite fairy tales,1861,u,high_male,46.707146193367585
njp.32101068166204,"Chetwynd, Henry Wayland,",Criss-cross lovers,1890,f,,46.67491933356333
mdp.39015080881686,"North, Freya.",Secrets / | $c: Freya North.,2009,f,high_female,46.67226733874732
uiuo.ark:/13960/t5w675c99,"Croffts,",Ankerwick Castle,1800,f,mixed,46.67207792207792
uc1.$b251833,"Priestley, J. B. (John Boynton),","The balconinny, | and other essays, | $c: by J. B. Priestley.",1929,m,,46.658890184969174
mdp.39015016965918,,And thus will I freely sing : | an anthology of lesbian and gay writing from Scotland / | $c: edited by Toni Davidson ; with an introduction by Edwin Morgan.,1989,u,,46.65685676344974
inu.39000002550999,"Braddon, M. E.",The doctor's wife,1864,f,mixed,46.65512830160282
mdp.39015003343475,"FitzGibbon, Constantine,",In the bunker; | a novel.,1973,m,high_male,46.652152663615766
uc1.b3477705,"Braine, John.",The queen of a distant country.,1972,m,mixed,46.64943579398601
uiuo.ark:/13960/t4cn7np5r,"Braddon, M. E.",Dead-sea fruit,1868,f,mixed,46.638984172835045
njp.32101067627404,"Allen, Grant,",The Duchess of Powysland,1892,m,mixed,46.63725928372942
uiuo.ark:/13960/t6d22fb5w,,Laura Erle,1873,u,high_female,46.6321243523316
mdp.39015058120448,,Uncut diamonds : | a selection of new writing / | $c: edited by Maggie Hamand.,2003,u,,46.627896434261146
uiuo.ark:/13960/t5s75n27r,"Baldwin, Alfred,",Richard Dare,1894,f,,46.62304464558448
mdp.39015030743366,"Heath, Catherine.",Joseph and the Goths / | $c: Catherine Heath.,1975,f,,46.6147605009197
umn.31951002026868p,"Gloag, John,",Kind Uncle Buckby.,1946,m,,46.612421801529216
uiuo.ark:/13960/t7dr3d479,"Braddon, M. E.",A strange world,1875,f,,46.58963846440551
uiuo.ark:/13960/t6d22j49c,,Poor Nellie,1887,f,,46.58600153607897
uc1.b3476899,"Nobbs, David.",A piece of the sky is missing.,1969,m,,46.58496380706658
mdp.39015034298664,"Newman, Robert,",Dependence day / | $c: Robert Newman.,1994,m,,46.582817594995674
uiuo.ark:/13960/t03x8ww5w,"Stretton, Hesba,",Through a needle's eye,1879,m,,46.58175711291173
uc1.$b120422,"Manning, Olivia.","A romantic hero, and other stories.",1967,f,,46.57547678580184
uc2.ark:/13960/t78s4kb62,"Harland, Henry,",Mea culpa,1891,m,high_male,46.57284600587223
nyp.33433074940184,"Boothby, Guy Newell,",The lust of hate,1898,m,mixed,46.56765977262833
uiuo.ark:/13960/t5r78mb7r,"Barrett, Frank,",Folly Morrison,1881,m,mixed,46.55276756203156
uc1.32106012744022,"Gee, Sue",The hours of the night / | $c: Sue Gee,1996,f,,46.53861110934024
uc1.$b86445,"Elvin, Harold,",A cockney in Moscow.,1958,m,high_male,46.53679653679654
mdp.39015065597059,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,high_female,46.53609582389123
uiuo.ark:/13960/t7gq7f118,"Linton, E. Lynn",Sowing the wind,1867,f,,46.52461151949382
mdp.39015028040718,"Martineau, Harriet,",Illustrations of taxation,1824,f,,46.51107321319961
uc2.ark:/13960/t4dn42d59,"Doon, E. L.",Joan's green year;,1913,u,,46.47470033500513
mdp.39015059427495,"Williamson, A. M.",What I found out in the house of a German prince,1915,f,,46.46757099708684
uiuo.ark:/13960/t9d516b21,"Moriarty, Henrietta Maria.",Brighton in an uproar;,1811,f,high_female,46.46300383319782
mdp.39015063986817,"Black, William,",White wings,1880,m,mixed,46.459267730464774
mdp.39015000550791,"Houghton, Claude,","Passport to paradise, | $c: by Claude Houghton [pseud.] ...",1944,m,,46.448063026448594
inu.30000055877900,"Wace,",Arthurian chronicles | $c: [by] Wace and Layamon.,1937,u,high_male,46.43679363750524
uiuo.ark:/13960/t9n30gr6r,Sejanus.,Littledale,1878,u,,46.43429547190725
uiuo.ark:/13960/t0ht38j29,"Solly, Henry,",Lady Stella and her lover,1888,m,,46.40937957987298
mdp.39015063543030,"Henrey, Thomas Selby.","Attic salt, the saving grace of humour",1914,m,,46.40909618285184
mdp.39015018043540,"Galt, John,",The stolen child,1833,m,mixed,46.381233122384614
inu.30000047782879,"Mackenzie, Compton, Sir,",Whisky galore.,1947,m,,46.36967591811958
mdp.39015014622024,"Moorcock, Michael,",The Runestaff / | $c: Michael Moorcock.,1977,m,high_male,46.366548642724666
uc1.$b244324,"Williamson, Henry,",It was the nightingale.,1962,m,,46.3612592954325
uc2.ark:/13960/t6n010d03,"Harland, Henry,",Mea culpa,1891,m,high_male,46.354239095165255
mdp.39015019641359,,Green.,1990,u,high_female,46.342685370741485
mdp.39015063009057,"(Herbert George), Wells, H. G.",Kipps; | the story of a simple soul.,1926,m,,46.342666646734344
uiuo.ark:/13960/t0000tq23,"Ainsworth, William Harrison,",Old Saint Paul's,1841,m,mixed,46.33049924243373
mdp.39015081814736,"Green, Leonard.",The youthful lover and other prose studies,1919,m,high_male,46.325786090682726
mdp.39015003931790,"Golding, Louis,","Adventures in living dangerously, | $c: by Louis Golding.",1930,m,mixed,46.32131552536092
njp.32101072858358,"Dickens, Charles,",Mugby Junction,1898,m,,46.307781361118
mdp.39015063967296,"Calt, John,",Rothelan;,1824,m,,46.30144090084084
uc1.$b787142,"Mathew, David.",The Prince of Wales's feathers.,1953,m,mixed,46.29935842317614
uiuo.ark:/13960/t3bz6ss4d,"Reeve, Sophia.",The mysterious wanderer,1807,f,mixed,46.29361726751924
uiuo.ark:/13960/t74t6z08z,"Thomas, Annie,","No hero, but a man",1894,f,,46.26916314506925
uc1.b3326052,"Smedley, Francis Edward,",Harry Coverdale's courtship and all that came of it,1913,m,mixed,46.26786934299626
