htid,author,title,year,authgender,female_category,ni_gb_fraction
uc1.32106017720217,"Saramago, José",The double / | $c: José Saramago ; translated from the Portuguese by Margaret Jull Costa,2004,u,high_male,0.0
uc1.32106017713444,"Druzhnikov, I͡Uriĭ,",Passport to yesterday : | a novel in eleven stories / | $c: Yuri Druzhinikov ; translated from the Russian by Thomas Moore,2004,u,high_male,0.0
uc1.32106017692432,"Manṭo, Saʻādat Ḥasan,",Kingdom's end and other stories / | $c: Saadat Hasan Manto ; translated from the Urdu by Khalid Hasan.,1987,u,high_male,0.0
uc1.32106017666501,,Opening spaces : | an anthology of contemporary African women's writing / | $c: edited by Yvonne Vera,1999,u,,0.0
uc1.32106017658342,"Hensher, Philip",The fit / | $c: Philip Hensher,2004,m,high_female,0.0
uc1.32106017645752,"More, Veronica",Into the rising sun / | $c: Veronica More,2005,f,,0.0
uc1.32106017093730,"Enquist, Per Olov",Plays / | $c: Per Olov Enquist,2004,m,mixed,0.0
uc1.32106017065423,"Wright, Ronald,",A scientific romance / | $c: Ronald Wright,1997,m,,0.0
uc1.32106017038370,"Jacobson, Howard",The act of love / | $c: Howard Jacobson,2008,m,high_female,0.0
uc1.32106016032150,"Matesis, Paulos",The daughter : | a novel / | $c: Pavlos Matesis ; translated from the Greek by Fred A. Reed,2002,u,high_female,0.0
uc1.32106016352715,"Woodrell, Daniel",Woe to live on / | $c: Daniel Woodrell,1994,m,high_male,0.0
uc1.32106016316603,"Isler, Alan,",Clerical errors / | $c: Alan Isler,2001,m,mixed,0.0
uc1.32106016290139,"North, Freya",Sally / | $c: Freya North,1996,f,high_female,0.0
uc1.32106016264894,"Bennett, Alan,",The complete talking heads / | $c: Alan Bennett,2001,m,mixed,0.0
uc1.32106016184910,"Morin, Carole",Penniless in Park Lane / | $c: Carole Morin,2001,f,high_female,0.0
uc1.32106016143775,"Davey, Janet,",English correspondence / | $c: Janet Davey,2003,f,high_female,0.0
uc1.32106016105071,"Aidoo, Ama Ata,","Our Sister Killjoy : | or, Reflections from a black-eyed squint / | $c: Ama Ata Aidoo",1977,f,high_male,0.0
uc1.32106016004480,"Lambert, Gavin",Inside Daisy Clover / | $c: by Gavin Lambert,1996,m,mixed,0.0
uc1.32106017009819,"Berti, Eduardo,",Agua / | $c: Eduardo Berti ; translated from the Spanish by Alexander Cameron and Paul Buck ; with an afterword by Alberto Manguel,2003,m,,0.0
uc1.32106016004266,"Gibson, Miles,",Mr. Romance / | $c: by Miles Gibson,2002,m,high_female,0.0
uc1.32106015964700,,All hail the New Puritans / | $c: edited by Nicholas Blincoe and Matt Thorne,2001,u,high_female,0.0
uc1.32106015901462,"Carey, Edward,",Alva & Irva / | $c: Edward Carey,2003,m,mixed,0.0
uc1.32106015858761,"Beauvoir, Simone de,",A very easy death; | $c: translated [from the French] by Patrick O'Brian,1966,u,high_female,0.0
uc1.32106015856419,"Lloyd, Josie",The boy next door / | $c: Josie Lloyd & Emlyn Rees,2001,f,mixed,0.0
uc1.32106015852061,"Yahia, Mona",When the grey beetles took over Baghdad / | $c: Mona Yahia,2000,f,high_male,0.0
uc1.32106015834499,"Long, James,",Silence and shadows / | $c: James Long,2001,m,high_male,0.0
uc1.32106016400241,"Kurkov, Andreĭ",Death and the penguin / | $c: Andrey Kurkov ; translated from the Russian by George Bird,2001,u,,0.0
uc1.32106016455070,"Kidman, Fiona,",Paddy's puzzle / | $c: by Fiona Kidman,1983,f,high_female,0.0
uc1.32106016470418,"Enquist, Per Olov,",The visit of the royal physician / | $c: Per Olov Enquist ; translated from the Swedish by Tiina Nunnally.,2002,m,high_male,0.0
uc1.32106016491836,"Wilkinson, Crystal",Water Street / | $c: Crystal E Wilkinson,2002,f,high_female,0.0
uc1.32106016999176,"Lott, Tim",White city blue / | $c: Tim Lott,1999,m,,0.0
uc1.32106016939214,"Gstrein, Norbert,",The English years / | $c: Norbert Gstrein ; translated from the German by Anthea Bell,2002,m,high_female,0.0
uc1.32106016913680,"Neville, Pauline",Double vision / | $c: Pauline Neville,2002,f,,0.0
uc1.32106016706043,"Buĭda, I͡Uriĭ",The zero train / | $c: Yuri Buida ; translated and with an afterword by Oliver Ready,2001,u,high_male,0.0
uc1.32106016668961,"Frisch, Max,",Gantenbein : | a novel / | $c: Max Frisch ; translated from the German by Michael Bullock.,1982,m,,0.0
uc1.32106016638378,"Suter, Martin,",Small world / | $c: Martin Suter ; translated from the German by Sandra Harper,2001,m,,0.0
uc1.32106016638337,"Hansson, Carola",Steinhof / | $c: Carola Hansson ; translated by Irene Scobbie,2002,f,,0.0
uc1.32106016633726,"Glass, Suzanne",The sculptors / | $c: Suzanne Glass,2002,f,high_female,0.0
uc1.32106016613827,"Magnan, Pierre,",Beyond the grave / | $c: Pierre Magnan ; translated from the French by Patricia Clancy,2002,m,,0.0
uc1.32106016548742,"Welsh, Louise",The cutting room / | $c: Louise Welsh,2002,f,,0.0
uc1.32106016517119,"Pérez-Reverte, Arturo",The fencing master / | $c: Arturo Pérez-Reverte ; translated from the Spanish by Margaret Jull Costa,1999,m,high_male,0.0
uc1.32106016496827,"Bakin, Dmitriĭ",Reasons for living / | $c: Dmitry Bakin ; translated by Andrew Bromfield,2002,u,high_female,0.0
uc1.32106016493634,"Colvin, Clare",The mirror makers / | $c: Clare Colvin,2003,f,,0.0
uc1.32106016492172,"Clement, Jennifer",A true story based on lies / | $c: Jennifer Clement,2001,f,high_female,0.0
uc1.32106016491844,"Aldridge, Kitty,",Pop / | $c: Kitty Aldridge,2001,f,high_female,0.0
uc1.32106017951986,"Ludlum, Robert,",The cry of the halidon / | $c: Robert Ludlum,1996,m,high_male,0.0
uc1.32106017967016,"Faulks, Sebastian",Human traces / | $c: Sebastian Faulks,2005,m,,0.0
uc1.32106017968279,"Thomas, Leslie,","Dover beach : | love, life and death in wartime England / | $c: Leslie Thomas",2005,m,,0.0
uc1.32106018646270,"Brooke-Rose, Christine,",The Christine Brooke-Rose omnibus : | four novels / | $c: Christine Brooke-Rose,2006,f,mixed,0.0
uc1.32106018775459,"Platonov, Andreĭ","Happy Moscow / | $c: Andrey Platonov ; translated from the Russian by Robert and Elizabeth Chandler with Angela Livingstone, Nadya Bourova and Eric Naiman ; with an introduction by Eric Naiman",2001,u,,0.0
uc1.32106018775210,"D'Aguiar, Fred,",Bloodlines / | $c: Fred D'Aguiar,2001,m,high_female,0.0
uc1.32106018752946,,Galpa : | short stories by women from Bangladesh / | $c: edited by Firdous Azim and Niaz Zaman,2005,u,high_female,0.0
uc1.32106018746583,"Kennedy, Douglas,",Temptation / | $c: Douglas Kennedy,2006,m,mixed,0.0
uc1.32106018732948,,"Croatian nights : | a festival of alternative literature / | $c: edited by Borivoj Radakovic, Matt Thorne and Tony White ; translation by Celia Hawkesworth",2005,u,,0.0
uc1.32106018682770,"Ndebele, Njabulo S. (Njabulo Simakahle)",The cry of Winnie Mandela : | a novel / | $c: Njabulo S. Ndebele,2003,u,high_female,0.0
uc1.32106018651312,"Markham, E. A. (Edward Archibald),",Meet me in Mozambique / | $c: E.A. Markham.,2005,m,high_male,0.0
uc1.32106018639382,"Stark, Richard",The mourner / | $c: Richard Stark,1987,m,high_male,0.0
uc1.32106018470754,"Welsh, Irvine",The bedroom secrets of the master chefs / | $c: Irvine Welsh,2006,m,,0.0
uc1.32106018625274,"Tsushima, Yūko.",The shooting gallery and other stories / | $c: Yūko Tsushima ; selected and translated by Geraldine Harcourt.,1988,u,mixed,0.0
uc1.32106018598158,"Lovelace, Earl,",The dragon can't dance / | $c: Earl Lovelace ; with a critical introduction by Carolyn Cooper,1986,m,,0.0
uc1.32106018583382,"Parks, Tim",Cleaver / | $c: Tim Parks,2006,m,,0.0
uc1.32106018542511,,Russian short stories from Pushkin to Buida / | $c: edited and translated by Robert Chandler,2005,u,mixed,0.0
uc1.32106018534807,"Vickers, Salley",The other side of you / | $c: Salley Vickers,2006,f,mixed,0.0
uc1.32106018531399,,Afsaneh : | short stories by Iranian women / | $c: edited and translated by Kaveh Basmenji,2005,u,mixed,0.0
uc1.32106018494366,"Coetzee, J. M.,",Life & times of Michael K / | $c: J.M. Coetzee.,1983,m,high_male,0.0
uc1.32106018777273,"Mason, Simon,",Lives of the dog-stranglers / | $c: Simon Mason,1998,m,,0.0
uc1.32106018787157,"Sebbar, Leı̈la",Sherazade / | $c: Leı̈la Sebbar ; translated by Dorothy S. Blair,1999,u,,0.0
uc1.32106018792025,Pepetela,"Jaime Bunda, secret agent : | story of various mysteries / | $c: Pepetela ; translated from Portuguese by Richard Bartlett",2006,u,high_male,0.0
uc1.32106018792033,"Salazar, Oswaldo,",From the darkness / | $c: Oswaldo Salazar ; translated from Spanish by Gavin O'Toole,2007,m,,0.0
uc1.32106018997434,"McAuliffe, Nichola",A fanny full of soap : | the story of a West End musical / | $c: Nichola McAuliffe,2007,f,,0.0
uc1.32106018995610,"Delalande, Arnaud",The Dante trap / | $c: Arnaud Delalande ; translated from the French by Frank Wynne,2007,u,high_male,0.0
uc1.32106018993359,"Baricco, Alessandro,",Silk / | $c: Alessandro Baricco ; translated from the Italian by Ann Goldstein,2006,m,high_male,0.0
uc1.32106018984861,,The tale of Lady Ochikubo : | Ochikubo monogatari / | $c: translated by Wilfred Whitehouse and Eizo Yanagisawa,2006,u,high_male,0.0
uc1.32106018962420,"Fane, Julian,",Odd woman out / | $c: Julian Fane,2006,m,,0.0
uc1.32106018946951,"Mankell, Henning,",Depths / | $c: Henning Mankell ; translated from the Swedish by Laurie Thompson,2007,u,mixed,0.0
uc1.32106018939691,"Vlautin, Willy",The motel life : | a novel / | $c: Willy Vlautin,2006,m,,0.0
uc1.32106018921038,"Westlake, Donald E.",Point blank / | $c: Richard Stark.,1984,m,high_male,0.0
uc1.32106018875911,"Christensen, Inger,",It / | $c: Inger Christensen ; translated by Susanna Nied ; with an introduction by Anne Carson,2007,f,mixed,0.0
uc1.32106018868551,,Contemporary Israeli women's writing / | $c: edited by Risa Domb,2008,u,,0.0
uc1.32106018863032,"Lingard, Joan",After you've gone / | $c: Joan Lingard,2007,f,high_female,0.0
uc1.32106018853751,"Rosendorfer, Herbert,",Grand solo for Anton / | $c: Herbert Rosendorfer ; translated by Mike Mitchell,2006,m,high_male,0.0
uc1.32106018838091,"Preston, John,",The dig / | $c: John Preston,2007,m,high_male,0.0
uc1.32106018834512,"Patchett, Ann",Taft,1999,f,mixed,0.0
uc1.32106018814712,"Dangarembga, Tsitsi",The book of not : | a novel / | $c: Tsitsi Dangarembga,2006,u,high_female,0.0
uc1.32106018477379,,Home-made : | contemporary Russian folk artifacts / | $c: [compiled by] Vladimir Arkhipov,2006,u,,0.0
uc1.32106018461100,"Gulshīrī, Hūshang",The prince / | $c: Hushang Golshiri ; translated from the Persian by James Buchan,2005,u,,0.0
uc1.32106018011129,"Paling, Chris",A town by the sea / | $c: Chris Paling,2005,m,high_male,0.0
uc1.32106018078581,"Beaumont, Sebastian,",On the edge,1991,m,,0.0
uc1.32106018086881,"Saʻīd, Maḥmūd",Saddam City / | $c: Mahmoud Saeed ; translated from the Arabic by Ahmad Sadri,2004,u,high_male,0.0
uc1.32106018081080,"Smith, Ali,",The accidental / | $c: Ali Smith,2005,m,,0.0
uc1.32106018079886,"Sinclair, Iain,","Dining on stones, or, The middle ground / | $c: Iain Sinclair",2005,m,,0.0
uc1.32106018079191,"Cuddington, Richard",Easy reading Shakespeare : | the bard in bite-size verse / | $c: Richard Cuddington,2005,m,,0.0
uc1.32106018079027,"Dickson, Jack",Crossing Jordan / | $c: Jack Dickson,1999,m,high_male,0.0
uc1.32106018079001,"Keegan, Mel",Fortunes of war / | $c: Mel Keegan,2000,m,,0.0
uc1.32106018078599,"Beaumont, Sebastian,",Heroes are hard to find / | $c: Sebastian Beaumont,1993,m,high_male,0.0
uc1.32106018078516,"Madsen, David",Memoirs of a gnostic dwarf / | $c: David Madsen,1996,m,high_male,0.0
uc1.32106018449808,"Lecasble, Guillaume",Lobster / | $c: Guillaume Lecasble ; translated by Polly McLean,2005,u,high_male,0.0
uc1.32106018078433,"Lovat, Simon",Attrition / | $c: Simon Lovat,2000,m,,0.0
uc1.32106018078417,"Dantzig, Rudi van",For a lost soldier / | $c: Rudi van Dantzig ; translated from the Dutch by Arnold J. Pomerans,1996,m,high_male,0.0
uc1.32106018072196,"Lloyd, Josie",We are family / | $c: Josie Lloyd & Emlyn Rees,2004,f,,0.0
uc1.32106018070513,"Kingsley-Smith, Terence",Thorp Green : | a tale of the Brontës / | $c: Terence Kingsley-Smith,2004,m,high_female,0.0
uc1.32106018065802,"Cunningham, Michael,",Specimen days / | $c: Michael Cunningham,2005,m,,0.0
uc1.32106018018249,"Currer-Briggs, Noel",Young men at war / | $c: Noel Currer-Briggs,1996,u,high_male,0.0
uc1.32106018014966,"Bellamy, Guy,",The man who won / | $c: Guy Bellamy,2005,m,,0.0
uc1.32106018091402,"Gemmell, David",Troy : | lord of the silver bow / | $c: David Gemmell. Lord of the silver bow,2005,m,,0.0
uc1.32106018113032,"Cortázar, Julio.",A change of light : | and other stories / | $c: Julio Cortázar ; translated from the Spanish by Gregory Rabassar.,1984,m,,0.0
uc1.32106018129939,"Arnaldur Indriðason,",Jar city / | $c: Arnaldur Indriđason ; translated from the Icelandic by Bernard Scudder,2004,u,,0.0
uc1.32106018134871,"Hunt, Chris",Duval's gold / | $c: Chris Hunt,1997,m,high_male,0.0
uc1.32106018449741,"Szabó, Magda,",The door / | $c: Magda Szabó ; translated [from the Hungarian] by Len Rix,2005,f,high_female,0.0
uc1.32106018430477,,A Visual history of costume.,1983,u,high_male,0.0
uc1.32106018410123,"Byrd, Max.",California thriller / | $c: Max Byrd.,1981,m,,0.0
uc1.32106018387123,"Williams, Raymond.",People of the Black Mountains / | $c: Raymond Williams.,1989,m,,0.0
uc1.32106018382181,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,0.0
uc1.32106018343456,"Mohsin, Moni",The end of innocence / | $c: Moni Mohsin,2006,f,high_female,0.0
uc1.32106018341088,"Prinz, Martin,",On the run / | $c: Martin Prinz ; translated by Mike Mitchell,2005,m,high_male,0.0
uc1.32106018330842,"Cresswell, Ned",A Hollywood conscience / | $c: Ned Cresswell,1994,m,high_male,0.0
uc1.32106018330834,"Dickson, Jack",Out of this world / | $c: Jack Dickson,2002,m,high_male,0.0
uc1.32106018278074,"Hunt, Chris",N for Narcissus / | $c: Chris Hunt,1990,m,,0.0
uc1.32106018277571,"Gummerson, Drew",The lodger / | $c: Drew Gummerson,2002,m,,0.0
uc1.32106018262607,"Aboulela, Leila,",The translator / | $c: Leila Aboulela,1999,f,,0.0
uc1.32106018258431,"Endō, Shūsaku,",The sea and poison : | a novel / | $c: translated from the Japanese by Michael Gallagher,1995,u,,0.0
uc1.32106018254216,"Murdoch, Iris",The unicorn / | $c: Iris Murdoch,1966,f,high_female,0.0
uc1.32106018148491,"Anderson, Paul",Hunger's brides : | a novel of the Baroque / | $c: Paul Anderson,2005,m,,0.0
uc1.b3116852,"Lodwick, John,",The starless night.,1955,m,,0.0
uc1.b3117370,"Hibben, Frank C. (Frank Cummings),",Hunting in Africa / | $c: by Frank C. Hibben.,1964,m,high_male,0.0
uc1.b3325125,"Stockton, Frank Richard,",The shadrach,1893,m,mixed,0.0
uc1.b3322069,"Fox, S. M.",George,1890,u,mixed,0.0
uc1.b3322307,"Banks, G. Linnaeus",In his own hand,1885,f,,0.0
uc1.b3322306,"Banks, G. Linnaeus",In his own hand,1885,f,,0.0
uc1.b3322305,"Banks, G. Linnaeus",In his own hand,1885,f,,0.0
uc1.b3322280,"Ballantyne, R. M.",In the track of the troops,1881,m,high_male,0.0
uc1.b3322074,"Francis, Francis.",Wild Rose,1895,m,high_male,0.0
uc1.b3578772,"Hewlett, J.","Peter Priggins, the college scout",1841,m,high_male,0.0
uc1.b3322070,"Fox, S. M.",George,1890,u,mixed,0.0
uc1.b3322068,"Fothergill, Jessie,",A march in the ranks,1890,f,high_female,0.0
uc1.b3322375,"Henniker, Florence,",In scarlet and grey,1896,f,,0.0
uc1.b3322037,"Erroll, Henry.",By woman's favour,1890,m,mixed,0.0
uc1.b3322036,"Erroll, Henry.",By woman's favour,1890,m,mixed,0.0
uc1.b3322035,"Erroll, Henry.",By woman's favour,1890,m,mixed,0.0
uc1.b3322034,"Hollis, Margery.",Anthony Fairfax,1885,f,mixed,0.0
uc1.b3322033,"Hollis, Margery.",Anthony Fairfax,1885,f,mixed,0.0
uc1.b3322032,"Hollis, Margery.",Anthony Fairfax,1885,f,mixed,0.0
uc1.b3322031,"Eiloart,",Out of her sphere,1872,f,high_female,0.0
uc1.b3322325,"Hamley, W. G.",Captain Clutterbuck's champagne,1862,u,,0.0
uc1.b3322402,"Hodgetts, E. A. Brayley",A Russian wild flower,1897,f,,0.0
uc1.b3322546,"Grattan, Thomas Colley,",The heiress of Bruges,1830,m,,0.0
uc1.b3322506,"Gaskell, Elizabeth Cleghorn,",Round the sofa,1859,f,,0.0
uc1.b3322544,"Grattan, Thomas Colley,",The heiress of Bruges,1830,m,,0.0
uc1.b3322543,"Grattan, Thomas Colley,",The heiress of Bruges,1830,m,,0.0
uc1.b3322535,"Gore,",Peers and parvenus,1846,f,,0.0
uc1.b3322534,"Gore,",Peers and parvenus,1846,f,,0.0
uc1.b3322533,"Gore,",Peers and parvenus,1846,f,,0.0
uc1.b3322522,"Gladstone, Alfred.",The man of the hour,1863,m,,0.0
uc1.b3322521,"Gladstone, Alfred.",The man of the hour,1863,m,,0.0
uc1.b3322503,"Gascoigne, Caroline Leigh,",The school for wives,1842,f,high_female,0.0
uc1.b3322403,"Hocking, Silas K.",Tregeagle's head,1890,m,,0.0
uc1.b3322502,"Gascoigne, Caroline Leigh,",The school for wives,1842,f,high_female,0.0
uc1.b3322475,"Cathcart,",The heir of Mordaunt,1835,f,high_female,0.0
uc1.b3322474,"Cathcart,",The heir of Mordaunt,1835,f,high_female,0.0
uc1.b3322473,"Cathcart,",The heir of Mordaunt,1835,f,high_female,0.0
uc1.b3322472,,Castle Martyr,1839,u,high_female,0.0
uc1.b3322471,,Castle Martyr,1839,u,high_female,0.0
uc1.b3322425,Author of Told in the verandah.,"A black prince, and other stories",1893,u,mixed,0.0
uc1.b3322030,"Eiloart,",Out of her sphere,1872,f,high_female,0.0
uc1.b3322012,"Cartwright, Mrs. Robert.","The widowed bride, or Lamia",1851,f,mixed,0.0
uc1.b3321971,"Coleman, John,",The rival queens,1887,m,mixed,0.0
uc1.b3321870,"Griffith, Cecil.",Valentine Forde,1870,m,,0.0
uc1.b3321917,"Besant, Walter,",The changling,1899,m,,0.0
uc1.b3321909,"Bengough, M. A.",So near akin,1891,f,high_female,0.0
uc1.b3321908,"Bengough, M. A.",So near akin,1891,f,high_female,0.0
uc1.b3321907,"Bengough, M. A.",So near akin,1891,f,high_female,0.0
uc1.b3321893,"Black, William,",Magic ink and other tales,1892,m,mixed,0.0
uc1.b3321872,"Griffith, Cecil.",Valentine Forde,1870,m,,0.0
uc1.b3321871,"Griffith, Cecil.",Valentine Forde,1870,m,,0.0
uc1.b3321866,"Disraeli, Benjamin,",The young duke,1831,m,,0.0
uc1.b3321970,"Coleman, John,",The rival queens,1887,m,mixed,0.0
uc1.b3321864,"Disraeli, Benjamin,",The young duke,1831,m,,0.0
uc1.b3321860,"Disraeli, Benjamin,",Vivian Grey,1827,m,,0.0
uc1.b3321859,"Disraeli, Benjamin,",Venetia,1837,m,,0.0
uc1.b3321858,"Disraeli, Benjamin,",Venetia,1837,m,,0.0
uc1.b3321857,"Disraeli, Benjamin,",Venetia,1837,m,,0.0
uc1.b3321856,"Disraeli, Benjamin,",Tancred,1847,m,mixed,0.0
uc1.b3321851,"Disraeli, Benjamin,",Henrietta Temple,1837,m,mixed,0.0
uc1.b3321919,"Besant, Walter,",The chaplain of the fleet,1881,m,mixed,0.0
uc1.b3321920,"Besant, Walter,",The chaplain of the fleet,1881,m,mixed,0.0
uc1.b3321924,"Besant, Walter,",The ivory gate,1892,m,mixed,0.0
uc1.b3321925,"Besant, Walter,",The ivory gate,1892,m,mixed,0.0
uc1.b3321969,"Coleman, John,",The rival queens,1887,m,mixed,0.0
uc1.b3321968,"Cobbold, Richard,",Mary Anne Wellington,1846,m,,0.0
uc1.b3321967,"Cobbold, Richard,",Mary Anne Wellington,1846,m,,0.0
uc1.b3321966,"Cobbold, Richard,",Mary Anne Wellington,1846,m,,0.0
uc1.b3321961,"Broughton, Rhoda,",Cometh up as a flower,1867,f,,0.0
uc1.b3321960,"Broughton, Rhoda,",Cometh up as a flower,1867,f,,0.0
uc1.b3321954,"Brooks, Shirley,",Aspen court;,1855,m,mixed,0.0
uc1.b3321953,"Brooks, Shirley,",Aspen court;,1855,m,mixed,0.0
uc1.b3321950,"Clarke, Charles.","Which is the winner? or, The first gentleman of his family",1864,m,,0.0
uc1.b3321949,"Clarke, Charles.","Which is the winner? or, The first gentleman of his family",1864,m,,0.0
uc1.b3321948,"Clarke, Charles.","Which is the winner? or, The first gentleman of his family",1864,m,,0.0
