htid,author,title,year,authgender,female_category,geo_range
mdp.39015034275498,"Bissundyal, Churaumanie.",Whom the kiskadees call / | $c: Churaumanie Bissundyal.,1994,u,high_male,45333.65524876459
inu.32000001391582,"Wodehouse, P. G. (Pelham Grenville),",The mating season : | [a novel] / | $c: by P. G. Wodehouse.,1949,m,mixed,45332.6066739702
uc2.ark:/13960/t1td9nv23,"Tibbits, Charles John.","English fairy tales, folklore and legends",1902,m,high_male,45330.807155651186
mdp.39015010722133,"Buechner, Frederick,",The entrance of Porlock.,1970,m,,45324.026416594235
uc2.ark:/13960/t8pc2xd09,"Deadfall,",The experiences of a game preserver,1868,u,high_male,45321.40184825399
uc1.b3327539,"Normanby, Constantine Henry Phipps,",Yes and no,1828,m,mixed,45317.335560481966
mdp.39015047645893,"Surr, T. S.",A winter in London;,1806,m,,45312.465173329416
inu.39000005770560,"Mackintosh, William R.",Around the Orkney peat-fires,1914,m,high_male,45305.51914409817
uc1.b3321893,"Black, William,",Magic ink and other tales,1892,m,mixed,45294.50855320289
uc1.$b119910,"Heym, Stefan,",Uncertain friend: | a biographical novel.,1969,m,mixed,45286.142616395715
njp.32101066164854,"Blackwood, Algernon,",The human chord,1916,m,,45284.32423373881
mdp.39015054145688,"Benmalek, Anouar,",The lovers of Algeria / | $c: Anouar Benmalek ; translated from the French by Joanna Kilmartin.,2001,u,high_female,45277.031059886656
uc1.32106006743667,"Kitchen, Paddy.",The golden veil : | a novel based on the life of Elizabeth Siddall / | $c: by Paddy Kitchen.,1981,f,,45272.13566438365
mdp.39015016453584,"Beamish, North Ludlow,",Peace campaigns of a cornet,1829,m,,45260.86716785577
njp.32101067647519,"James, G. P. R.",Eva St. Clair and other collected tales,1843,m,mixed,45256.701830199985
uc1.b3321961,"Broughton, Rhoda,",Cometh up as a flower,1867,f,,45251.57139540297
uiuo.ark:/13960/t9183zd5v,,Tales of my landlord,1820,m,high_male,45249.78133264297
uc2.ark:/13960/t0pr7pk1m,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,45245.45493045392
uiuo.ark:/13960/t0dv2388k,"Merrick, Leonard,",Violet Moses,1891,m,high_female,45243.63644329
umn.31951002092177u,"Walsh, J. M. (James Morgan),",King's messenger.,1933,m,high_male,45241.34151290706
nyp.33433074902606,"MacWalter, J. G.",Tales of Ireland and the Irish,1854,u,,45239.61847500678
uc1.b3868726,"Dillon, Eilís,",Death in the quadrangle.,1956,u,,45238.35033825054
uc1.b4376770,,They burn the thistles | $c: [by] Yashar Kemal. Translated from the Turkish by Margaret E. Platon.,1973,u,high_male,45234.14434622331
uc1.b3578350,"Crowe, Eyre Evans,",Today in Ireland,1825,m,,45233.35573033228
inu.32000009368053,"Trollope, Anthony,",Framley parsonage,1882,m,high_female,45226.85212884186
nyp.33433074878459,"Lee, Mary,","The oak staircase; or, The stories of Lord and Lady Desmond",1872,f,high_female,45221.34602667645
mdp.39015065524731,"Kemp-Welch, Alice.","Of the tumbler of Our Lady & other miracles, now translated from the Middle French: | $c: introduction and notes by Alice Kemp-Welch.",1960,f,,45219.98148608065
uc1.b3435480,"Middleton, Stanley,",Him they compelled / | $c: Stanley Middleton.,1964,m,,45215.9766965675
mdp.39015030711231,"Reade, Charles,",The wandering heir,1889,m,mixed,45211.09860136428
nyp.33433082225586,"Smollett, T.",The works of Tobias Smollett,1895,m,mixed,45210.50893778039
uiuo.ark:/13960/t9765rp3x,"Briscoe,",The young bride. A novel,1857,f,high_female,45202.24457208814
njp.32101068989068,"Genlis, Stéphanie Félicité,","The tales of the castle: or, Stories of instruction and delight",1819,f,high_female,45187.04492104781
mdp.39015054079978,"Ballard, J. G.,",Concrete island | $c: [by] J. G. Ballard.,1974,m,high_male,45180.26361081099
mdp.39015011825448,"Asher, Michael,",A desert dies / | $c: Michael Asher.,1986,m,high_male,45177.88351997753
mdp.39015024233630,"Egerton, George,",Fantasias,1898,m,mixed,45171.866383745226
uiuo.ark:/13960/t42r4598k,"Crommelin, May.",Dust before the wind,1894,f,high_female,45170.03325825595
mdp.39015016904701,"Fraenkel, Michael,",The genesis of the Tropic of cancer / | $c: [by] Michael Fraenkel.,1973,m,high_male,45167.74924010831
nyp.33433074911037,"Murray, Charles Augustus,",The prairie-bird,1844,m,,45164.65935733656
uiuo.ark:/13960/t73v05k8t,,"The picaroon, or, The merchant smuggler",1845,u,,45163.485179797506
njp.32101068598257,"Ford, Ford Madox,",The feather,1892,m,,45153.89551913677
inu.39000004522186,"Miss. Read,",Farther afield / | $c: by Miss Read ; illustrated by J. S. Goodall.,1974,m,high_female,45146.51409870642
mdp.39015009178263,"London, Jack,","Moon-face, and other stories",1906,m,mixed,45146.28488509914
mdp.39015030364254,"Lamartine, Alphonse de,",The stonecutter of St. Point,1851,m,high_female,45145.13372136192
njp.32101063877300,Moira.,Philip Graham,1884,u,,45142.58120868357
uiuo.ark:/13960/t6f19dv0d,,James Hatfield and the Beauty of Buttermere,1843,u,mixed,45135.491433506206
dul1.ark:/13960/t3nw0276b,"Linton, E. Lynn",Under which Lord?,1879,f,high_female,45132.000882748274
uc1.$b300255,"Flandrau, Grace,","Under the sun; | tales of love and death, | $c: by Grace Flandrau.",1936,f,mixed,45117.00635316553
uc1.b4097792,"Blake, Nicholas,",The deadly joker / | $c: by Nicholas Blake.,1963,m,mixed,45114.04582558522
nyp.33433074919592,"Allardyce, Alexander,",The city of sunshine,1877,m,high_male,45098.44714377284
hvd.32044020392502,"Hatton, Ann Julia,","Guilty or not guilty, or, A lesson for husbands",1822,f,high_female,45097.06181507919
uc1.b5015128,"Croxford, Leslie,",Solomon's folly / | $c: by Leslie Croxford.,1974,m,high_male,45095.53555478959
mdp.39015058599609,"Jókai, Mór,",Timar's two worlds,1888,m,,45093.489346064984
uc2.ark:/13960/t7xk8992q,"Rolfe, Frederick,",Don Tarquinio,1905,m,high_male,45090.20958810225
uc1.$b302095,"Naughton, Bill.",Rafe Granite : | a novel / | $c: by Bill Naughton.,1947,m,,45088.528236495906
uiuo.ark:/13960/t5q82059s,"Eliot, George,",Scenes of clerical life,1899,f,high_female,45082.775717193195
mdp.39015062688018,"Ritchie, Anne Thackeray,",The works of Miss Thackeray,1875,f,high_female,45080.09616340246
uiuo.ark:/13960/t2h71251b,"Sinnett, A. P.",United,1886,m,high_female,45079.55051734496
uc1.$b313869,"Matters, Leonard.","The mystery of Jack the Ripper; | the world's greatest crime problem, | $c: by Leonard Matters; with 10 illustrations and 5 diagrams.",1929,m,,45078.247955009
uiuo.ark:/13960/t49p39n8t,"Ashe, Thomas,","The spirit of  The book;  or, Memoirs of Caroline Princess of Hasburgh",1811,m,,45075.27934055038
uiuo.ark:/13960/t6vx0z923,"Peile, W. O.",West of Swardham,1885,u,,45069.52066689115
mdp.39015048547171,"Shukrī, Muḥammad,",Streetwise / | $c: Mohamed Choukri ; translated from the Arabic by Ed Emery.,1996,u,mixed,45069.40949707737
njp.32101072908120,"Sudermann, Hermann,",Regina,1898,m,,45069.23857918597
nyp.33433074951686,"Dawe, Carlton,",Kakemonos,1897,m,,45067.072988485335
inu.32000002363051,"Marsh-Caldwell, Anne,",The Wilmingtons,1850,f,mixed,45066.82532455375
uiuo.ark:/13960/t3cz3tf31,,"Piso and the praefect, or, The ancients off their stilts",1837,u,high_male,45065.24204244584
uiuo.ark:/13960/t64468c6g,"Oliphant,",Squire Arden,1871,f,,45059.01641811579
uc1.b3339459,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,45041.99457237916
uiuo.ark:/13960/t1jh3tm86,"Black, William,",Kilmeny,1870,m,high_female,45041.98138127424
uc2.ark:/13960/t4kk9997k,"Gilbert, William,","The landlord of 'The Sun,'",1871,m,mixed,45041.95214644771
uiuo.ark:/13960/t86h58z2r,"De Merle, William Henry,",Glenlonely,1837,m,,45020.4811133484
mdp.39015021870673,"Gray, Alasdair.","McGrotty and Ludmilla, or, The Harbinger report / | $c: Alasdair Gray.",1990,u,high_male,45017.44196538187
mdp.39015014677556,"Kirst, Hans Hellmut,",Brothers in arms; | a novel. | $c: Translated from the German by J. Mawell Brownjohn.,1965,m,high_male,45015.114740429104
inu.30000011865916,"West,",Ringrove;,1827,f,high_female,45012.46119504736
uc1.32106011678320,"Axelrad, Catherine,",The Warszawianka / | $c: Catherine Axelrad ; translated by Sacha Rabinovitch,1994,f,,45010.04997614267
uc1.b4097693,"Ford, Ford Madox,",The shifting of the fire,1892,m,,45002.07925092864
mdp.39015030376597,"Linton, E. Lynn",The autobiography of Christoper Kirkland,1885,f,,44989.5973573663
mdp.49015001000182,"Rhys, Jean.",Voyage in the dark.,1976,f,,44981.67727124998
uc1.b3314282,"Kingsley, Henry,",Leighton court,1866,m,,44971.68311761128
njp.32101066459270,"Gleig, G. R.",The country curate,1830,m,mixed,44968.82346861414
uc1.32106005651358,"Westlake, Donald E.",The handle / | $c: Richard Stark.,1985,m,high_male,44967.09152889082
uc1.b3578859,"Church, Alfred John,",The Hammer,1890,m,,44963.55737445135
mdp.39015017926539,"Lentin, Ronit.",Night train to mother / | $c: Ronit Lentin.,1989,u,,44939.859298413096
uiuo.ark:/13960/t42r4bz28,"Marks, Mary A. M.",All the world's a stage,1879,f,mixed,44939.075721045134
uc2.ark:/13960/t7zk57t2s,"Brereton, F. S.",The hero of Panama,1912,m,high_male,44924.052910877566
uiuo.ark:/13960/t3fx7w710,"Plumptre, Anne,",The history of myself and my friend;,1813,f,mixed,44916.59015347152
uiuo.ark:/13960/t7np2r29m,"Wood, Henry,",The Red court farm,1868,f,,44914.24404722833
uiuo.ark:/13960/t2v41cp3t,"Shelley, Mary Wollstonecraft,",Lodore,1835,f,high_female,44901.688871877675
uc1.b3322745,"Herbert, Henry William,",Oliver Cromwell,1840,m,high_male,44900.66739890706
inu.39000002802861,"Clarke, Anna,",The deathless and the dead / | $c: Anna Clarke.,1976,f,,44895.51655065174
hvd.hxk4kh,,Maurice Powell: an historical Welsh tale of England's troubles,1821,u,mixed,44890.77649048175
uc1.b4382405,"Berckman, Evelyn.",The heir of Starvelings.,1968,f,,44888.07934685275
mdp.39015042048168,"Hird, Laura.",Nail and other stories / | $c: Laura Hird.,1997,f,high_female,44881.93787665843
mdp.39015059392210,"Davidson, John,",A full and true account of the wonderful mission of Earl Lavender,1895,m,,44880.25143912135
mdp.39015054028306,"Myles, Bruce,",Night witches: | the untold story of Soviet women in combat / | $c: Bruce Myles.,1981,m,high_female,44871.411230916216
nyp.33433082525878,"Avery, Harold,",Mobsley's Mohicans;,1902,m,high_male,44863.88154387115
uc2.ark:/13960/t0000492f,"Eiffe, John P.",The tales of old Liverpool,1886,m,,44862.64554519398
uc2.ark:/13960/t04x58s0v,"Collis, E. T.",Murder by warrant,1898,f,high_male,44859.9857876449
uc1.32106019033940,,Bengal partition stories : | an unclosed chapter / | $c: edited by Bashabi Fraser ; translated by Sheila Sen Gupta ... [et al.],2006,u,,44855.173022023686
mdp.39015008776349,"Campbell, Michael,",Lord dismiss us.,1967,m,,44854.51445110268
uiuo.ark:/13960/t1zc8fb6b,"Lockhart, Laurence W. M.",Fair to see,1871,m,mixed,44851.44633786877
uiuo.ark:/13960/t9b57754t,,Tales of a lay-brother,1844,u,high_female,44849.28409088695
uc2.ark:/13960/t06w97x5f,"Inman, Herbert Escott.",The tear of Kalee,1902,m,,44846.41355029704
uc2.ark:/13960/t1td9v03v,"MacGill, Patrick,",The red horizon,1916,m,high_male,44839.82092421623
uc2.ark:/13960/t18k76s2t,"Compton-Rickett, Arthur,",Lost chords,1895,m,,44838.91933030533
uiuo.ark:/13960/t22b9kw0h,"Alexander,",Found wanting,1893,f,mixed,44827.8521882161
nyp.33433074964960,"O'Keeffe, Adelaide,","Zenobia, queen of Palmyra;",1814,f,high_female,44822.5700066271
uc1.$b301817,"Mather, Edward (Edward Arthur),",A chaste polygamy and other stories / | $c: by Edward Mather  [i.e. E. A. Mather Jackson.],1936,m,,44816.99696155962
inu.30000121006161,"Monteiro, Mariana.",Legends and popular tales of the Basque people,1890,f,,44812.97950162074
mdp.39015011559807,"Inchbald,",Nature and art,1893,f,,44803.77800061839
mdp.39015063955168,"Somerville, E. Œ.",An enthusiast,1921,f,,44799.21293428244
mdp.39015069803495,"Nagenda, John,",The seasons of Thomas Tebo / | $c: John Nagenda.,1986,m,,44798.76399591811
uiuo.ark:/13960/t4dn4t87k,"Bird, M. A.",The Hawkshawes,1865,f,high_female,44798.652168617155
uc2.ark:/13960/t5t729m2j,"Paton, Raymond.",The drummer of the dawn,1913,m,,44796.23004669105
uc2.ark:/13960/t8z897d42,"Grant, James,",Second to none,1864,m,mixed,44794.909475100976
inu.30000111496745,"Hendricks, Vicki.",Cruel poetry / | $c: Vicki Hendricks.,2007,f,high_female,44792.11145355283
mdp.39015033156996,"Bazin, R.",The nun,1908,u,,44790.94612556892
mdp.39015013418077,"Mais, Roger.","Listen, the wind.",1986,m,mixed,44772.60256499346
uiuo.ark:/13960/t3tt54b0c,"Marryat, Florence,",A broken blossom,1879,f,,44772.58345448584
uiuo.ark:/13960/t84j14f6h,"Sewell, William,",Hawkstone,1845,m,,44770.75297830477
mdp.39015028749664,"Farmer, Philip José.",The alley god / | $c: Philip José Farmer.,1972,m,high_female,44765.25100259778
uc1.32106008206812,,One half of the sky : | selection from contemporary women writers of China / | $c: translated by R.A. Roberts and Angela Knox / | with an introduction by Frances Wood.,1987,u,high_female,44739.77279527071
uc1.32106016493634,"Colvin, Clare",The mirror makers / | $c: Clare Colvin,2003,f,,44736.09733938542
njp.32101068166360,"Church, Alfred John,",Stories of the magicians;,1887,m,high_male,44732.79838058354
mdp.39015008779889,,"The restitution of the bride and other stories from the Chinese, | $c: translated by E. Butts Howell. With illustrations by a native artist.",1926,u,,44726.366792326415
njp.32101063579088,,The lairds of Fife,1828,u,high_female,44720.48373306835
uiuo.ark:/13960/t2794tq8b,"Trollope, Thomas Adolphus,",Artingale Castle,1867,m,,44717.29849995587
mdp.39015072453833,,"Coventry constables' presentments, 1629-1742 / | $c: edited by Levi Fox.",1986,u,high_male,44695.19211759006
mdp.39015063972460,"[Webb, Henry Bertram Law]","The anger of the North, | $c: by John Clayton [pseud.]",1936,m,,44689.85118888348
nyp.33433075822951,,Half-hours with foreign authors,1861,u,high_male,44689.12839312534
uiuo.ark:/13960/t2r49zz22,"Curling, Henry,",Shakespeare,1848,m,high_male,44673.8169951757
njp.32101068971488,"Kernahan, Coulson,",The house of Rimmon,1885,f,,44672.14690504157
nyp.33433057525101,"Montesquieu, Charles de Secondat,",Persian letters,1892,m,high_male,44666.82923702835
uiuo.ark:/13960/t3126851x,"Gissing, Algernon,",The sport of stars,1896,m,,44665.94935876184
mdp.39015031236204,"Howells, William Dean,",Indian summer,1887,m,high_female,44665.310809310395
uiuo.ark:/13960/t18k7zd3g,"Wilks, John,","The Tory baronet, or Tories, Whigs, and Radicals",1841,m,mixed,44650.152149673486
njp.32101067630457,"Bristow, Amelia,",Emma de Lissau,1830,f,high_female,44650.01113300343
uc2.ark:/13960/t82j69f2x,"Henty, G. A.",Won by the sword;,1899,m,high_male,44645.09494942154
mdp.39015065763537,"Smith, Horace,",Walter Colyton,1830,m,,44639.08004007234
uc2.ark:/13960/t8qb9xs77,"Lee, Charles,","Paul Carah, Cornishman",1898,m,,44633.19641351294
wu.89004714176,"Drummond, Hamilton,",The chain of seven lives,1906,m,,44618.81932110305
njp.32101067644391,"Figgis, Darrell,",Broken arcs,1911,m,,44613.46719074034
uiuo.ark:/13960/t02z1gm85,"Ainsworth, William Harrison,",Hilary St. Ives,1870,m,,44612.025793681714
mdp.39015061380732,"Enquist, Anna.","The Injury : | ten stories / | $c: Anna Enquist, translated by Jeanette K. Ringold.",1999,f,mixed,44611.91819484495
uiuo.ark:/13960/t5gb2m944,"Linton, E. Lynn",Through the long night,1889,f,high_female,44606.90019877587
uc1.32106011943203,"Maḥfūẓ, Najīb,",Children of Gebelawi / | $c: Naguib Mahfouz ; translated by Philip Stewart.,1981,u,high_male,44605.43379601717
mdp.39015022221298,"(Clive Staples), Lewis, C. S.","The pilgrim's regress, | an allegorical apology for Christianity, reason and romanticism, | $c: by C. S. Lewis ...",1944,m,high_male,44604.382319624136
uc1.b3295296,"Wain, John.",Strike the father dead; | a novel.,1962,m,,44601.96419339775
uc2.ark:/13960/t3bz66b13,"Whyte-Melville, G. J.",Satanella,1872,m,high_female,44600.41678920072
mdp.39015014859816,"Tomelty, Joseph.",The apprentice; | the story of a nonentity.,1953,m,,44597.16849458275
mdp.39015070685626,"Brookmyre, Christopher,",Attack of the unsinkable rubber ducks / | $c: Christopher Brookmyre.,2007,m,mixed,44581.43400840636
hvd.hxvpwg,,The orphan stranger,1839,u,high_female,44581.42435172388
uiuo.ark:/13960/t4wh34n3w,"Nicholson, Jessie L.",After long waiting,1897,f,,44580.21553909689
pst.000060919915,"Hawks, Tony.",A piano in the Pyrenees / | $c: Tony Hawks.,2007,m,,44578.6250230029
mdp.39015000547136,"Plomer, William,",Sado.,1951,m,mixed,44577.589131191016
mdp.39015063543816,"Brough, Robert B.",Which is which?,1860,m,,44577.13553598724
inu.30000132074851,"Payn, James,",What he cost her,1877,m,,44576.1711588589
uiuo.ark:/13960/t5fb5rg4v,"Ainsworth, William Harrison,","Guy Fawkes, or, The gunpowder treason",1841,m,mixed,44565.10376010932
mdp.39015078812941,"Jones, Susanna,",The missing person's guide to love : | a novel / | $c: Susanna Jones.,2008,f,high_female,44563.904216431496
uc1.$b243502,"Meyerstein, Edward Harry William,",Phoebe Thirsk.,1953,m,mixed,44557.30394908833
mdp.39015061094952,"Home, Stewart,",Down & out in Shoreditch and Hoxton / | $c: Stewart Home.,2004,m,,44555.07373361213
uc1.b3546645,"Loudon,",First love,1830,f,,44553.709854443245
mdp.39015018047657,"Winny, James.","The descent of Euphues,",1957,m,mixed,44550.939863546686
uc1.b3178046,"Müller, Filip.",Auschwitz inferno : | the testimony of a Sonderkommando / | $c: Filip Müller ; literary collaboration by Helmut Freitag ; edited and translated by Susanne Flatauer.,1979,u,high_male,44548.55293620544
uc2.ark:/13960/t0pr7sw88,"Wood, Henry,",Roland Yorke,1869,f,,44547.99767467158
uc1.b3472560,"Tracy, Honor,",The beauty of the world | $c: [by] Honor Tracy.,1967,f,,44536.011106459795
inu.39000005640136,"Greig, Francis.",The bite and other apocryphal tales / | $c: Francis Greig.,1981,m,mixed,44530.38287089755
uiuo.ark:/13960/t81k02w2m,"Wood, Henry,",The shadow of Ashlydyat,1863,f,high_female,44530.03495817844
mdp.39015049970992,"Robertson, James,",The fanatic / | $c: James Robertson.,2000,m,,44527.35345022529
uiuo.ark:/13960/t6n01hs64,"Gibbon, Charles,",Of high degree,1883,m,mixed,44514.16281781061
mdp.39015054265833,"Andreas, Neshani.",The purple violet of Oshaantu / | $c: Neshani Andreas.,2001,u,high_male,44511.26812010248
uc2.ark:/13960/t3pv6dd7f,"Funck-Brentano, Frantz,",Princes and poisoners,1901,u,,44503.7296176745
njp.32101066120096,"Boswell, Thomas Alexander.",Recollections of a pedestrian,1826,m,mixed,44500.79166176797
uc1.32106019365706,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,44498.2583338076
nyp.33433074877857,"Leathes, Matilda.",Soimême;,1869,f,high_female,44496.23812477022
mdp.39015010563446,"Pagnol, Marcel,",The time of secrets. | $c: Translated from the French by Rita Barisse.,1962,m,,44496.04141454175
uiuo.ark:/13960/t8rb7fv6d,"Halsted, Leonora B.",Bethesda,1884,f,high_female,44486.12800350825
mdp.39015005183457,"Church, Richard,","Green tide | [by] Richard Church, illustrated by C. F. Tunnicliffe, A. R. A.",1945,m,high_male,44486.00178712846
