htid,author,title,year,authgender,female_category,urban_metric_gb
uc2.ark:/13960/t5r78880b,"Goldring, Douglas,",Polly,1917,m,high_female,2.270946905417416
mdp.39015037260877,"Price, David,",Alphabet city : | a novel / | $c: by David Price.,1984,m,high_male,2.270875473694876
coo.31924087514372,,"The Vintage book of office life, or, Love among the filing cabinets / | $c: edited, with an introduction, by Jeremy Lewis.",1998,u,,2.270367117013572
nyp.33433075772529,"Willoughby, George,","The adventures, and other stories",1913,m,,2.2652599959554767
mdp.39015008870134,"Macqueen-Pope, W. (Walter),",Twenty shillings in the pound.,1949,m,high_male,2.2618310830503106
mdp.39015030945557,"Appiah, Peggy.",A smell of onions / | $c: Peggy Appiah.,1979,f,,2.261138216996936
inu.30000042624605,"Mullen, Michael.",The midnight country / | $c: Michael Mullen.,1995,m,mixed,2.260463552828854
uc1.b3917588,"Binchy, Maeve.",Victoria Line ; Central Line / | $c: Maeve Binchy.,1993,f,high_female,2.259499844759694
uc1.b3160554,"Moorcock, Michael,","Before Armageddon; an anthology of Victorian and Edwardian imaginative fiction published before 1914, vol. 1",1975,m,high_male,2.2579484862819506
mdp.39015022061835,"Rayner, Richard,",The elephant / | $c: Richard Rayner.,1991,m,mixed,2.2570067288195483
mdp.39015078805382,"Taylor, D. J. (David John),",Ask Alice : | a novel / | $c: D.J. Taylor.,2009,m,high_female,2.256695019125196
uc1.32106007731786,"Naipaul, V. S. (Vidiadhar Surajprasad),",The enigma of arrival : | a novel in five sections / | $c: V.S. Naipaul.,1987,m,mixed,2.2564358381325627
uc1.$b396610,"Pereira, W. D. (Wilfred Dennis),",An uncertainty of marriages | $c: [by] W. D. Pereira.,1969,m,high_female,2.2549785394323365
uiuo.ark:/13960/t2p567g2p,"Westall, William,",Her two millions,1887,m,mixed,2.2548742411036216
mdp.39015031219481,,Before Armageddon : | an anthology of Victorian and Edwardian imaginative fiction published before 1914 / | $c: edited and introduced by Michael Moorcock.,1975,u,high_male,2.2542946104221135
mdp.39015027338147,"Kuncewiczowa, Maria Szczepańska,","The keys; | a journey through Europe at war, translated from the Polish.",1945,f,,2.2537851924977312
mdp.39015030716776,"(Henry Major), Tomlinson, H. M.",London river.,1928,m,,2.2532040129690714
mdp.39015074267256,"Ewing, Barbara.","The mesmerist : | or the Misses Preston, of Bloomsbury / | $c: Barbara Ewing.",2007,f,high_female,2.2531038141900375
mdp.39015032814553,"Moyano, Daniel.",The devil's trill / | $c: Daniel Moyano ; translated by Giovanni Pontiero.,1988,m,high_male,2.251860431386787
uc2.ark:/13960/t45q4zm6r,"Tomlinson, H. M.",London river,1921,m,mixed,2.251856111770059
uc1.b4076279,"Langstaff,","Diary of a driver, | $c: by Langstaff, illustrated by the author.",1943,u,high_male,2.242798912855388
mdp.39015070772671,"McKay, Malcolm.",Forgotten voices / | $c: Malcolm McKay ; adapted from Forgotten voices of the Great War by Max Arthur.,2007,m,high_male,2.238404020356239
uc2.ark:/13960/t01z4824d,"Braddon, M. E.",Rough justice,1898,f,,2.237835770181674
uva.x030794682,"Trask, Katrina,",In my lady's garden;,1907,u,high_female,2.226194267065222
uc2.ark:/13960/t4xg9tm3z,"Rutherford, Mark,",Clara Hopgood,1896,m,,2.220323623947444
mdp.39015080900429,"Weeks, Shelagh.",Up close / | $c: Shelagh Weeks.,2009,f,high_female,2.219504021733736
mdp.39015048888138,"Lynch, Malcolm.",The streets of Ancoats.,1985,m,high_male,2.217264507294974
njp.32101068175320,"Caine, Hall,",The Christian;,1897,m,,2.216095549807437
uc1.$b56754,"Holt, William,","I was a prisoner, | $c: by William Holt; illustrations by Arthur Wragg; foreword by H. R. L. ʻDickʼ Sheppard.",1935,m,high_male,2.21451776015305
nyp.33433067304067,"Yates, Edmund Hodgson,",The impending sword,1874,m,mixed,2.213405841526596
mdp.39015063541489,"Boddingon, Harry.","Outline of an address delivered to the ""Link Association of Spirit Circles"" Wortley Hall, Finsbury Park, | preliminary to the public demonstration o[f] kilnascrene, November 28th, 1936. The development of clairvoyance and the scientific formation of circles.",1937,m,high_female,2.207682589090692
mdp.39015080896411,"Shawn, Wallace.",Grasses of a thousand colours / | $c: Wallace Shawn.,2009,m,mixed,2.2017899570143262
uc2.ark:/13960/t3319tq2m,"Laffan, May.",A singer's story,1885,f,high_female,2.1967959711042644
mdp.39015062883080,"Cleave, Chris.",Incendiary / | $c: Chris Cleave.,2005,m,mixed,2.1897856797373385
mdp.39015047764249,"Elms, Robert,",In search of the crack / | $c: Robert Elms.,1988,m,high_male,2.18863608463803
uc1.$b295058,"Hobart, Alice Tisdale,","Within the walls of Nanking, | $c: by Alice Tisdale Hobart; proem by Florence Ayscough.",1928,f,high_male,2.186318541843366
mdp.39015079238781,"Barrington, James.",Timebomb / | $c: James Barrington.,2008,m,high_male,2.180736283305512
inu.32000002882506,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,high_male,2.180642448423532
njp.32101063580326,"Hume, Fergus,",The harlequin opal,1893,m,high_male,2.1785206541556446
uc1.32106011994172,"Binchy, Maeve.",London Transports / | $c: Maeve Binchy.,1983,f,high_female,2.1759378257621322
mdp.39015019873556,"Melville, Pauline.",Shape-shifter : | stories / | $c: Pauline Melville.,1990,f,,2.1743009983828094
mdp.39015060112565,"Haylock, John.",Loose connections / | $c: by John Haylock.,2003,m,mixed,2.160999844171597
mdp.39015008794425,"Brecht, Bertolt,",Threepenny novel. | $c: Translated by Desmond I. Vesey. Verses translated by Christopher Isherwood.,1972,u,,2.1603826782385362
inu.39000003998387,"Parker, Robert B.,",The Judas goat / | $c: Robert B. Parker.,1982,m,high_female,2.157820202392191
mdp.39015019623761,"Lynch, Malcolm.",The kid from Angel Meadow.,1989,m,high_female,2.1562025483024336
uc1.32106018341088,"Prinz, Martin,",On the run / | $c: Martin Prinz ; translated by Mike Mitchell,2005,m,high_male,2.1504446617609903
mdp.39015024986732,"Poliakoff, Stephen,",Close my eyes / | $c: Stephen Poliakoff.,1991,m,high_female,2.150242830030215
mdp.39015063268448,"Pullinger, Kate.",A little stranger / | $c: Kate Pullinger.,2006,f,,2.1466906840396183
mdp.39015005183457,"Church, Richard,","Green tide | [by] Richard Church, illustrated by C. F. Tunnicliffe, A. R. A.",1945,m,high_male,2.144501472944049
mdp.39015063933876,"Letts, E. F.","Nicholas Mosley, loyalist;",1903,u,mixed,2.1429033341816472
uc2.ark:/13960/t0pr7p89f,"Williams, Bransby.",My sketches from Dickens,1913,u,,2.1425256329982334
wu.89100102326,"Hay, Ian.",The last million,1918,m,high_male,2.1368129659428754
mdp.39015045695635,"King, John,",England away / | $c: John King.,1998,m,high_male,2.1324093882504833
uiuo.ark:/13960/t1hh6wn89,"Fitzgerald, G. Beresford",Clare Strong,1889,u,,2.128672755265535
mdp.39015005919868,"Searle, Chris.",Classrooms of resistance / | $c: compiled by Chris Searle.,1975,m,,2.1176414275218804
mdp.39015008009964,"Wain, John.",A winter in the hills.,1970,m,,2.1174457533130715
mdp.39015032138300,"Nayman, Michele.",Jetlag : | a novel / | $c: Michèle Nayman.,1994,f,,2.108564201578789
mdp.39015068802886,"Walsh, John,",Sunday at the cross bones : | a novel / | $c: John Walsh.,2007,m,,2.1064008458524515
uc1.32106015391391,"Frame, Ronald",The lantern bearers : | a novel / | $c: Ronald Frame,1999,m,mixed,2.105256782499617
mdp.39015048899127,"Spring, Howard,",Hard facts.,1944,m,mixed,2.1042174724706273
uc1.$b119620,"Rathbone, Julian,",Hand out.,1968,m,,2.099663048523328
uc2.ark:/13960/t04x5ms7c,"Norway, Arthur H.",The government official,1887,f,high_male,2.0981352214564057
njp.32101074257377,"Graham, Stephen,",A vagabond in the Caucasus,1915,m,mixed,2.0950939101817005
yale.39002037389138,"Arnold, Frederick,",Reminiscences of a literary and clerical life,1889,m,high_male,2.0901518290513157
uc1.$b115081,"Priestley, J. B. (John Boynton),",[Essays] / | $c: J. B. Priestley.,1926,m,mixed,2.089741563260004
uiuo.ark:/13960/t7xk8mq77,"Chorley, Henry Fothergill,",A prodigy,1866,m,,2.089225771294748
uc1.$b684914,"Ash, Bernard.",Silence for his worship.,1953,m,,2.083536150563322
uc1.b3472748,"Levine, Norman,","I don't want to know anyone too well, and other stories.",1971,m,,2.0831309283279182
inu.30000124575808,"Saddler, Allen.",The long and the short / | $c: Allen Saddler.,2008,m,,2.0759056069812725
nyp.33433074909916,"Defoe, Daniel,",Memoirs of a cavalier,1809,m,high_male,2.0719566614110305
inu.30000045098336,,The Time Out book of London short stories / | $c: edited by Maria Lexton.,1993,u,high_female,2.070773404274658
njp.32101067644664,"Fletcher, J. S.",When Charles the First was king,1892,m,high_male,2.069614771071907
mdp.39015012847250,"Han, Suyin,","Destination Chungking, | $c: an autobiography by Han Suyin.",1942,u,high_male,2.069049328471086
mdp.39015063747995,"Black, William,",White heather,1885,m,,2.0639809827539266
mdp.39015039770782,"Burke, Thomas,",Night-pieces; | eighteen tales.,1935,m,high_male,2.0636625664352497
mdp.39015029404871,,Beyond the gaslight : | science in popular fiction 1895-1905 / | $c: Hilary and Dik Evans ; with ill. from the Mary Evans Picture Library.,1976,u,high_male,2.062779147723027
mdp.39015063239969,"Knight, Margaret,",Ginger Lily / | $c: Margaret Knight.,2004,f,mixed,2.05854647757722
mdp.39015064983268,"Holman, Michael,",Fatboy and the dancing ladies : | an African tale / | $c: Michael Holman.,2007,m,,2.0549902481321594
mdp.39015072453833,,"Coventry constables' presentments, 1629-1742 / | $c: edited by Levi Fox.",1986,u,high_male,2.054895904782499
mdp.39015063170917,"Black, William,",Shandon bells,1883,m,,2.051835317905524
uc1.$b244850,"Sitwell, Osbert,","The true story of Dick Whittington; | a Christmas story for cat-lovers, | $c: by Osbert Sitwell.",1945,m,mixed,2.0505080955792976
mdp.39015028467465,"Beattie, Geoffrey.",We are the people : | journeys through the heart of Protestant Ulster / | $c: Geoffrey Beattie.,1992,m,,2.050210095275396
mdp.39015063964228,"Thomson, Basil,","Mr. Pepper, | investigator, | $c: by Basil Thomson.",1925,m,mixed,2.0478604033304686
uiuo.ark:/13960/t8ff45v3r,"Hardinge, William M.",The willow-garth,1886,m,high_female,2.045895614228647
mdp.39015038701317,"De Quincey, Thomas,",Confessions of an English opium-eater,1867,m,high_female,2.043161225477143
uc2.ark:/13960/t4rj49j8h,"Tallentyre, S. G.",The starry pool,1918,u,high_female,2.042982065478693
uc1.32106011975924,"Corrigan, Simon,",Sweets from strangers / | $c: Simon Corrigan,1994,m,mixed,2.041043635244228
mdp.39015041920052,"O'Grady, Timothy.","I could read the sky : | a novel / | $c: Timothy O'Grady, Steve Pyke ; with a preface by John Berger.",1997,m,mixed,2.037093166195421
wu.89018081877,"Gibson, Ronald.","Nine days, 17th to 25th September, 1944. | $c: Illustrated by Gordon C. Power.",1956,m,high_male,2.029181722032852
mdp.39015063761186,"Black, William,",Macleod of Dare,1878,m,,2.0291601298701463
mdp.39015046410471,"Selvon, Samuel.",Moses ascending / | $c: [by] Sam Selvon.,1975,m,mixed,2.0233787409814035
uc1.$b299542,"Agate, James,","Gemel in London, | $c: by James Agate.",1928,m,,2.0227425426356227
mdp.39015028472697,"Lessing, Doris May,",London observed : | Stories and sketches / | $c: Doris Lessing.,1992,f,high_female,2.0212921005099598
uc2.ark:/13960/t87h1gb9b,Officer's wife.,Experiences of an officer's wife in Ireland,1921,u,high_male,2.0080858603272533
uc1.b4973448,"Allbeury, Ted.",The choice / | $c: Ted Allbeury.,1986,m,,2.0055249345679687
uc1.32106012273410,"Healy, Dermot,",Sudden times,1999,m,mixed,2.0053613093057505
uiuo.ark:/13960/t1fj33j7j,"Oliphant,",Kirsteen,1890,f,high_female,2.0024233346775007
uc1.32106013111692,"Balle, Solvej,",According to the law : | four accounts of mankind / | $c: Solvej Balle ; translated from the Danish by Barbara Haveland,1996,u,mixed,2.001011214821116
mdp.39015029174045,"Powell, Neil.",Unreal city / | $c: Neil Powell.,1992,m,high_male,1.9986522467529002
mdp.39015018608078,"Ardizzone, Edward,",Tim all alone / | $c: by Edward Ardizzone.,1957,m,high_male,1.9955230185324007
uiuo.ark:/13960/t9086vr6d,"McCarthy, Justin.",Red diamonds,1893,m,,1.992755824896772
umn.31951002108018v,"Waugh, Alec,",So lovers dream.,1973,m,mixed,1.9926735087573
uc1.$b302150,"Houghton, Claude,","A hair divides, | $c: by Claude Houghton [pseud.]",1930,m,,1.991995270809647
mdp.39015012970136,"Streatfeild, Noel.",Away from the vicarage.,1965,f,high_female,1.9911620893176964
uc1.b3321466,"Butler, Alfred,",Elphinstone,1844,m,,1.9904687179237652
uc2.ark:/13960/t7br8pf30,"Russell, George William Erskine,","""For better? For worse?""",1902,m,,1.9858540933001856
mdp.39015082701189,"Penney, Bridget,",Index / | $c: Bridget Penney ; [edited by Stewart Home and Gavin Everall].,2008,f,high_female,1.984756709207447
uc1.$b300166,"Downes, Carl Sawyer,","Robin Redbeard; | being a fictional biography of Robert Greene, author of tales, pamphlets and plays.  Describing the varying fortunes of his life from the year 1579, when he returned, bachelor of arts from Cambridge, to his home in Norwich, till the year of his untimely death, 1592. | $c: By Carl S. Downes",1937,m,,1.9801374388697581
uc1.32106018853751,"Rosendorfer, Herbert,",Grand solo for Anton / | $c: Herbert Rosendorfer ; translated by Mike Mitchell,2006,m,high_male,1.9774727473500238
mdp.39015066411953,"Miller, Miranda,",Loving Mephistopheles / | $c: Miranda Miller.,2007,f,high_female,1.9681905794320134
mdp.39015065134689,"Mrabet, Mohammed,",Love with a few hairs;,1967,m,mixed,1.9654893492237866
uc1.32106007797985,"Allbeury, Ted.",The secret whispers / | $c: Ted Allbeury.,1983,m,high_male,1.96448953634632
uc1.b3752397,"Ionesco, Eugène.",The hermit / | $c: Eugène Ionesco ; translated from the French by Richard Seaver.,1983,u,high_female,1.9627015142279758
mdp.39015064950598,"Davey, Janet,",The taxi queue / | $c: Janet Davey.,2007,f,,1.9612681918733985
wu.89004684510,"Thackeray, William Makepeace,",The Irish sketch-book,1845,m,high_male,1.9590661361858714
mdp.39015013539344,"Laurence, Margaret.",Jason's quest / | $c: Margaret Laurence ; illustrated by Staffan Torell.,1970,f,high_male,1.9581371458449879
inu.30000045131764,"Meena, Gladstone.",Remember death / | $c: Gladstone Meena.,1994,m,high_male,1.9569629476298804
mdp.39015039762805,"Sharp, Margery,",The gipsy in the parlour.,1953,f,high_female,1.9547994396626698
mdp.39015073496062,"Neukrantz, Klaus,",Barricades in Berlin / | $c: Klaus Neukrantz.,1932,u,,1.9545728495766466
mdp.39015014878428,"Gordon, Victor.",Mrs Rushworth : | a novel / | $c: by Victor Gordon.,1989,m,,1.9537086671048427
uiuo.ark:/13960/t1cj8rk2q,"Ouida,",Syrlin,1890,f,,1.9535938845264063
inu.30000039954809,"Bold, Alan Norman,",East is west : | a novel / | $c: Alan Bold.,1991,m,mixed,1.9523723314212975
inu.30000110626268,"Cavendish, Dominic.",Orwell : | a celebration / | $c: adapted by Dominic Cavendish ; [adapted from the writings of] George Orwell.,2009,m,mixed,1.9497772579482358
uc1.b4501323,"Birch-Reynardson, Charles Thomas Samuel,",'Down the road';,1875,m,high_male,1.9496158262149097
uiuo.ark:/13960/t0tq6jr5n,"Strauss, G. L. M.",The old ledger,1865,u,,1.9495797043407483
mdp.39015013328771,"Holtby, Winifred,","Mandoa, Mandoa! | A comedy of irrelevance.",1971,f,,1.949284110418346
mdp.39015068635419,"Pitcairn, Frank.",Reporter in Spain / | $c: Frank Pitcairn ; with introd. by Ralph Bates.,1936,m,high_male,1.9489128575694663
uc1.$b42205,"Gray, Bernard.",War reporter.,1942,m,high_male,1.9480202207143247
pst.000050354788,"Glover, Fi.",Travels with my radio / | $c: Fi Glover.,2002,u,,1.94790207963906
uiuo.ark:/13960/t2x35587p,"Fitzgerald, G. Beresford",Clare Strong,1889,u,,1.9475828061118063
uiuo.ark:/13960/t8jd5fz3c,"Lee, Holme,",This work-a-day world,1875,f,,1.9454212380827156
mdp.39015079193598,"McCall Smith, Alexander,",La's orchestra saves the world / | $c: Alexander McCall Smith.,2008,m,,1.945227930351293
mdp.39015000649551,"(Victor Sawdon), Pritchett, V. S.","Blind love, and other stories, | $c: by V. S. Pritchett.",1969,u,,1.9435484639068221
mdp.39015002758228,"Viscount Samuel, Samuel, Edwin,",A coat of many colors.,1960,m,,1.940335303083045
inu.32000006722955,"Buchanan, Meriel,","Petrograd, the city of trouble, 1914-1918",1918,u,high_male,1.9386463434743175
mdp.39015043089849,"Duffy, Maureen.",Restitution / | $c: Maureen Duffy.,1998,f,,1.9379015177319205
inu.30000060703083,"Ajima, Maria,",The web : | a collection of short stories / | $c: Maria Ajima.,1997,f,mixed,1.9370553297735222
inu.39000002528433,"Eden, Dorothy,","The house on Hay Hill, and other stories / | $c: Dorothy Eden.",1977,f,high_female,1.9365828180406406
inu.30000084051147,"Cossu, Antoni,",The Sardinian hostage / | $c: Antonio Cossu ; translated from the Italian by Isabel Quigly.,1971,m,high_male,1.9364047978931742
mdp.39015064962650,"Deloney, Thomas,",The gentle craft / | $c: edited by Simon Barker.,2007,m,,1.9360051084369454
mdp.39015054134492,"Curtin, Michael,",Sing! / | $c: Michael Curtin.,2001,m,,1.9343436909930634
mdp.39015050498065,"Smith, Ali,",Hotel world / | $c: Ali Smith.,2001,m,high_female,1.933565280232039
inu.30000068200595,"Gee, Sue.",Spring will be ours / | $c: Sue Gee.,1995,f,,1.9260864616121318
mdp.39015000607815,"Raworth, Tom.",A serial biography.,1969,m,high_male,1.923636919214888
uc2.ark:/13960/t47p90b2t,"Barrett, Frank,",Little Lady Linton,1884,m,high_female,1.9229995736834897
uc2.ark:/13960/t90868h5r,"Richardson, Dorothy M.",Interim,1919,f,high_female,1.918319483752268
mdp.39015070219053,"Strong, L. A. G. (Leonard Alfred George),","The big man, | $c: by L. A. G. Strong.",1931,m,high_female,1.9180672818273634
inu.39000000965470,"Sharp, Colin Ainsworth.",Border line / | $c: Colin Ainsworth Sharp.,1984,m,,1.9153131836395834
uc1.31822038206421,"Sadleir, Michael,",The anchor,1918,m,mixed,1.9139510187334614
mdp.39015080822862,"Fitch, Stona.",Printer's devil / | $c: Stona Fitch.,2009,u,mixed,1.907747575104973
