htid,author,title,year,authgender,period,diff
uc1.b3541614,"West, Rebecca,",A letter to a grandfather / | $c: Rebecca West.,1933,f,1901-1950,0.11489306302848434
mdp.39015063514759,"Footner, Hulbert,","Madame Storey, | $c: by Hulbert Footner.",1926,m,1901-1950,0.11489306302848434
uc1.$b787419,"O'Flaherty, Liam,","Return of the brute, | $c: by Liam O'Flaherty.",1929,m,1901-1950,0.11489306302848434
uc1.$b259954,"Lemarchand, Jacques,",Genevieve / | $c: by Jacques Lemarchand ; translated from the French by Rosamond Lehmann.,1947,m,1901-1950,0.11489306302848434
uc1.$b313689,"Alverdes, Paul,","Changed men, | $c: by Paul Alverdes...",1933,m,1901-1950,0.11489306302848434
mdp.39015022391133,"Somerville, E. Œ.",Some experiences of an Irish R. M,1902,f,1901-1950,0.11489306302848434
uc2.ark:/13960/t5w66cf5c,"Perrin, Alice,",The woman in the bazaar,1914,f,1901-1950,0.11489306302848434
wu.89100102912,"Morgan, J. H.",Leaves from a field note-book,1916,u,1901-1950,0.11514206701254814
uc1.$b174537,"Irwin, Anthony (Anthony Stuart),",Burmese outpost / | $c: by Anthony Irwin.,1946,m,1901-1950,0.11537016226512553
uc2.ark:/13960/t57d2s430,"Knowles-Foster, Frances G.",The written law,1912,f,1901-1950,0.11554185195582001
uc2.ark:/13960/t1gh9f65g,"Littlefair, Mary.",An English girl's adventures in hostile Germany,1915,f,1901-1950,0.11579019221508724
uc1.b4082852,"Webb, Mary Gladys Meredith,",Collected works.,1928,f,1901-1950,0.11634655140057737
uc1.$b242952,"Godden, Rumer,",The river.,1946,f,1901-1950,0.11720787784329911
mdp.39015014498854,"Masefield, John,",Lost endeavour,1910,m,1901-1950,0.11720787784329911
mdp.39015051324286,"Bates, H. E. (Herbert Ernest),","The beauty of the dead | and other stories, | $c: by H. E. Bates.",1940,m,1901-1950,0.11720787784329922
wu.89098865884,"Atherton, Gertrude Franklin Horn,",The aristocrats,1901,f,1901-1950,0.1174615561791692
nyp.33433074859814,"Griffith, George Chetwynd.",The world masters,1903,m,1901-1950,0.1176385410646601
inu.32000002538645,"Thompson, Edward John,",In Araby Orion / | $c: by Edward Thompson.,1930,m,1901-1950,0.11777767841309972
inu.30000112126903,"Sir, St. Johnston, Thomas Reginald,","A West Indian pepper-pot, or, Thirteen ""Quashie"" stories / | $c: by T.R. St.-Johnston ; with coloured illustrations by Eva Wilkin.",1928,m,1901-1950,0.11818253671269485
mdp.39015059414865,"Manhood, H. A. (Harold Alfred),",Selected stories; | from collections pub. between 1928-1944.,1947,m,1901-1950,0.11848501705147285
uc2.ark:/13960/t48p6126r,"Dorrington, Albert.",Children of the cloven hoof,1911,m,1901-1950,0.1185365607863319
mdp.39015063921251,"Oman, Carola,","Major Grant, | $c: by Carola Oman.",1931,f,1901-1950,0.11874695042794814
mdp.39015062264489,"Baring, Maurice,",Dead letters,1910,m,1901-1950,0.11934221557085722
uc1.$b301115,"Lehmann, John,",Evil was abroad / | $c: John Lehmann.,1938,m,1901-1950,0.1194143396242291
uc2.ark:/13960/t4rj4bm4w,"Mathews, Basil,",The ships of peace,1919,m,1901-1950,0.11968186460019359
mdp.39015073248778,"Harcourt-Smith, Simon.","The last of Uptake, or, The estranged sisters / | $c: by Simon Harcourt-Smith ; illustrated by Rex Whistler.",1942,m,1901-1950,0.11970075533617663
uc1.$b557742,"Campbell, A. B. (Archibald Bruce),",With the corners off : | my adventurous life on land and sea / | $c: by Commander A. B. Campbell.,1937,m,1901-1950,0.11981349853937218
uc1.$b63959,"Whitfield, Christopher.","Mr. Chambers and Persephone, | $c: a tale by Christopher Whitfield. Printed, with wood-engravings by Dorothea Braby, at the Golden cockerel press.",1937,m,1901-1950,0.12057488121030246
uc1.$b244108,"Mottram, R. H. (Ralph Hale),","Ten years ago : | Armistice & other memories : | $c: forming a pendant to ""The Spanish farm trilogy"" / by R.H. Mottram ; with a foreword by W.E. Bates.",1928,m,1901-1950,0.12057488121030246
wu.89006523229,"Thompson, Leigh.",The lion and the adder,1918,m,1901-1950,0.12057488121030246
uc1.$b57087,"Mottram, R. H. (Ralph Hale),","The apple disdained, | a story.",1928,m,1901-1950,0.12057488121030258
mdp.39015003928895,"Gerhardie, William Alexander,",The polyglots / | $c: William Gerhardi.,1947,m,1901-1950,0.12094145012525848
uc2.ark:/13960/t52f7qb22,"Clarke, Forester.",The ivory cross,1918,u,1901-1950,0.12154199919869713
uc1.b3326033,"Sladen, Douglas Brooke Wheelton,",Playing-- the game,1905,m,1901-1950,0.12167017146221926
mdp.39015059406283,"Pickthall, Marmaduke William,",The early hours,1921,m,1901-1950,0.12216050488894947
nc01.ark:/13960/t13n2nq9x,"Benchley, Robert,",Of all things,1922,m,1901-1950,0.1223930630284844
uc1.$b236238,"Frankau, Gilbert,","The woman of the horizon; | a romance of nineteen-thirteen, | $c: by Gilbert Frankau.",1927,m,1901-1950,0.12242209060468179
mdp.39015053627546,"Morand, Paul,",The living Buddha. | $c: Translated from the French by Eric Sutton.,1927,m,1901-1950,0.12256850162497557
mdp.39015004315183,"Cunninghame Graham, R. B.",Brought forward,1916,m,1901-1950,0.12270556302848434
uc2.ark:/13960/t2t43sd25,"Sinclair, Francis.",From the four winds,1909,m,1901-1950,0.12328858541654397
uc1.$b792387,"Hon., Benson, Theodora,",The man from the tunnel and other stories / | $c: by Theodora Benson.,1950,m,1901-1950,0.12335376171844059
uc1.$b251230,,Saturday saga : a collection of contemporary short stories.,1946,u,1901-1950,0.12344569460743171
uc2.ark:/13960/t03x87s3q,"Ayscough, John,",French windows,1917,m,1901-1950,0.12349398045967697
uc2.ark:/13960/t0dv1hg1g,"Howe, Sonia Elizabeth,",Real Russians,1917,f,1901-1950,0.12361113768467302
mdp.39015025105563,"Bates, H. E. (Herbert Ernest),","Catherine Foster, | $c: by H. E. Bates.",1929,m,1901-1950,0.12382163445705574
uc2.ark:/13960/t9f47kq37,"Diver, Maud,",Lilamani,1911,f,1901-1950,0.12417524124630619
inu.32000007509773,"O'Flaherty, Liam,",Famine / | $c: by Liam O'Flaherty.,1937,m,1901-1950,0.12442696133356912
uc1.31822022095780,"Mathews, Basil,",The ships of peace. | $c: Rev. and edited by Joyce Reason,1947,m,1901-1950,0.12442696133356912
uc1.b4362879,"Monsarrat, Nicholas,","H. M. corvette, | $c: by Nicholas Monsarrat.",1942,m,1901-1950,0.12461528525070653
inu.32000005557949,"Childers, Erskine,",The riddle of the sands;,1913,u,1901-1950,0.12472808840919503
uc1.b4511952,"St. Johnston, Thomas Reginald.","A West Indian pepper-pot : | or, Thirteen ʻQuashie i̓n thirteen islands / | $c: by Sir Reginald St.-Johnston ... with coloured illustrations by Eva Wilkin.",1934,m,1901-1950,0.12472808840919503
uc1.$b803945,"Stock, Ralph,",The recipe for rubber,1912,m,1901-1950,0.12517787315506657
uc1.$b243901,"Pickthall, Marmaduke William,",The early hours.,1925,m,1901-1950,0.12534388270061547
uc2.ark:/13960/t3gx46m3s,"Hales, A. G.",M'Glusky,1922,m,1901-1950,0.1256488769819727
mdp.39015005698033,"O'Flaherty, Liam,","Famine,",1937,m,1901-1950,0.12566892509744987
mdp.39015014539830,"Masefield, John,","New chum, | $c: by John Masefield.",1944,m,1901-1950,0.1259224747931902
nyp.33433075748891,"Parker, Eric,",The sinner and the problem,1901,u,1901-1950,0.1259224747931903
mdp.39015063914017,"Doyle, Arthur Conan, Sir,","The tragedy of the Korosko, | $c: by Arthur Conan Doyle.",1927,m,1901-1950,0.1262025868380081
inu.39000004725425,"Franklin, Miles,","Back to Bool Bool; | a ramiparous novel with several prominent characters and a hantle of others disposed as the atolls of Oceania's archipelagoes, | $c: by Brent of Bin Bin.",1931,f,1901-1950,0.1262272599196761
uc1.$b307411,"Hilton, James,",Contango : | a novel / | $c: by James Hilton.,1932,m,1901-1950,0.12644651514429728
mdp.39015059435704,"Simpson, Bertram Lenox,",The human cobweb;,1910,m,1901-1950,0.12725182009063118
uc2.ark:/13960/t81j9bn0w,"Lyon, Thomas M.",More adventures in kilt and khaki,1917,m,1901-1950,0.1273930630284843
mdp.39015016868351,"Saurat, Denis,",Death and the dreamer / | $f: with drawings by Edward Bawden.,1946,m,1901-1950,0.1277898884253097
uc2.ark:/13960/t0vq2vj6z,"Dinga, Shway,",The repentance of destiny,1913,u,1901-1950,0.12784760848302978
mdp.39015063006624,"(Audrey Lillian), Barker, A. L.",Apology for a hero.,1950,u,1901-1950,0.12797445837732147
uc2.ark:/13960/t3ws8kx37,"Rolt-Wheeler, Ethel.",Behind the veil,1906,f,1901-1950,0.12848001955022348
mdp.39015063524923,"Castle, Agnes,",The star dreamer,1903,f,1901-1950,0.1288393440202199
njp.32101067301109,"Hamilton, Cosmo,",The infinite capacity,1910,m,1901-1950,0.12909760848302976
bc.ark:/13960/t5k93pm4z,"Nankivell, Joice M.",Ireland in travail,1922,u,1901-1950,0.12912573629581114
uc1.b4398236,"Veresaev, V. V. ",The sisters / | $c: by V. Veresaev ; translated from the Russian by Juliet Soskice.,1934,u,1901-1950,0.1292664480414043
uc1.$b242729,"Masefield, John,","New chum, | $c: by John Masefield.",1944,m,1901-1950,0.12931613995156122
uc2.ark:/13960/t8pc3352k,"Patterson, J. E.",The passage of the barque Sappho,1919,m,1901-1950,0.12949586676680214
uc2.ark:/13960/t85h7cv5j,"Phillips, Forbes Alexander,",War and the weird,1916,m,1901-1950,0.12966579030121161
uc1.$b244485,"Richardson, Henry Handel, pseud.",Maurice Guest.,1931,m,1901-1950,0.12997926992503606
umn.31951001560752n,"Lee, James S","The underworld of the East; | being eighteen years' actual experiences of the underworlds, drug haunts and jungles of India, China and the Malay archipelago, | $c: by James S. Lee.",1935,m,1901-1950,0.13007667884769336
uc1.$b254025,"Haworth, Peter,","Rumours and hoaxes; | classic tales of fraud and deception, | $c: collected and arranged with an introduction by Peter Haworth.",1928,m,1901-1950,0.13012415546545908
njp.32101072852633,"Mason, Eugene,",Old-world love stories,1913,m,1901-1950,0.13026191548750066
uc2.ark:/13960/t3125wc06,"Rodziewiczówna, Maria,",Distaff,1901,f,1901-1950,0.1303500522757961
uc1.b3331998,"Thackeray, William Makepeace,",Burlesques,1903,m,1901-1950,0.13041854073549064
umn.31951002058908b,"Standish, Robert.",The gulf of time / | $c: Robert Standish [i.e. D.G. Gerahty].,1947,m,1901-1950,0.13079542989238968
njp.32101074257377,"Graham, Stephen,",A vagabond in the Caucasus,1915,m,1901-1950,0.13096449159991297
uc1.b3810837,"Buchan, John,",The path of the king / | $c: John Buchan.,1923,m,1901-1950,0.13114912118680422
mdp.39015014539822,"Masefield, John,","New chum, | $c: by John Masefield.",1947,m,1901-1950,0.13122189185731314
uc1.$b76936,"Masters, David,","Divers in deep sea; | more romances of salvage, | $c: by David Masters.",1938,m,1901-1950,0.13145289208831334
uc2.ark:/13960/t0zp3zk92,"Kenyon, C. Fred",Tales of a cruel country,1919,m,1901-1950,0.13166135571141113
inu.39000001323786,"Dark, Eleanor,",Storm of time / | $c: by Eleanor Dark.,1949,f,1901-1950,0.1316841078046037
uc1.b4097359,"Firbank, Ronald,",The works of Ronald Firbank.,1929,m,1901-1950,0.13193851757393893
mdp.39015062318186,"Simpson, Bertram Lenox,",The unknown God,1911,m,1901-1950,0.13202269265811395
uc1.b3548210,"Conrad, Joseph,",Tales of hearsay. | $c: With a preface by R. B. Cunninghame Graham.,1925,m,1901-1950,0.1321802970710375
nyp.33433074945837,"Clegg, Thomas Bailey.",The love child,1906,m,1901-1950,0.1321802970710375
mdp.39015063514528,"Hope, Anthony,","The heart of Princess Osra, | $c: by Anthony Hope [pseud.]",1925,m,1901-1950,0.1325817422737674
mdp.39015011596718,"Malory, Thomas, Sir,","The noble tale of the Sangreal, | $c: by Sir Thomas Malory.",1923,m,1901-1950,0.13290153760475554
mdp.39015048901006,"Mackenzie, Compton, Sir,","The south wind of love; | being book two of ""The four winds of love"", | $c: by Compton Mackenzie.",1937,m,1901-1950,0.1329280103147007
inu.39000001789259,"Frankau, Gilbert,",World without end : | a novel / | $c: by Gilbert Frankau.,1943,m,1901-1950,0.1329419890428042
uc2.ark:/13960/t88g8sg5j,"Hall, Stephen King,",The diary of a U-boat commander,1920,m,1901-1950,0.13316229379771516
mdp.39015025098750,"Mottram, R. H. (Ralph Hale),","The Spanish farm trilogy, 1914-1918.",1930,m,1901-1950,0.13332360038104007
wu.89092582881,"Bibesco, Marthe,",Prince imperial / | $c: Princess Marthe Bibesco ; translated by Roland Grant.,1949,u,1901-1950,0.13371836423330363
mdp.39015051363185,"Pyke, Geoffrey.",To Ruhleben--and back;,1916,u,1901-1950,0.13397201039690543
uc1.$b807353,"Corkery, Daniel,",The stormy hills / | $c: by Daniel Corkery.,1929,m,1901-1950,0.13416876396306376
wu.89092549310,"Birmingham, George A.,",A public scandal and other stories,1922,m,1901-1950,0.134779426664848
uc2.ark:/13960/t5n873r31,"Pickthall, Marmaduke William,",Veiled women,1913,m,1901-1950,0.1348254954609167
uc2.ark:/13960/t2r49jd7b,"Gibbon, Perceval,",The second-class passenger and other stories,1913,m,1901-1950,0.13488037267315445
uc1.$b312489,"Shelby, Gertrude Mathews,","Po'buckra | $c: [by] Gertrude Mathews Shelby, Samuel Gaillard Stoney.",1931,f,1901-1950,0.13504612425297413
uiug.30112052905566,"Richards, Grant,",Caviare / | $c: by Grant Richards.,1912,m,1901-1950,0.13531076876414527
uc1.$b243834,"Niall, Ian.","No resting place, | $c: by Ian Niall [pseud.]",1948,u,1901-1950,0.1357263963618176
uc2.ark:/13960/t1tf0197t,"Wenz, Paul.",Diary of a new chum,1908,m,1901-1950,0.1357263963618176
umn.31951002099754j,"Sir, Jones, L. E. (Lawrence Evelyn),","Jesus, discoverer and genius : | a reintroduction for modern youth / | $c: Lawrence Evelyn Jones.",1948,m,1901-1950,0.1357263963618176
uc1.$b244310,"Young, E. H. (Emily Hilda),",The vicar's daughter.,1947,f,1901-1950,0.1357263963618176
uc2.ark:/13960/t45q4tq9w,"Ransome, Arthur,",The soldier and death,1920,m,1901-1950,0.1357263963618176
mdp.39015070470094,"Mitchell, William,","The quality of life, | $c: by Sir W. Mitchell.",1935,m,1901-1950,0.1357263963618176
inu.32000005689981,"Housman, Laurence,","What next? | Provocative tales of faith and morals, | $c: by Laurence Housman.",1938,m,1901-1950,0.1357263963618177
uc2.ark:/13960/t7tm7c74n,"Sologub, Fyodor,","The old house, and other tales",1915,u,1901-1950,0.1357263963618177
mdp.39015041200190,Plotinus.,Plotinus. | $c: [Translated from the Greek by Stephen Mackenna.,1917,u,1901-1950,0.1357263963618177
uc1.$b244876,"Simpson, Helen,","Saraband for dead lovers, | $c: by Helen Simpson.",1935,f,1901-1950,0.1357263963618177
mdp.39015063511193,"Burr, Jane,",The passionate spectator,1920,f,1901-1950,0.1357263963618177
mdp.39015030716842,"(Henry Major), Tomlinson, H. M.","Old junk,",1918,m,1901-1950,0.1357263963618177
inu.30000070191683,"Macgowan, J.",Chinese folk-lore tales,1910,u,1901-1950,0.1357263963618177
wu.89052496320,"Ball, Richard,",Broncho / | $c: by Richard Ball.,1930,m,1901-1950,0.1357263963618177
inu.39000005764688,"O'Donnell, Elliott,",Fatal kisses | (in history and tradition) | $c: by Elliott O'Donnell.,1929,m,1901-1950,0.1364356162199738
uc1.$b744312,"Tierce, Antoinette,","Between two fires, | $c: by Antoinette Tierce; being a true account of how the author sheltered four escaped British prisoners of war in her house in Lille during the German occupation of that city.  Now published for the first time.  Translated by J. Lewis May.  With nineteen illustrations.",1931,f,1901-1950,0.13667877731419864
uc2.ark:/13960/t6ww7b205,"Richardson, Henry Handel,",Maurice Guest,1908,m,1901-1950,0.13713882574034875
mdp.39015003471052,"Manning, Frederic.","Her privates, we, | $c: by Private 19022.",1930,m,1901-1950,0.13725544834958525
uc2.ark:/13960/t01z46j2w,"Dane, Clemence.",Legend,1919,f,1901-1950,0.13725544834958525
uc1.$b244874,"Sansom, William,",The passionate North / | $c: by William Sansom. -,1950,m,1901-1950,0.1377589166870209
mdp.39015063760287,"Stevenson, George,",Jenny Cartwright,1914,m,1901-1950,0.13789089852631986
mdp.39015012979574,"Holme, Constance.","Crump folk going home, | $c: by Constance Holme.",1934,f,1901-1950,0.13821395855087237
uc1.b4084614,"Feuchtwanger, Lion,",Little tales / | $c: by Lion Feuchtwanger.,1935,m,1901-1950,0.1384586367989762
uc1.$b243574,"O'Flaherty, Liam,",Shame the devil / | $c: Liam O'Flaherty.,1934,m,1901-1950,0.1385376413417374
wu.89100103373,"La Barre, Georges.",Captive of the kaiser in Belgium (with the fall of Namur),1914,u,1901-1950,0.1391277569060354
mdp.39015063885001,"Jones, Henry Festing,","Castellinaria, and other Sicilian diversions",1911,m,1901-1950,0.13916009947856356
mdp.39015016926449,,Horizon stories / | $c: chosen by Cyril Connolly.,1943,u,1901-1950,0.13943010006552137
mdp.39015063972619,"Somerville, E. Œ.",An Irish cousin,1903,f,1901-1950,0.13943010006552137
mdp.39015063945086,"Miers, Earl Schenck,","Valley in arms, | a novel of the settlement of Connecticut.",1946,m,1901-1950,0.13993818938227487
nyp.33433082446075,"Elkington, E. Way (Ernest Way),",Adrift in New Zealand,1906,m,1901-1950,0.1400219290078658
coo.31924026460893,Achilles Tatius.,"The loves of Clitophon and Leucippe, | $c: translated from the Greek of Achilles Tatius by William Burton; reprinted for the first time from a copy now unique printed by Thomas Creede in 1597.",1923,u,1901-1950,0.1406283571461313
mdp.39015000513641,"Binder, Pearl.",Russian families / | $c: by Pearl Binder ; with forty-seven drawings by the author.,1942,f,1901-1950,0.1406283571461313
uc1.$b302073,"Mottram, R. H. (Ralph Hale),","The crime at Vanderlynden's, | $c: by R. H. Mottram.",1926,m,1901-1950,0.14062835714613142
mdp.39015030749249,"Hahn, Emily,","Steps of the sun, | $c: by Emily Hahn.",1945,f,1901-1950,0.14073892769013852
mdp.39015059403850,"Eldershaw, M. Barnard, pseud.",A house is built.,1929,m,1901-1950,0.14085460149002282
uc2.ark:/13960/t3cz33x05,"Ker, David,",Under the flag of France,1908,m,1901-1950,0.14089224736779915
uc1.$b33501,"Todd, W. Hogarth.","Tiger, tiger, with a foreword | $c: by Ian Hay.",1927,u,1901-1950,0.14147352279859926
uc2.ark:/13960/t6348j96b,"Scott, P. E. S.",The eternal triangle,1915,f,1901-1950,0.14167877731419865
wu.89089995351,"Kellett, E. E. (Ernest Edward),","The Northern saga, | $c: by E. E. Kellett",1929,m,1901-1950,0.14196525554185335
mdp.39015026244684,"Carmichael, Amy,",Lotus buds,1909,f,1901-1950,0.14196525554185335
uc2.ark:/13960/t42r3tt8s,"Sladen, Douglas Brooke Wheelton,",The tragedy of the pyramids;,1909,m,1901-1950,0.14243231719924
uc2.ark:/13960/t12n51664,"O'Riordan, Conal,",Adam and Caroline ;,1921,u,1901-1950,0.14291030440779462
mdp.39015000540248,"Palmer, Vance,",The passage / | $c: by Vance Palmer.,1930,m,1901-1950,0.14345266567749093
uc1.$b266661,"Gibbon, Perceval,","The adventures of Miss Gregory, | $c: by Perceval Gibbon.",1925,m,1901-1950,0.14425352814476344
uc1.b3332177,"Finnemore, John,",The lone patrol,1910,m,1901-1950,0.14449832618637903
mdp.39015012058767,"Pickthall, Marmaduke William,","Oriental encounters, Palestine and Syria (1894-5-6);",1919,m,1901-1950,0.14491274806785448
nyp.33433068288590,"Hinkley, Edyth.",A struggle for a soul,1906,f,1901-1950,0.1449856556210769
nyp.33433074868955,"Hyatt, Stanley Portal,",The end of the road,1909,m,1901-1950,0.1452502058856272
uc1.b4567288,"Divine, A. D. (Arthur Durham),","The wake of the raiders : | the exploits and the failure of the pocket battleships, and a consecutive account of events at sea / | $c: A.D. Divine.",1940,m,1901-1950,0.14571103537871477
uc2.ark:/13960/t9c53j310,"Cullum, Ridgwell,",The devil's keg;,1903,m,1901-1950,0.145766557004388
uc2.ark:/13960/t0xp6wq3z,"Macdonald, Robert M.","The pearl lagoons, or, the lost chief",1915,m,1901-1950,0.14579351045577738
uc2.ark:/13960/t7gq6tz6z,"Buckley, William,",Croppies lie down,1903,m,1901-1950,0.14605883122255436
mdp.39015037403378,"Bryher,",West.,1925,u,1901-1950,0.14605883122255447
mdp.39015019985244,"Bates, H. E. (Herbert Ernest),","How sleep the brave, | and other stories, | $c: by Flying officer ""X"" [pseud.]",1943,m,1901-1950,0.14614306302848434
inu.32000010020685,"Wyatt, Horace,",Malice in Kulturland,1914,m,1901-1950,0.14614306302848434
mdp.39015008386784,"O'Flaherty, Liam,",The house of gold / | $c: by Liam O'Flaherty.,1929,m,1901-1950,0.14614306302848434
uc1.b4083252,"Wells, H. G. (Herbert George),","The Camford visitation, | $c: by H. G. Wells.",1937,m,1901-1950,0.14614306302848434
mdp.39015002757121,"Sansom, William,","Something terrible, something lovely.",1948,m,1901-1950,0.14683750747292879
uc2.ark:/13960/t5t729m0k,"Scott, P. E. S.",Souls in pawn,1913,f,1901-1950,0.14698765762307897
inu.32000006722955,"Buchanan, Meriel,","Petrograd, the city of trouble, 1914-1918",1918,u,1901-1950,0.1470532572032417
uc2.ark:/13960/t23b60m40,"Boxwallah,",The Leopard's leap,1919,u,1901-1950,0.14727755147732924
uc2.ark:/13960/t3kw5dm2r,"Hunt, Bampton.",Folk tales of Breffny,1912,u,1901-1950,0.1474634855636956
loc.ark:/13960/t0sq8z82b,"Snider, C. H. J.",In the wake of the eighteen-twelvers;,1913,u,1901-1950,0.1474634855636956
uc1.$b236245,"Brent of Bin Bin, pseud.","Up the country; | a tale of the early Australian squattocracy, | $c: by Brent of Bin Bin. 2d. impression.",1928,u,1901-1950,0.1474634855636956
uc2.ark:/13960/t72v2rk89,"Hawke, Jonathan.",Under the street lamp,1910,m,1901-1950,0.14775388777075238
mdp.39015060459255,,'Blackwood' tales from the outposts ...,1932,u,1901-1950,0.1478306794158214
mdp.39015016915939,"Borden, Mary.","The forbidden zone, | $c: by Mary Borden.",1929,f,1901-1950,0.1485469091823305
uc1.31822038203709,"Powell-Anderson, Constance.",The courting of the widow Malone,1922,f,1901-1950,0.1485469091823305
inu.30000118601123,"Paxton, Peter.","Bush & billabong; | Australian tales of long ago, | $c: by Peter Paxton, with a foreword by the Hon. Sir A. Louis Bussau.",1945,m,1901-1950,0.1485469091823305
uc1.$b513048,"Reynolds, Henry.",Spanish waters / | $c: by Henry Reynolds.,1924,m,1901-1950,0.1485469091823305
uc1.$b556319,"Hendry, Frank Coutts.","Around the Horn and home again, | and other tales, | $c: by Shalimar (F.C. Hendry) ...",1929,m,1901-1950,0.1485469091823306
uc2.ark:/13960/t9n29t025,"Austin, F. Britten",Battlewrack,1917,u,1901-1950,0.14952682099026782
mdp.39015063972528,"Barr, Dennis.","A dock brief, | a novel | $c: by Dennis Barr.",1932,m,1901-1950,0.15034627940275336
uc1.$b299647,"Barns, Thomas Alexander,","Tales of the ivory trade, | $c: by T. Alexander Barns.",1923,m,1901-1950,0.1506689250974499
inu.30000116406277,"Hole, Christina.",Wonder tales of the British Empire / | $c: retold by Christina Hole ; with a foreword by Arthur Bryant.,1934,f,1901-1950,0.15070766977005734
uiug.30112041406031,"Bindloss, Harold,",Hawtrey's deputy / | $c: by Harold Bindloss.,1912,m,1901-1950,0.15073429525597248
mdp.39015033351175,"Meyrink, Gustav,",The Golem / | $c: Gustav Meyrink ; translated by Madge Pemberton.,1928,m,1901-1950,0.15087791151333274
uc1.32106001601159,"Gorky, Maksim,","The outcasts, and other stories",1905,m,1901-1950,0.15087791151333285
mdp.39015024573860,"Körmendi, Ferenc,",Escape to life / | $c: by Ferenc Körmendi ; [translated from the Hungarian by E. I. Holt and M. L. Elting],1933,u,1901-1950,0.15093320901388585
uc1.b3295239,"Thompson, Edward John,",Burmese silver.,1944,m,1901-1950,0.15095703169689167
uc1.b3630362,"Holmes, John Henry.","Way back in Papua, | $c: by J. H. Holmes.",1926,m,1901-1950,0.15123027233080988
uc1.b3548208,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,1901-1950,0.15123027233080988
uc2.ark:/13960/t70v8k70j,"Matthews, Caroline Twigge,",Experiences of a woman doctor in Serbia,1916,f,1901-1950,0.15135967670098038
mdp.39015033161558,"Bordeaux, Henry,",A mind awakened,1915,m,1901-1950,0.15166842534732494
uc1.$b301152,"Lister, Stephen.",Peace comes to Sainte Monique / | $c: by Stephen Lister.,1947,m,1901-1950,0.15167535967920198
uc2.ark:/13960/t02z1d52m,"Newland, Simpson,",Paving the way,1912,m,1901-1950,0.1521339956709714
inu.39000005784777,"Erben, E. J.",Fire bird and other selected Czech folk and fairy stories / | $c: Retold by E. J. Erben ; translated from the original Czech by Dora Round ; introduced by Jan Masaryk ; illus. by Emil Weiss.,1943,u,1901-1950,0.15239306302848432
nyp.33433082345384,"Hall, Alice Marples.","The one strand river, and other fairy tales",1903,u,1901-1950,0.15239306302848432
mdp.39015059774839,"Glyn, Elinor,",Man and maid,1922,f,1901-1950,0.15239306302848443
uc1.b3144887,"Cable, Boyd.",The old contemptibles,1919,m,1901-1950,0.15239306302848443
uc1.$b242922,"Gibbs, Philip,","Little novels of nowadays, | $c: by Philip Gibbs.",1924,m,1901-1950,0.15262562116801925
mdp.39015067084593,"Service, Robert W.",The pretender,1915,m,1901-1950,0.15271153436606388
mdp.49015000998790,"London, Jack,","Love of life, | and other stories | $c: by Jack London. Introduction by George Orwell.",1946,m,1901-1950,0.152758026532134
uc2.ark:/13960/t4xg9rh7q,"Maturin, Edith (Money)",Petticoat pilgrims on trek,1909,f,1901-1950,0.15278676381588596
inu.32000002650176,"Neureuther, Karl.","U-boat stories; | narratives of German U-boat sailors, | $c: edited by Karl Neureuther and Claus Bergen; and with eight illustrations in colour, and thirty-four in black-and-white after drawings by Claus Bergen; translated by Eric Sutton.",1931,m,1901-1950,0.15282041345583486
mdp.39015005476174,"Pollard, Samuel,",Tight corners in China,1910,m,1901-1950,0.1528603527481105
uc1.$b298836,"Gregory, Alyse,",King Log and Lady Lea / | $c: by Alyse Gregory.,1929,f,1901-1950,0.15296777567216246
uc1.$b675646,"Garnett, Edward,",Papa's war & other satires / | $c: by Edward Garnett.,1923,m,1901-1950,0.15308750747292876
uc2.ark:/13960/t2k64d944,"Young, Francis Brett,",The crescent moon,1918,m,1901-1950,0.15313933168520077
mdp.39015000638307,"Le Butt, Paul.",We too can die; | tales of the Chindits.,1947,m,1901-1950,0.1534568928157184
mdp.39015066058713,"Plomer, William,",Four countries.,1949,m,1901-1950,0.15352574911262673
uc2.ark:/13960/t8pc2wd6s,"Wylie, I. A. R.",Tristram sahib,1916,f,1901-1950,0.15360413569284415
mdp.39015060459206,,'Blackwood' tales from the outposts ...,1932,u,1901-1950,0.15382163445705577
mdp.39015063947603,"O'Riordan, Conal O'Connell,",Adam of Dublin;,1920,m,1901-1950,0.15385194897012888
mdp.39015008482690,"Hergesheimer, Joseph,","The three black Pennies, | $c: by Joseph Hergesheimer.",1930,m,1901-1950,0.15387821154333592
mdp.39015060799403,,"The Queen's awards, 1946 : | the winners of the first annual detective short-story contest sponsored by Ellery Queen's Mystery Magazine / | $c: edited by Ellery Queen.",1948,u,1901-1950,0.15449019327130997
mdp.39015063539012,"Hope, Anthony,",Phroso ... | $c: by Anthony Hope [pseud.],1925,m,1901-1950,0.15450573908482235
inu.30000111060913,"Joyce, James,",Ulysses / | $c: James Joyce.,1937,m,1901-1950,0.15461687938429503
uc2.ark:/13960/t7xk86w9g,"Bailey, Florence M.",Outcasts of the East,1905,f,1901-1950,0.15466579030121164
uc2.ark:/13960/t6rx95r8s,"Graham, Stephen,",Undiscovered Russia,1912,m,1901-1950,0.15468847221012105
mdp.39015063979374,"[Simpson, Bertram Lenox]",The forbidden boundary,1908,m,1901-1950,0.1547915870137242
