htid,author,title,year,authgender,female_category,transit
uc1.$b602114,"Krymov, Vl. (Vladimir),",Out for a million; | $c: translated from the Russian by Malcolm Burr.,1935,u,high_male,63.24277319560463
nyp.33433074868955,"Hyatt, Stanley Portal,",The end of the road,1909,m,mixed,63.23110970597534
uc1.$b312410,"Rodker, John,",Memoirs of other fronts.,1932,m,high_female,63.19991129837011
nyp.33433075749592,"Payn, James,","People, places and things",1865,m,,63.19757140761305
umn.31951002074823r,"Creighton, Basil.","The leaden cupid, or, The egoist revisited.",1950,m,high_female,63.18687518335477
mdp.39015012412030,"McEwan, Ian.",The child in time / | $c: Ian McEwan.,1987,m,,63.17969963749353
uc1.$b389713,"Davies, Rhys,",Nobody answered the bell.,1971,m,high_female,63.15359325371028
mdp.39015001048407,"Bail, Murray,",Homesickness / | $c: Murray Bail.,1980,m,,63.14114916891487
nyp.33433074870084,"Holt, Thomas Littleton,","John Horsleydown; or, The confessions of a thief",1860,m,high_male,63.10813291720213
inu.39000013386888,"Roa Bastos, Augusto Antonio.","Son of man, | $c: by Augusto Roa Bastos. Translated by Rachel Caffyn.",1965,m,high_male,63.08180175265114
uc1.$b322847,"Boden, Frederick C.","Flo; | a novel, | $c: by F. C. Boden.",1933,m,,63.03509267099445
uc1.b3862769,"Coward, Noel,",Collected short stories.,1962,m,high_female,63.002687775954314
uiuo.ark:/13960/t1bk1r841,"De Fonblanque, Albany,",Bad luck,1877,m,mixed,63.00204756654591
mdp.39015025221246,"Crace, Jim.",Arcadia / | $c: Jim Crace.,1992,m,,62.98868723177317
mdp.49015000947144,"Coward, Noel,",The collected short stories of Noël Coward.,1969,m,high_female,62.985086756877564
uc1.32106007964650,"Highsmith, Patricia,",Found in the street / | $c: Patricia Highsmith.,1986,f,,62.92453895674341
uc1.b3845908,"Jacobsen, Ernst Ludwig Harthern,","Man into woman; | an authentic record of a change of sex. The true story of the miraculous transformation of the Danish painter, Einar Wegener (Andreas Sparre) | $c: edited by Niels Hoyer [pseud.] Translated from the German by H. J. Stenning; introduction by Norman Haire.",1933,m,high_female,62.82672862409464
mdp.39015002994393,"Codrington, Kenneth de Burgh.",Cricket in the grass / | $c: Kenneth de Burgh Codrington.,1959,m,,62.82118618757788
mdp.39015003928952,"Gerhardie, William Alexander,",Futility;,1922,m,,62.80442701427754
inu.39000001136287,"Abbey, Edward,",Fire on the mountain / | $c: Edward Abbey.,1963,m,high_male,62.79829188646069
mdp.39015050937476,"Sladen, Douglas Brooke Wheelton,",His German wife;,1915,m,high_female,62.790405626020345
mdp.39015030011822,"Högstrand, Olle E.,",On the prime minister's account / | $c: Olle E. Högstrand ; translated by Elina Levy.,1972,u,,62.7792754533033
mdp.39015013949824,"Meek, James,",McFarlane boils the sea / | $c: James Meek.,1989,m,,62.71391823805778
mdp.39015073951629,"Grant, Linda,",The clothes on their backs / | $c: Linda Grant.,2008,f,,62.70960002181204
uc1.$b252097,"Hignett, Sean.",A picture to hang on the wall.,1966,m,mixed,62.69220668095597
mdp.39015003687004,"Freeborn, Richard.",The emigration of Sergey Ivanovich.,1963,m,high_male,62.67234895963901
uc2.ark:/13960/t3vt1rf0z,"Mayhew, Henry,",1851,1851,m,high_female,62.65365468302018
uc1.$b244476,"Rice, Elmer,",A voyage to Purilia / | $c: by Elmer Rice.,1930,m,mixed,62.640585404743604
uc1.b4376308,,The book of masks : | stories / | $c: by Hwang Sun-won ; edited with an introduction by Martin Holman.,1989,u,high_male,62.637548671068224
mdp.39015051123217,"Meredith, Christopher,",Shifts / | $c: Christopher Meredith.,1988,m,,62.60550704870932
nyp.33433074902523,"Macrae, David,","Dunvarlich; or, Round about the bush",1865,m,mixed,62.58575451941362
inu.32000002548420,"Scott, Paul,","The bender; | pictures from an exhibition of middle class portraits, a novel.",1963,m,mixed,62.57940947793602
mdp.39015068635419,"Pitcairn, Frank.",Reporter in Spain / | $c: Frank Pitcairn ; with introd. by Ralph Bates.,1936,m,high_male,62.57430698955009
mdp.39015053039205,"Beaven, Derek.",If the invader comes / | $c: Derek Beaven.,2001,m,mixed,62.56424006792689
mdp.39015053230218,"Urquhart, Fred,",A diver in China seas : | stories / | $c: by Fred Urquhart.,1980,m,high_female,62.54941994264336
uc1.$b120197,"Wilson, Carl Thomas David.","The half caste, | $c: by Carl T. D. Wilson.",1964,m,high_female,62.532886960367875
uc1.$b170811,"Bruce, Jean,",Short wave. | $c: Translated from the French by Lawrence Wilson.,1964,f,,62.51269789175927
mdp.39015062821890,"McCall Smith, Alexander,","One city / | $c: Alexander McCall Smith, Ian Rankin, Irvine Welsh ; with an introduction by J.K. Rowling ; foreword by Lesley Hinds.",2005,m,,62.50195318603706
uc1.$b244766,"Strong, L. A. G. (Leonard Alfred George),",The Hill of Howth.,1953,m,mixed,62.46963281738044
mdp.39015001770703,"Troyat, Henri,",The children / | $c: Henri Troyat ; translated from the French by Anthea Bell.,1983,m,,62.39081607187422
mdp.39015012970136,"Streatfeild, Noel.",Away from the vicarage.,1965,f,high_female,62.384800793988376
uc1.b3796991,"Bates, H. E. (Herbert Ernest),",A crown of wild myrtle / | $c: H. E. Bates.,1962,m,high_female,62.38303181534623
mdp.39015030855376,"Barstow, Stan,",A season with Eros; | short stories.,1971,m,,62.35935254724399
mdp.39015003635086,,Rediscovery : | 300 years of stories by and about women / | $c: edited by Betzy Dinesen.,1981,u,high_female,62.35730737123719
inu.30000044450660,"Mackay, Shena.",Collected short stories / | $c: Shena Mackay.,1994,f,,62.33747729134756
mdp.39015025113351,"Tindall, Gillian.",To the city / | $c: Gillian Tindall.,1987,f,,62.33700146301126
uiuo.ark:/13960/t0zp4nn1r,"Robinson, F. W.",No man's friend,1867,m,mixed,62.29685807150596
uc1.$b783616,"McFee, William,",Race / | $c: by William McFee.,1924,m,high_female,62.28481461616983
uiuo.ark:/13960/t09w0qm47,"Burke, Ulick Ralph,",Beating the air,1879,m,mixed,62.239773361377004
mdp.39015028872714,"Malouf, David,",Johnno / | $c: David Malouf.,1993,m,high_male,62.21669184961337
mdp.39015020703164,"graf, Tolstoy, Aleksey Nikolayevich,","Darkness and dawn,",1935,m,mixed,62.167777898311876
mdp.39015064747416,"Dalos, György.",The circumcision / | $c: György Dalos ; translated by Judith Sollosy.,2006,u,mixed,62.152745079574345
mdp.39015032449772,,Dancing on diamonds : | poetry and short stories by young writers.,1993,u,high_female,62.085416462438324
uc1.32106012494560,"Freud, Esther",The wild / | $c: Esther Freud,2000,f,mixed,62.08162383934356
mdp.39015018936289,"Mawer, Simon",Chimera / | $c: by Simon Mawer.,1989,m,,62.07787048073103
mdp.39015002704842,"(John Dick), Scott, J. D.","The way to glory : | or, The last night of the holidays, a love story / | $c: J. D. Scott.",1952,m,mixed,62.07324643078833
wu.89070237797,"Arjouni, Jakob.",Magic Hoffman / | $c: Jakob Arjouni ; translated by Geoffrey Mulligan.,1998,m,high_male,62.070101212267076
mdp.39015063536109,"Collins, Mortimer,",[Works,1883,m,mixed,62.04624684171811
uc1.b4379991,"Soriano, Osvaldo.",Winter quarters : | a novel of Argentina / | $c: Osvaldo Soriano ; translated by Nick Caistor.,1989,m,mixed,62.024809923969585
uc1.b3346626,"Chitty, Thomas,","Happy as Larry, | $c: [by] Thomas Hinde [pseud.]",1957,m,high_male,62.0047597771476
mdp.39015079326008,"Barker, Dennis,",The clients of Miss May / | $c: Dennis Barker.,2008,m,mixed,62.00317965023847
inu.30000045098336,,The Time Out book of London short stories / | $c: edited by Maria Lexton.,1993,u,high_female,61.982937474711825
inu.30000092835010,"Fowler, Christopher.",Demonized : | short stories / | $c: by Christopher Fowler.,2003,m,,61.972186042603255
mdp.49015000487372,"Gibbs, Arthur Hamilton,",The compleat Oxford man,1911,m,,61.93228736581338
inu.30000027384795,,The Omnibus of 20th century ghost stories / | $c: edited by Robert Phillips.,1992,u,,61.902182647151605
uc1.32106017713444,"Druzhnikov, I͡Uriĭ,",Passport to yesterday : | a novel in eleven stories / | $c: Yuri Druzhinikov ; translated from the Russian by Thomas Moore,2004,u,high_male,61.89950749522297
mdp.39015060621565,"Donovan, Gerard,",Doctor Salt / | $c: Gerard Donovan.,2005,m,high_male,61.88855299802432
uc1.$b307411,"Hilton, James,",Contango : | a novel / | $c: by James Hilton.,1932,m,mixed,61.854275193536225
uc1.32106007731786,"Naipaul, V. S. (Vidiadhar Surajprasad),",The enigma of arrival : | a novel in five sections / | $c: V.S. Naipaul.,1987,m,mixed,61.84252470513229
mdp.39015060400457,"O'Grady, Timothy.",Light / | $c: Timothy O'Grady.,2004,m,,61.83208466873461
uc1.$b783980,"Gibbon, Monk,",Mount Ida.,1948,u,,61.79726350104309
mdp.39015019871766,"Berger, John.",Lilac and flag : | an old wives' tale of a city / | $c: John Berger.,1991,m,,61.74109899156205
uc1.$b301165,"Leslie, Shane,",The Cantab / | $c: Shane Leslie.,1926,u,mixed,61.69781159731895
inu.30000087913871,,Shakespeare in Havana / [Virgil Suarez ... et al.],2001,u,,61.62243056472556
mdp.39015062852390,"McCall Smith, Alexander,",Espresso tales : | the latest from 44 Scotland Street / | $c: Alexander McCall Smith ; illustrated by Ian McIntosh.,2005,m,,61.62180463856441
mdp.39015000607021,"Orwell, George,","Keep the aspidistra flying,",1936,m,,61.601448107887826
uc2.ark:/13960/t14m93151,"Wallace, Edgar,",The book of all power,1920,m,,61.600311243677865
mdp.39015005105880,"Wain, John.",Young shoulders / | $c: John Wain.,1982,m,mixed,61.59085556944369
mdp.39015000568033,"Frayn, Michael.",The Russian interpreter.,1966,m,,61.57454918633631
mdp.39015011597997,"Bowen, Elizabeth,","The demon lover, | and other stories | $c: by Elizabeth Bowen.",1947,f,high_female,61.57240530035789
mdp.39015002652405,"Bradbury, Malcolm,",Who do you think you are? : | Stories and parodies / | $c: by Malcolm Bradbury.,1976,m,mixed,61.56966426424251
uiuo.ark:/13960/t9j398q5t,"McCarthy, Justin H.",The Waterdale neighbours,1867,m,mixed,61.56297530238285
uc1.$b105769,"Mackenzie, Compton, Sir,",Carnival.,1951,m,high_female,61.54705176931911
uc1.b3810794,"Boyd, Martin,",Outbreak of Love.,1957,m,high_female,61.54414253623411
uc1.32106016999176,"Lott, Tim",White city blue / | $c: Tim Lott,1999,m,,61.53895982963425
wu.89095839767,"Droste, Chris B.",Till better days / | $c: by Ch. B. Droste.,1945,m,high_male,61.53292011226006
uc1.32106009000859,"Okri, Ben.",Stars of the new curfew / | $c: Ben Okri.,1988,m,,61.485044667076565
mdp.39015080815882,"Green, Hilary,",The final act / | $c: Hilary Green.,2009,f,mixed,61.472623994420175
uc1.32106005670069,"Perera, Padma.",Birthday deathday : | and other stories / | $c: Padma Perera.,1985,u,,61.470080620374965
mdp.39015003928887,"Gerhardie, William Alexander,",Works.,1970,m,,61.407916038631164
uc1.$b243187,"Herbert, A. P. (Alan Patrick), Sir,","The house by the river, | $c: by A.P. Herbert.",1931,m,mixed,61.37752515144237
mdp.39015066843254,"Keneally, Thomas.",The widow and her hero / | $c: Thomas Keneally.,2007,m,,61.32112967147773
uc1.b4076279,"Langstaff,","Diary of a driver, | $c: by Langstaff, illustrated by the author.",1943,u,high_male,61.31625562065677
mdp.39015011712638,"Mauriac, François,",The lamb (L'agneau) / | $c: Translated by Gerard Hopkins.,1955,m,,61.30544536602957
uc2.ark:/13960/t9w090v4w,"Gibbs, A. Hamilton",The compleat Oxford man,1911,m,,61.25949522175937
uc1.$b245247,"(Henry Major), Tomlinson, H. M.",All our yesterdays /,1930,m,high_male,61.2049208756384
mdp.39015011542118,"Keery, Sam,",The streets of Laredo.,1986,m,high_male,61.19374882319714
mdp.39015024907951,"Sillitoe, Alan.",Leonard's war : | a love story / | $c: Alan Sillitoe.,1991,m,,61.17509375748065
mdp.39015049971420,"Johnson-Davies, Denys.",Fate of a prisoner and other stories / | $c: Denys Johnson-Davies.,1999,f,high_male,61.171432940816636
mdp.39015065677034,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,61.16933864076252
uc1.b3477433,"Crisp, Quentin.",Love made easy / | $c: Quentin Crisp.,1977,m,,61.13795483680111
uc1.b3468423,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,61.11911842513364
uc2.ark:/13960/t15m6438z,"Turner, Ethel,",The story of a baby,1896,f,mixed,61.08146338327011
uc2.ark:/13960/t9r20z34n,"Smart, Hawley,",At fault,1883,m,,61.07802717972209
uc2.ark:/13960/t72v2dt7t,"Grier, Sydney C.,",The power of the keys,1910,m,high_female,61.07199310245725
uc1.32106011414148,"Simenon, Georges,",Maigret afraid / | $c: Georges Simenon ; translated from the French by Margaret Duff,1965,m,high_male,61.03375929811177
inu.30000115723680,,Vision : | an anthology of winning stories from the 2007 University of Hertfordshire Writing Award.,2007,u,,61.03320496984669
uc1.$b244329,"Williamson, Henry,",A test to destruction / | $c: Henry Williamson.,1960,m,,61.030720348853464
uc1.$b119533,"Frankau, Pamela,","Colonel Blessington; | $c: edited, [completed] and with an introduction by Diana Raymond.",1968,f,high_female,61.01802472450362
mdp.39015059704976,"Cochrane, Louise.",Social work for Jill.,1954,f,high_female,60.961980045111865
mdp.39015057606405,"Liddle, Rod.",Too beautiful for you / | $c: Rod Liddle.,2003,m,,60.9600656151979
uc1.$b105363,"Stucley, Elizabeth Florence,",Teddy boys' picnic.,1958,f,high_male,60.952272952783254
mdp.39015056468906,"Hong, Ying,",K : | the art of love / | $c: Hong Ying ; translated by Nicky Harman & Henry Zhao.,2002,u,high_male,60.95188691479704
uc1.b4351916,"Shishkov, V. I͡A. (Vi͡acheslav I͡Akovlevich),","Children of darkness, | $c: by V. Shishkov.",1931,u,,60.90220239359819
mdp.39015046800887,"Pym, Barbara.",The sweet dove died / Barbara Pym.,1978,f,,60.88670266459438
mdp.39015030709813,"Newby, P. H. (Percy Howard),",Mariner dances : | a novel / | $c: by P.H. Newby.,1948,m,high_female,60.866222450025624
mdp.39015071561669,"Macdonald, Ross,",The dark tunnel / | $c: Ross Macdonald.,1972,m,,60.85597070519479
uc1.$b299594,"Armstrong, Martin Donisthorpe,",The sleeping fury.,1929,m,,60.81854607899256
umn.31951002092177u,"Walsh, J. M. (James Morgan),",King's messenger.,1933,m,high_male,60.788953778684785
uiuo.ark:/13960/t86h57b47,"Wood, Henry,",Johnny Ludlow,1874,f,,60.76057948913458
inu.30000039954809,"Bold, Alan Norman,",East is west : | a novel / | $c: Alan Bold.,1991,m,mixed,60.700404343016025
inu.30000126983992,"Forsyth, Neil.",Let them come through / | $c: Neil Forsyth.,2009,m,high_male,60.699079975373515
mdp.39015043089377,"Faber, Michel.",Some rain must fall / | $c: Michel Faber.,1998,m,high_female,60.69802731411229
mdp.39015066053508,"Bowles, Paul,",A little stone; | stories.,1950,m,mixed,60.67522861559353
mdp.39015001064651,"Ribnikar, Jara.",I and you and she / | $c: Jara Ribnikar ; translated by Eva Tucker.,1972,u,mixed,60.61786928189474
inu.32000009191729,"Barry, Paul.",Unwilling to school.,1961,m,,60.584461867426946
uc1.32106018939691,"Vlautin, Willy",The motel life : | a novel / | $c: Willy Vlautin,2006,m,,60.544904137235115
uc1.b3295251,"Weidman, Jerome,","Where the sun never sets, | and other stories.",1964,m,high_female,60.537684708731184
mdp.39015042925258,"Tabucchi, Antonio,",The missing head of Damasceno Monteiro / | $c: Antonio Tabucchi ; translated from the Italian by J.C. Patrick.,2000,m,high_male,60.53461624239335
mdp.39015061210343,"Tucker, Eva.",Berlin mosaic : | a family chronicle / | $c: by Eva Tucker.,2005,f,,60.52674627842303
uc1.b4089239,"Newby, P. H. (Percy Howard),",The Barbary light.,1962,m,mixed,60.503620613487506
mdp.39015002987488,"Baker, Sarah S.",The children of the plains;,1865,f,,60.4788501903305
uiuo.ark:/13960/t7wm1sj6z,"Kevill-Davies, Albert.",Miss Blanchard of Chicago,1892,m,mixed,60.477251913673044
mdp.39015014681624,"Johnson, Uwe,",An absence; | $c: translated from the German by Richard and Clara Winston.,1969,u,high_male,60.46314771146986
mdp.39015008776141,"Rachmanowa, Alja,","Flight from terror, | an autobiography.",1933,u,high_female,60.436041529482864
wu.89006961346,"Richards, Grant,",Double life,1920,m,high_female,60.429256095019795
mdp.39015050743494,"Kennedy, Douglas,",The pursuit of happiness / | $c: Douglas Kennedy.,2001,m,,60.42392787543867
nyp.33433074872874,"Lawrence,",Tess Harcourt,1913,m,high_female,60.40439150523505
uc1.32106016105071,"Aidoo, Ama Ata,","Our Sister Killjoy : | or, Reflections from a black-eyed squint / | $c: Ama Ata Aidoo",1977,f,high_male,60.40036815462494
uiuo.ark:/13960/t0ht30x6v,Author of No appeal.,Gerald Hastings of Barton,1870,u,,60.38787597259319
uc2.ark:/13960/t80k2b87q,"Garstin, Crosbie,",The coasts of romance,1922,u,high_male,60.354997119420595
mdp.39015063588324,"Horn, Holloway.",The folly of innocence,1917,u,mixed,60.3474287684814
uc1.$b800439,"Callow, Philip.",The Hosanna man; | a novel.,1956,m,,60.34334129701239
uc1.b3834715,"Elstob, Peter,",The armed rehearsal / | $c: Peter Elstob,1964,m,,60.322493329724296
mdp.39015030855491,"Bean, David,",The hard case / | $c: David Bean.,1976,m,,60.31719749742765
uc1.$b245302,"Lane, Margaret,",A crown of convolvulus. | [Stories],1954,f,high_female,60.299992462500946
inu.30000086855545,"Isherwood, David.",Himmler's double / | $c: David Isherwood.,2004,m,high_male,60.28306832081076
uc1.$b244170,"Priestley, J. B. (John Boynton),",I'll tell you everything : | a frolic / | $c: J.B. Priestley & Gerald Bullett.,1933,m,,60.27791290370339
uiuo.ark:/13960/t4vh64163,"Warden, Florence,",A prince of darkness,1885,f,mixed,60.26672887748357
inu.30000093786220,"Lash, Jennifer.",The climate of belief.,1962,f,,60.25027035377723
mdp.39015018995434,"Muʾalla, Abdul-Ameer.",The long days / | $c: by Abdul-Ameer Muʾalla. Translated from the Arabic by Mohieddin Ismail.,1979,u,high_male,60.249432651175866
uc2.ark:/13960/t4gm8dn8t,"Ewart, Wilfrid,",Way of revelation;,1921,m,mixed,60.24770872098913
mdp.39015024982889,"Common, Jack.",Kiddar's luck / | $c: Jack Common.,1990,m,mixed,60.2104629363548
mdp.39015062863595,"Kertész, Imre,",Fatelessness / | $c: Imre Kertész ; translated from the Hungarian by Tim Wilkinson.,2005,m,,60.18816721751159
mdp.39015034413750,"Mahjoub, Jamal,",Wings of dust / | $c: Jamal Mahjoub.,1994,m,,60.14337404328383
mdp.39015020096171,"Mwangi, Meja,",Going down River Road / | $c: [by] Meja Mwangi.,1976,u,high_male,60.130569236055436
uc1.32106015778936,"Michael, Livi,",Inheritance / | $c: Livi Michael,2000,u,,60.09615384615385
