htid,author,title,year,authgender,female_category,urban_global_fraction
mdp.39015030853074,"Burke, John Frederick,",The suburbs of pleasure | $c: [by] John Burke.,1967,m,mixed,0.591304347826087
mdp.39015032226394,"Gee, Sue.",Letters from Prague / | $c: Sue Gee.,1994,f,high_female,0.5905743740795288
uc2.ark:/13960/t1td9v90f,"Richards, Grant,",Bittersweet,1915,m,,0.5905383360522024
uiuo.ark:/13960/t9w09bq3r,"Caddell, Cecilia Mary,",Home & the homeless,1858,f,,0.5901639344262295
nyp.33433075768857,"Terry, Eleanore S.",The new Delilah,1904,f,mixed,0.5900621118012421
mdp.39015053158724,,"Piece of flesh / | $c: edited by Zadie Smith ; consultant editor, Katie Kitamura.",2001,u,high_female,0.5897435897435898
nyp.33433074901764,"Miller, Thomas,","Godfrey Malvern, or, The life of an author",1844,m,mixed,0.5896551724137931
mdp.39015011336198,"Pavese, Cesare.",The house on the hill / | $c: Cesare Pavese ; translated from the Italian by W. J. Strachan.,1956,m,mixed,0.5889570552147239
uc1.31158003738555,"Elbe, Lili,","Man into woman : | an authentic record of a change of sex / | $c: [ed. by Niels Hoyer, i.e. E. Harthern] ; translated from the German by H. J. Stenning ; introduction by Norman Haire.",1937,u,high_female,0.5889145496535797
mdp.39015002753336,"Hon., Sackville-West, Edward,",Piano quintet.,1925,m,high_male,0.5885714285714285
uc1.$b600760,"Ėrenburg, Ilʹi͡a,",The love of Jeanne Ney. | $c: Translated from the Russian by Helen Chrouschoff Matheson.,1929,f,,0.5884297520661157
uiuo.ark:/13960/t0cv4wk6m,"Grant, Maria M.",One May day,1882,f,,0.588235294117647
mdp.39015012414341,"Poliakoff, Stephen,","Runners ; &, Soft targets / | $c: Stephen Poliakoff.",1984,m,,0.5878378378378378
mdp.39015018043540,"Galt, John,",The stolen child,1833,m,mixed,0.5874999999999999
uc1.$b176932,"Ravignant, Patrick,",A house of pretence. | $c: Translated from the French by Humphrey Hare.,1963,m,mixed,0.5873015873015873
uc2.ark:/13960/t79s1nc70,"Hall, F. Cameron.",A country tragedy,1898,m,mixed,0.5869565217391305
mdp.39015029709873,"Shahnur, Shahan,",Retreat without song / | $c: Shahan Shahnour ; translated from the Armenian and edited by Mischa Kudian.,1982,u,,0.5866666666666667
uc1.$b152304,"Arnaud, Cécile, pseud.",The gift of indifference. | $c: Translated by Margaret Crosland.,1965,u,high_male,0.5862068965517241
njp.32101067633501,"Anstey, F.,",Under the rose,1894,m,,0.5858585858585859
uiuo.ark:/13960/t47p9953s,"Collins, Wilkie,",Jezebel's daughter,1880,m,mixed,0.5853658536585367
uc2.ark:/13960/t2s46nj5k,"Banim, John,",Tales,1826,m,,0.5853658536585366
mdp.39015037470591,"Dé, Shobha,",Snapshots / | $c: Shobha Dé.,1995,u,high_female,0.5853658536585364
uiuo.ark:/13960/t53f53t6c,"Daniel, Mackenzie,",The student's wife,1852,f,high_female,0.5851063829787233
uc1.$b114284,"Young, Miriam,","Mother wore tights | $c: [by] Miriam Young, illustrated by Howard Williamson.",1944,f,high_female,0.5846501128668172
njp.32101068573722,"Zola, Émile,","His masterpiece, or, Claude Lantier's struggle for fame",1886,m,,0.5842105263157896
uc2.ark:/13960/t8kd1sf7h,"Howard, Sidney.",The little blind god a-wheel,1898,m,high_female,0.5837563451776651
mdp.39015018601677,"St Aubin de Terán, Lisa,",The high place / | $c: Lisa St Aubin de Terán.,1985,f,,0.5833333333333334
hvd.hnmy63,"Crombie, Alexander,","The strike, or, A dialogue between Andrew Plowman and John Treadle",1834,m,high_male,0.5833333333333334
inu.30000070191683,"Macgowan, J.",Chinese folk-lore tales,1910,u,high_male,0.5833333333333333
mdp.39015039248003,"Le Fanu, Joseph Sheridan,",The cock and anchor,1895,m,,0.5833333333333333
mdp.39015062281541,"Burke, Thomas,",Vagabond minstrel; | the adventures of Thomas Dermody.,1936,m,high_male,0.5831202046035807
umn.31951002087730d,"Oppenheim, E. Phillips (Edward Phillips),",The missing Delora.,1927,m,mixed,0.5830815709969789
mdp.39015014516200,"Holden, Ursula.",String horses / | $c: Ursula Holden.,1976,f,high_female,0.5824742268041236
mdp.39015029213868,"Modiano, Patrick,",Honeymoon / | $c: Patrick Modiano ; translated from the French by Barbara Wright.,1992,m,high_female,0.5822222222222224
uiuo.ark:/13960/t51g11k92,"Crowe, Catherine,",The story of Lilly Dawson,1847,f,high_female,0.5818181818181818
mdp.39015059205099,"Broderick, John.",The pilgrimage / | $c: John Broderick.,2004,m,mixed,0.5811965811965815
uc2.ark:/13960/t3mw29z63,"Hutton, Catherine,",Oakwood Hall,1819,f,mixed,0.5810055865921786
uiuo.ark:/13960/t7fr0jc3b,"Trollope, Frances Milton,",The Robertses on their travels,1846,f,high_female,0.5808383233532934
uiuo.ark:/13960/t6rx9m49k,"Crowe, Catherine,",The story of Lilly Dawson,1847,f,high_female,0.5806451612903226
uc2.ark:/13960/t4wh2kp78,"Lewis, Theresa,",Dacre,1834,f,mixed,0.5806451612903224
uc2.ark:/13960/t2891453n,"Lancaster, Percival.",Chaloner of the Bengal Cavalry,1915,m,high_male,0.5805243445692884
mdp.39015033413835,"Balch, Elisabeth,",An author's love;,1889,f,,0.5800781249999999
nyp.33433067304075,"Yates, Edmund Hodgson,",The impending sword,1874,m,mixed,0.5797872340425532
mdp.39015060860080,"Archibald, Malcolm.",Whales for the wizard / | $c: Malcolm Archibald.,2005,m,high_male,0.5791788856304985
mdp.39015028007972,"Dandurova, Aleksandra Ivanovna.","Semi-precious stones, | $c: by A.I. Voinova [pseud.] Tr. by Valentine Snow.",1934,u,high_female,0.5789473684210527
inu.32000002550533,"Trollope, Frances Milton,",The young countess,1848,f,high_female,0.5789473684210527
mdp.39015030855608,"Bates, H. E. (Herbert Ernest),",Sally go round the moon.,1932,m,,0.5789473684210527
nyp.33433074873328,"Knowles, James Sheridan,",George Lovell,1852,m,,0.5789473684210525
mdp.39015065928726,"Kovalevskai︠a︡, S. V.",Sonya Kovalevsky,1895,f,high_female,0.5786026200873363
uc1.32106007964171,"Marcone, Maria.",A woman and her family / | $c: Maria Marcone ; translated from the Italian by Etain Addey.,1987,f,high_female,0.5781250000000002
nyp.33433074955497,"Banim, John,",Tales by the O'Hara family,1826,m,mixed,0.5780346820809249
uiuo.ark:/13960/t9x06n58w,"Braddon, M. E.",The Lovels of Arden,1871,f,,0.5777777777777777
uc1.$b189216,"Perry, Jacques.",The black sheep; | $c: translated by Emma Craufurd.,1955,m,,0.5774647887323945
uiuo.ark:/13960/t6m04fn3w,"Craik, Dinah Maria Mulock,",The Ogilvies,1849,f,,0.5769230769230769
uc1.$b809259,"Sandström, Flora.",The midwife of Pont Clery.,1954,f,high_female,0.5769230769230769
uc1.31158004587340,"Andom, R.,",The identity exchange;,1902,u,mixed,0.5763888888888891
uiuo.ark:/13960/t4qj8424f,"Gissing, George,",A life's morning,1888,m,,0.576271186440678
mdp.39015032202015,"Hensher, Philip.",Other Lulus / | $c: Philip Hensher.,1994,m,,0.5755813953488372
mdp.39015052051268,"Zhou, Weihui,",Shanghai baby / | $c: Wei Hui ; translated from the Chinese by Bruce Humes.,2001,u,,0.5755395683453239
uiuo.ark:/13960/t13n2tk4s,"Wood, Henry,",The shadow of Ashlydyat,1863,f,high_female,0.5755395683453237
uc1.b3325266,"Ward, Humphry,",The history of David Grieve,1893,f,,0.5750000000000001
uiuo.ark:/13960/t52f8115k,"Cartwright, Fairfax L.,",Olga Zanelli,1890,m,,0.575
mdp.39015063925815,"Rendall, Vernon Horace,",The London nights of Belsize,1917,m,high_male,0.5744047619047621
mdp.39015049523544,"Ali, Tariq.",The stone woman / | $c: Tariq Ali.,2000,u,,0.5743119266055047
uc1.b4379991,"Soriano, Osvaldo.",Winter quarters : | a novel of Argentina / | $c: Osvaldo Soriano ; translated by Nick Caistor.,1989,m,mixed,0.5735294117647058
uc1.32106018078417,"Dantzig, Rudi van",For a lost soldier / | $c: Rudi van Dantzig ; translated from the Dutch by Arnold J. Pomerans,1996,m,high_male,0.5734265734265735
uc2.ark:/13960/t0bv7k35z,"O'Hanrahan, Michael,",A swordsman of the brigade,1914,m,,0.5733333333333331
inu.30000048897288,"Isherwood, Christopher,",Mr. Norris changes trains / | $c: Christopher Isherwood.,1935,m,high_male,0.5727699530516432
inu.39000003194367,"Mitford, Nancy,",Highland fling / | $c: Nancy Mitford.,1975,f,high_female,0.5723905723905723
uiuo.ark:/13960/t9474qk0r,"Craik, Dinah Maria Mulock,",The Ogilvies,1849,f,,0.5714285714285715
mdp.39015037850883,"Eltit, Diamela,",Sacred cow / | $c: Diamela Eltit ; translated by Amanda Hopkinson.,1995,u,high_female,0.5714285714285715
njp.32101063693467,"Mudford, William,",Stephen Dugard,1840,m,,0.5714285714285715
uiuo.ark:/13960/t3jw91227,"Tabor, Eliza.",Alec's bride,1867,f,,0.5714285714285714
njp.32101072859349,"Gide, André,",Prometheus illbound,1919,u,high_female,0.5714285714285714
hvd.hn5bux,,"Goody Two Shoes; or, The history of little Margery Meanwell",1825,u,high_female,0.5714285714285714
mdp.39015025234355,"Sorel-Cameron, James.",Mag / | $c: James Sorel-Cameron.,1990,m,,0.5714285714285714
uva.x030592837,"Ross, Miriam.",Against tide,1871,f,high_male,0.5714285714285714
mdp.39015063940103,"Le Fanu, Joseph Sheridan,",Morley Court,1873,m,,0.5714285714285712
uiuo.ark:/13960/t22b9d63x,"Gore,",The ambassador's wife,1842,f,high_female,0.571078431372549
njp.32101068166394,"Chorley, Henry Fothergill,",Roccabella,1859,m,high_female,0.5707317073170732
mdp.39015076156614,"Adeniran, Sade.",Imagine this / | $c: Sade Adeniran.,2007,u,mixed,0.5704918032786884
nyp.33433075959621,"Robinson, F. W.","Memoirs of Jane Cameron, female convict",1864,m,high_female,0.5703703703703703
mdp.39015047778520,"Winter, John Strange,",A blameless woman,1895,m,high_female,0.5701492537313433
mdp.39015078812941,"Jones, Susanna,",The missing person's guide to love : | a novel / | $c: Susanna Jones.,2008,f,high_female,0.5701357466063348
inu.32000004519544,"Proust, Marcel,",Remembrance of things past / | $c: [Marcel Proust ; translated by C.K. Scott Moncrieff].,1949,m,high_female,0.5691489361702127
inu.30000110580226,"Elkholy, Sharin N.",Heidegger and a metaphysics of feeling : | Angst and the finitude of being / | $c: Sharin N. Elkholy.,2008,f,high_male,0.568862275449102
uc1.b3845908,"Jacobsen, Ernst Ludwig Harthern,","Man into woman; | an authentic record of a change of sex. The true story of the miraculous transformation of the Danish painter, Einar Wegener (Andreas Sparre) | $c: edited by Niels Hoyer [pseud.] Translated from the German by H. J. Stenning; introduction by Norman Haire.",1933,m,high_female,0.5685840707964602
uiuo.ark:/13960/t6h13gm9s,"Neil, Ross,",Carleton Grange,1866,f,,0.5681818181818182
mdp.39015014135092,"O'Donnell, Peadar.",The big windows.,1955,u,high_female,0.5677966101694915
uc1.$b444718,"Hostovský, Egon,",Hide & seek; | two tales of escape: The hideout and The black band.,1950,u,high_male,0.5675675675675678
njp.32101068165859,"Chamier, Frederick,","Walsingham, the gamester",1837,m,mixed,0.5675675675675677
mdp.39015030186897,"Feuchtwanger, Lion,",The Lautensack brothers. | $c: [Translated from the German by Caroline Oram],1943,m,,0.5667870036101081
wu.89098013899,"Burnett, Frances Hodgson,", Theo,1877,f,high_female,0.5663716814159292
uc1.$b137254,"Bojer, Johan,","Folk by the sea | $c: [by] Johan Bojer, translated from the Norwegian by Arna Heni, Louise Rourke and C. Archer.",1931,m,mixed,0.5661764705882354
nyp.33433082397815,"Sherard, Robert Harborough,","Oscar Wilde, the story of an unhappy friendship",1902,m,high_male,0.5657894736842104
wu.89040827529,"Enquist, Per Olov.",The magnetist's fifth winter / | $c: Per Olov Enquist ; translated from the Swedish by Paul Britten Austin.,1989,m,high_male,0.5656565656565656
uiuo.ark:/13960/t1sf3bm7d,"Warden, Florence,",Scheherazade,1887,f,mixed,0.5654205607476636
njp.32101064710898,"Philips, F. C.",The fatal phryne,1889,m,high_female,0.5652173913043478
mdp.39015048736881,"Phillips, Linda.","Old dogs, new tricks / | $c: Linda Phillips.",1999,f,high_female,0.5648148148148149
uiuo.ark:/13960/t97661p1n,"Merrywhistle, Marmaduke.",Isn't it odd?,1822,m,,0.5647058823529413
mdp.39015063928157,"[Hawker, Mary Elizabeth]",Cecilia de Noël,1891,f,high_female,0.5641025641025642
nyp.33433074873336,"Knowles, James Sheridan,",George Lovell,1852,m,,0.5641025641025641
inu.32000009190671,"Knowles, James Sheridan,",Fortescue,1847,m,,0.5641025641025641
mdp.39015030121886,"Campert, Remco,",The gangster girl; | $c: translated from the Dutch by John Scott.,1968,u,high_male,0.5632183908045978
uc1.b2801349,"Jullian, Marcel.",The bird : | a novel / | $c: by Marcel Jullian ; translated by Hugh Shelley.,1963,m,high_male,0.5625
mdp.39015063558335,"Oliphant,",The railway man and his children,1891,f,,0.5624999999999999
uc1.32106011414247,"Simenon, Georges,",Maigret on the defensive; | $c: translated from the French by Alastair Hamilton,1968,m,mixed,0.5619834710743802
uc1.$b396473,"Gainham, Sarah.",Takeover bid: | a tale.,1970,f,,0.5617977528089888
uc2.ark:/13960/t95719w6w,,Episodes in an obscure life,1871,u,mixed,0.5617977528089888
uc1.32106019815320,"Serna, Enrique,",Fear of animals / | $c: [Enrique Serna ; translated by Georgina Jiménez Reynoso],2008,m,,0.5613682092555331
uiuo.ark:/13960/t4hm5w02c,"Noble, Frances.",Violet Mortimer,1879,u,,0.5612244897959184
uiuo.ark:/13960/t04x5t50d,"MacDonald, George,",The vicar's daughter,1872,m,high_female,0.5609756097560976
uiuo.ark:/13960/t9v12jj5b,"Stuart, Esmè,",A mine of wealth,1896,u,high_female,0.5609756097560975
mdp.39015064952248,"Kneale, Matthew,",When we were Romans / | $c: Matthew Kneale.,2007,m,high_female,0.5605095541401273
uc1.$b243893,"Piper, David.","It's warm inside; | a novel,",1953,m,,0.5602836879432624
mdp.39015013119188,,"No man's land : | an anthology of modern Danish women's literature / | $c: editor, Annegret Heitmann.",1987,u,high_female,0.5601503759398496
mdp.39015033964035,"Valenzuela, Luisa,",Bedside manners / | $c: Luisa Valenzuela.,1994,f,high_female,0.5600000000000002
uiuo.ark:/13960/t6f19hx11,"Oliphant,",Hester,1883,f,,0.56
uiuo.ark:/13960/t7qn6gr2p,"Douglas, John,",Measure for measure,1886,m,,0.5595238095238094
uiuo.ark:/13960/t0bv8241n,"Warden, Florence,",Scheherazade,1887,f,mixed,0.5593869731800767
nyp.33433067304067,"Yates, Edmund Hodgson,",The impending sword,1874,m,mixed,0.5592417061611373
uc1.$b323538,"Camden, George.","My time, my life.",1950,m,,0.5592105263157895
nc01.ark:/13960/t9b572w07,"Willett, Edward,","The loyal spectre, or, The true hearts of Atlanta",1875,m,,0.5590551181102362
uc1.b4973459,"Billington, Rachel.",Theo and Matilda / | $c: Rachel Billington.,1990,f,,0.5581395348837208
uc2.ark:/13960/t1sf2mr8m,"Lynch, Lawrence L.",Against odds;,1894,m,,0.557620817843866
mdp.39015034446982,"Feinstein, Elaine.",Dreamers / | $c: Elaine Feinstein.,1994,f,mixed,0.5561643835616439
uiuo.ark:/13960/t4gm8r25w,"Braddon, M. E.",The Lovels of Arden,1871,f,,0.5555555555555557
uiuo.ark:/13960/t5r78xg1c,"Hawthorne, Julian,",Idolatry,1874,m,high_male,0.5555555555555557
mdp.39015020609031,"pseud. York, Catherine,",If hopes were dupes.,1966,f,high_male,0.5555555555555556
mdp.39015000528466,"Kafka, Franz,",The trial.,1956,m,high_male,0.5555555555555556
uc2.ark:/13960/t12n51x90,"Harvey, T. Edmund",Poor Raoul & other fables,1905,m,high_male,0.5555555555555556
uiuo.ark:/13960/t4qj8185c,"Pisani, Marianna.",The banker-lord,1840,f,,0.5555555555555556
uc1.b3940672,"Romanov, Panteleĭmon,",Without cherry blossom,1930,u,,0.5555555555555556
uc1.b2799822,"Cibotto, Gian Antonio.",Scano Boa | $c: [by] Giovanni A. Cibotto. Translated from the Italian by Jean Grigson.,1963,m,high_male,0.5555555555555556
mdp.39015081739289,"Gladwell, Adèle Olivia.",Bridal gown shrowd : | fiction & essays / | $c: by Adele Olivia Gladwell.,1992,f,high_female,0.5555555555555556
mdp.39015018850514,"(Maurice S), Power, M. S.",Crucible of fools / | $c: M.S. Power.,1990,u,mixed,0.5555555555555555
uc1.b3325267,"Ward, Humphry,",The history of David Grieve,1893,f,,0.5548780487804876
nyp.33433074944319,"Cox, George Valentine,",Jeannette Isabelle,1837,m,,0.5547445255474452
mdp.39015018995442,"Muʾalla, Abdul-Ameer.",The long days / | $c: by Abdul-Ameer Muʾalla. Translated from the Arabic by Mohieddin Ismail.,1979,u,high_male,0.5544554455445544
uc1.32106019093969,"Stanley, Oliver",Hotel Victoire / | $c: Oliver Stanley,2007,m,,0.5542168674698793
mdp.39015029551986,"Djaman, Noor.",Campus drama : | a contemporary novel / | $c: Noor Djaman.,1992,u,,0.5540540540540541
njp.32101065848366,"Murray, David Christie,",The weaker vessel,1888,m,mixed,0.5538461538461539
mdp.39015000550809,"Houghton, Claude,","Three fantastic tales, | $c: by Claude Houghton [pseud.] With a frontispiece by John Farleigh, and a preface by Clemence Dane.",1934,m,high_male,0.5538461538461539
uc2.ark:/13960/t3125v37k,"Grant, Marjorie.",Verdun days in Paris,1918,f,,0.5533980582524272
uiuo.ark:/13960/t21c2n14f,"Thomas, J. Meredith.",The professor and his daughters,1883,u,high_female,0.5526315789473684
uc1.$b703801,"Hougron, Jean.",The fugitive. | $c: Translated from the French by Mervyn Savill.,1955,f,high_male,0.5524475524475525
mdp.39015079326008,"Barker, Dennis,",The clients of Miss May / | $c: Dennis Barker.,2008,m,mixed,0.5515873015873017
uc1.$b300888,"Hobson, Coralie von Werner, Mrs.,",A tiny seed of love and other stories ...,1928,f,high_female,0.5512820512820513
uc1.32106011414197,"Simenon, Georges,",Madame Maigret's friend / | $c: Georges Simenon ; translated from the French by Helen Sebba,1967,m,high_male,0.5510204081632654
uc2.ark:/13960/t4pk07g42,"Crawford, F. Marion",A tale of a lonely parish,1886,m,,0.5508474576271185
uiuo.ark:/13960/t5bc4nz7c,"Chamier, Frederick,",Passion and principle,1842,m,high_female,0.550561797752809
mdp.39015010695230,"Babaevskiĭ, Semen Petrovich,",Cavalier of the Gold Star. | $c: [Translated by Ruth Kisch],1956,u,,0.5502008032128516
mdp.39015018517113,"McEwan, Ian.",The innocent / | $c: Ian McEwan.,1990,m,mixed,0.5499999999999999
mdp.39015063976040,"Ware, William,",Rome & the early Christians,1853,m,mixed,0.5499367888748421
njp.32101064912080,"Marks, Mary A. M.",Five-chimney farm,1877,f,high_female,0.5496688741721854
uiuo.ark:/13960/t0ft9464s,"Mexborough, Elizabeth (Stephenson),",Drifted together,1879,f,high_female,0.549618320610687
mdp.39015014282761,"Dahl, Tessa.",Working for love / | $c: Tessa Dahl.,1988,f,mixed,0.5490196078431373
uiuo.ark:/13960/t8w95tf0t,,Stretton of Ringwood Chace,1860,u,high_female,0.5490196078431373
mdp.39015037755173,"Cooper, John.",A breeze that lingers : | a collection of stories / | $c: by John Cooper.,1992,m,high_female,0.5490196078431372
inu.30000110548389,"Prest, Thomas Peckett.",Sweeney Todd : | the demon barber of Fleet Street / | $c: edited by Robert L. Mack.,2007,m,,0.5488721804511277
uc1.32106008017268,"Fuller, Roy,",Image of a society / | $c: Roy Fuller ; new introduction by Jeremy Lewis.,1987,m,high_male,0.5487804878048781
njp.32101063606048,"Cobbold, Richard,","Zenon, the martyr;",1847,m,high_male,0.5487804878048781
mdp.39015082703342,"Parsons, Tony,",My favourite wife / | $c: Tony Parsons.,2008,m,mixed,0.5486443381180224
uc1.32106014536228,,Don't bet on the prince : | contemporary feminist fairy tales in North America and England / | $c: [edited by] Jack Zipes.,1986,u,high_female,0.5484536082474228
nyp.33433034410336,"Montgomery, Florence,",Misunderstood,1882,f,high_male,0.5483870967741935
mdp.39015064983177,"Johnston, Fred,",The neon rose / | $c: Fred Johnston.,2007,m,,0.5482233502538072
