htid,author,title,year,authgender,female_category,urban_metric_global_frac
mdp.39015024573860,"Körmendi, Ferenc,",Escape to life / | $c: by Ferenc Körmendi ; [translated from the Hungarian by E. I. Holt and M. L. Elting],1933,u,,2.0990322223395577
uc1.$b600760,"Ėrenburg, Ilʹi͡a,",The love of Jeanne Ney. | $c: Translated from the Russian by Helen Chrouschoff Matheson.,1929,f,,2.087022808595324
uc1.32106018625274,"Tsushima, Yūko.",The shooting gallery and other stories / | $c: Yūko Tsushima ; selected and translated by Geraldine Harcourt.,1988,u,mixed,2.0838277973217556
mdp.39015032196019,"Friel, George.",The bank of time / | $c: George Friel ; introduced by Gordon Jarvie.,1995,m,high_male,2.0827015835689697
mdp.39015037403378,"Bryher,",West.,1925,u,high_female,2.082381192071606
njp.32101075688976,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,2.0795184124169697
mdp.39015002218462,"Straub, Peter.",Marriages; | a novel. -,1973,m,mixed,2.077482582896616
mdp.39015079359660,"King, Nicholas,",A decent deceit / | $c: by Nicholas King.,2008,m,,2.073940819770508
mdp.39015001528036,"Cendrars, Blaise,",To the end of the world; | $c: translated from the French by Alan Brown.,1967,u,,2.0728627835113693
mdp.39015059246895,"Dasgupta, Rana,",Tokyo cancelled / | $c: Rana Dasgupta.,2005,f,,2.0721005193453084
mdp.39015030945557,"Appiah, Peggy.",A smell of onions / | $c: Peggy Appiah.,1979,f,,2.0718451099299293
uiuo.ark:/13960/t8gf1c96p,"Murray, David Christie,",A rising star,1894,m,mixed,2.0712868149710086
mdp.39015069332974,"Williams, Niall,",Boy in the world / | $c: Niall Williams.,2007,m,,2.070903018663824
uc2.ark:/13960/t2b854q62,"Nicholson, John Gambril,",In Carrington's duty-week,1910,m,high_male,2.0682340502361423
mdp.39015070219053,"Strong, L. A. G. (Leonard Alfred George),","The big man, | $c: by L. A. G. Strong.",1931,m,high_female,2.066365168435286
uc1.b3346278,"Dunning, Philip,",Broadway : | a novel / | $c: by Philip Dunning and George Abbott.,1928,m,mixed,2.0652177951924413
umn.31951000890449t,"Jones, Elizabeth Orton,","Ragman of Paris and his ragamuffins, | $c: told and illustrated by Elizabeth Orton Jones.",1937,f,,2.0635718699303176
inu.30000126981145,"May, Katherine.",Burning out / | $c: Katherine May.,2009,f,high_female,2.0616418946245583
nyp.33433074876164,"Machen, Arthur,",The three impostors;,1895,m,high_male,2.058012911673213
inu.30000100685415,"Daeninckx, Didier,",Murder in memoriam / | $c: Didier Daeninckx ; translated by Liz Heron.,2005,m,mixed,2.053129749990409
mdp.39015037443770,"Bracewell, Michael,",Saint Rachel / | $c: Michael Bracewell,1995,m,mixed,2.0520103802680354
uc1.32106010068143,"Miller, David,",True points : | eight prose texts 1981-1987 / | $c: David Miller.,1992,m,mixed,2.05068582461277
mdp.39015030121886,"Campert, Remco,",The gangster girl; | $c: translated from the Dutch by John Scott.,1968,u,high_male,2.0498299847396635
uiuo.ark:/13960/t7hq4g15s,"McCarthy, Justin H.",A London legend,1895,m,,2.0492106043732883
pst.000021175879,"Irwin, Robert,",The Arabian nightmare / | $c: Robert Irwin.,1987,m,,2.048312028754507
mdp.39015031918884,"Poli͡akov, A. (Aleksandr),","With a Soviet unit through the Nazi lines | $c: [by] A. Polyakov. Published by authority of Soviet war news, issued by the Press department of the Soviet embassy in London.",1941,u,,2.046298574484651
uc1.b3917588,"Binchy, Maeve.",Victoria Line ; Central Line / | $c: Maeve Binchy.,1993,f,high_female,2.045034832984994
uc1.32106017112365,"James, Richard",Red / | $c: Richard James,2002,m,high_male,2.0422285619362524
mdp.39015059376619,,The New British novelist;,1830,u,mixed,2.039537451453804
mdp.39015069768946,"Ėrenburg, Ilʹi͡a,",A soviet writer looks at Vienna / | $c: Ilya Ehrenburg ; translated by Ivor Montagu.,1934,u,high_male,2.0366260204084115
mdp.39015034655129,"Rothnie, Niall.",Unknown Bath : | secrets and scandals from the past / | $c: Niall Rothnie ; cartoons by Fraser May.,1986,u,,2.032548749760115
mdp.39015025389233,"García Morales, Adelaida.","The South ; and, Bene / | $c: Adelaida García Morales ; translated by Sarah Marsh.",1992,f,high_female,2.0321029419429983
mdp.39015013790400,"O'Flaherty, Liam,",Insurrection.,1950,m,,2.030002030051054
mdp.39015018955651,"Farson, Negley,",Bomber's moon / | $c: Negley Farson ; with 48 illustrations by Tom Purvis.,1970,u,high_female,2.0285602081731047
mdp.39015019622516,"Wilson, Anna.",Cactus / | $c: by Anna Wilson.,1980,f,high_female,2.0253914941911524
mdp.39015019221657,"Kang, Sin-jae,",The waves / | $c: Kang Shin-jae ; translated by Tina L. Sallee.,1989,u,high_male,2.0215261485790132
mdp.39015021924884,"Kiely, Benedict.","The cards of the gambler, | a folktale.",1953,m,mixed,2.0177421345430018
mdp.39015030167012,"Böll, Heinrich,","The bread of our early years, | $c: translated by Mervyn Savill.",1957,u,high_female,2.0170416034241985
mdp.39015077121302,"Tagholm, John.",No identifiable remains / | $c: John Tagholm.,2008,m,high_female,2.0168519482114338
mdp.39015011047738,"Saʻdāwī, Nawāl.",Two women in one / | $c: Nawal el-Saadawi ; translated by Osman Nusairi and Jana Gough.,1985,f,mixed,2.016380619022722
wu.89087886859,"Fadeev, Aleksandr,","Leningrad in the days of the blockade, | $c: by A. Fadeyev. Translated from the Russian by R. D. Charques.",1946,u,,2.012863265266648
mdp.39015010353111,"Levi, Carlo,","The watch,",1952,m,,2.012025058799888
mdp.39015080900411,"Duggan, A. J.,",Scars beneath the skin / | $c: A.J. Duggan.,2009,u,high_male,2.009747168576401
mdp.39015050730103,"Telmissany, May.",Dunyazad / | $c: May Telmissany ; translated from the Arabic and introduced by Roger Allen.,2000,f,,2.0086504146427986
mdp.39015033283964,"Simenon, Georges,",The glass cage; | $c: translated from the French by Antonia White. -,1973,m,mixed,2.00787159595246
uc2.ark:/13960/t7rn32t76,"Pawlowska, Yoï.",A year of strangers,1911,u,high_female,2.0075515297310367
mdp.39015070685337,"Davidar, David.",The solitude of emperors / | $c: David Davidar.,2007,m,high_male,2.007380302894557
uiuo.ark:/13960/t0gt5ww8k,"Collins, Wilkie,",Jezebel's daughter,1880,m,mixed,2.006846398839624
uc1.b3339470,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,2.0041565596100126
mdp.39015000649551,"(Victor Sawdon), Pritchett, V. S.","Blind love, and other stories, | $c: by V. S. Pritchett.",1969,u,,2.003470367228755
uc1.32106007027466,"Queneau, Raymond,",Zazie / | $c: Raymond Queneau ; translated from the French by Barbara Wright.,1982,m,high_male,2.001041093291204
nyp.33433066579164,"Boswell, Thomas Alexander.",The journal of an exile,1825,m,,2.0010016339785457
mdp.39015048915105,"Ackroyd, Peter,",The Plato papers : | a novel / | $c: Peter Ackroyd,1999,m,high_male,2.000714750857329
nyp.33433067304067,"Yates, Edmund Hodgson,",The impending sword,1874,m,mixed,1.998231706827644
uc2.ark:/13960/t8kd1sf7h,"Howard, Sidney.",The little blind god a-wheel,1898,m,high_female,1.9954678663100571
mdp.39015032202015,"Hensher, Philip.",Other Lulus / | $c: Philip Hensher.,1994,m,,1.9936514210828011
mdp.39015080896411,"Shawn, Wallace.",Grasses of a thousand colours / | $c: Wallace Shawn.,2009,m,mixed,1.9875598918978055
mdp.39015008794425,"Brecht, Bertolt,",Threepenny novel. | $c: Translated by Desmond I. Vesey. Verses translated by Christopher Isherwood.,1972,u,,1.9863173477676745
mdp.39015000619869,"Greenwood, Walter,",There was a time.,1967,m,mixed,1.98566999483248
inu.30000121037307,"Phelan, James Leo,",Turf-fire tales / | $c: by Jim Phelan.,1947,m,high_male,1.9829931076371161
uc2.ark:/13960/t3xs5xp5c,"Pearse, Mark Guy,",Gold and incense,1895,m,high_female,1.982832991326211
mdp.39015037850883,"Eltit, Diamela,",Sacred cow / | $c: Diamela Eltit ; translated by Amanda Hopkinson.,1995,u,high_female,1.9815512487378508
mdp.39015024986732,"Poliakoff, Stephen,",Close my eyes / | $c: Stephen Poliakoff.,1991,m,high_female,1.979578053081903
uc1.$b794536,"Lincoln, John,",Heaven for horses; | $c: a novel by John Lincoln [pseud.],1957,m,high_male,1.9793382272536824
mdp.39015008032321,"Azorín,",The syrens and other stories;,1931,u,,1.977795300763443
mdp.39015015473195,"Bourdouxhe, Madeleine,","A nail, a rose and other stories / | $c: Madeleine Bourdouxhe ; translated and introduced by Faith Evans.",1989,f,,1.9764512130670229
mdp.39015059587454,,"Dreams never end / | $c: Andrew Newsham, Mick Scully, H.P. Tinker ; edited by Nicholas Royle.",2004,u,high_male,1.973706496178996
mdp.39015022027471,"Shirazi, Manny,",Siege of Azadi Square / | $c: Manny Shirazi.,1991,m,high_female,1.9724143370937932
mdp.39015016415252,"Henrey, Robert, Mrs.,",Paloma.,1957,f,high_female,1.9707204876110611
mdp.39015057600408,"McEwen, Todd.",Who sleeps with Katz? / | $c: Todd McEwen.,2003,m,high_male,1.970651713160945
mdp.39076001621874,"Hemingway, Ernest,","The essential Hemingway. | Containing one complete novel, extracts from three others, twenty-three short stories and a chapter from Death in the afternoon.",1947,m,high_male,1.9698339235798958
mdp.39015034446982,"Feinstein, Elaine.",Dreamers / | $c: Elaine Feinstein.,1994,f,mixed,1.9682236438762202
mdp.39015071561669,"Macdonald, Ross,",The dark tunnel / | $c: Ross Macdonald.,1972,m,,1.9646246406397219
njp.32101073695114,"Kennedy, Bart,",The German danger,1914,m,high_male,1.9644505087380724
uc1.32106007762690,"Roy, Namba.",Black Albino / | $c: Namba Roy.,1986,u,mixed,1.9596812925411191
uc1.32106015778936,"Michael, Livi,",Inheritance / | $c: Livi Michael,2000,u,,1.9587758387918486
mdp.39015005190379,"Mulisch, Harry,",Two women / | $c: Harry Mulisch ; translated from the Dutch by Els Early.,1980,m,high_female,1.9528737321134955
mdp.39015022004801,"Buchan, James.",Slide / | $c: James Buchan.,1991,m,high_female,1.9507605740399372
uc1.32106009467207,"Troyat, Henri,",Sylvie-happiness / | $c: Henri Troyat ; translated by Anthea Bell.,1989,m,high_female,1.9505612032159423
mdp.39015019119463,"Trevor, William,",Mrs. Eckdorf in O'Neill's Hotel.,1969,m,,1.9502761645801971
mdp.39015061210426,"Hayles, David L.,",Cannon fodder / | $c: David L. Hayles.,2005,m,high_male,1.949063163798439
mdp.39015018842578,"Traba, Marta,",Mothers and shadows / | $c: Marta Traba ; translated by Jo Labanyi.,1989,f,high_female,1.9453119222127753
mdp.39015002757238,"Sansom, William,",Fireman Flower.,1952,m,high_male,1.943403404644647
uc1.$b703801,"Hougron, Jean.",The fugitive. | $c: Translated from the French by Mervyn Savill.,1955,f,high_male,1.9411304689775113
mdp.39015011336446,"Simenon, Georges,",The fourth Simenon omnibus / | $c: Georges Simenon.,1971,m,,1.9404299847405742
inu.39000003808560,"Daudet, Alphonse,",Artists' wives,1896,m,,1.939987007455949
inu.30000070191683,"Macgowan, J.",Chinese folk-lore tales,1910,u,high_male,1.9347752002667156
inu.30000036605800,"Narayan, R. K.,","An astrologer's day, | and other stories.",1947,m,high_male,1.9345640416548655
uc1.b3346079,"Blight, Leslie,",Love and idleness.,1958,m,,1.9331785962484935
nyp.33433075763676,"Thomson, Edward.",The adventures of a carpet bag,1853,m,high_male,1.9313542781105717
uiuo.ark:/13960/t8kd2kn35,"Collins, Wilkie,",Basil,1852,m,,1.9305546150408257
mdp.39015029925651,"Tabucchi, Antonio,",Indian nocturne / | $c: Antonio Tabucchi ; translated from the Italian by Tim Parks.,1988,m,,1.9296608502090669
mdp.39015029191700,"Bolger, Dermot,",Emily's shoes / | $c: Dermot Bolger.,1992,m,high_female,1.929517620196032
mdp.39015018932486,"Tindall, Gillian.",Journey of a lifetime : | and other stories / | $c: Gillian Tindall.,1990,f,,1.9291760030679574
uc1.$b164862,"Bigiaretti, Libero.",A business convention. | $c: Translated from the Italian by Joseph Green.,1965,m,high_female,1.9288498833687402
mdp.39015031305769,"Stuart, Francis,",Redemption / | $c: [by] Francis Stuart.,1974,m,,1.92792489425958
inu.39000003999773,"Percha, Igor von.",Prayer for an assassin / | $c: Igor Sentjurc ; translated by Cornelia Schaeffer.,1960,m,high_male,1.9269322626589835
mdp.39015066086391,"Seiffert, Rachel.",The dark room / | $c: Rachel Seiffert.,2001,f,,1.9269117032301373
mdp.39015000550809,"Houghton, Claude,","Three fantastic tales, | $c: by Claude Houghton [pseud.] With a frontispiece by John Farleigh, and a preface by Clemence Dane.",1934,m,high_male,1.9263678042517571
mdp.39015018913122,"Culverwell, David.",Days of yellow / | $c: David Culverwell.,1987,m,,1.9256501228639733
mdp.39015021991388,"Lively, Penelope,",City of the mind / | $c: Penelope Lively.,1991,f,mixed,1.922116935003522
mdp.39015000595390,"Ong, Johnny.",Run tiger run.,1966,m,,1.9204131294630429
uc1.$b614959,"Frank, Leonhard,",The cause of the crime / | $c: by Leonhard Frank.,1928,u,high_male,1.9199531490315747
mdp.39015031305603,"Straus, Dorothea.",Showcases.,1975,f,,1.9173736557600467
uc2.ark:/13960/t41r6qp2p,"Bryusov, Valery Yakovlevich,","The Republic of the Southern Cross, and other stories",1913,u,high_female,1.9131396850764388
nyp.33433074870134,"Holmes, F. M.",Faith's father: a story of child-life in London bye-ways,1880,u,,1.9107519296290527
uc2.ark:/13960/t4qj78t14,"Thayer, John Adams,",Getting on;,1911,m,high_male,1.9090016663284843
inu.30000057588091,"Royle, Nicholas,",Saxophone dreams / | $c: Nicholas Royle.,1996,m,,1.9079233013548258
mdp.39015063963832,"Quin, Shirland.","I sing of Honolulu, | $c: by Shirland Quin.",1935,u,mixed,1.9062513552774663
mdp.39015049643805,"Noon, Jeff.",Pixel juice : | stories from the avant pulp / | $c: Jeff Noon.,2000,m,,1.9036212733588518
uc1.32106012556582,"Özdamar, Emine Sevgi,","Life is a caravanserai : | has two doors, I came in one, I went out the other = ; Das Leben ist eine Karawanserai ; hat Zwei Türen aus einer kam ich rein aus der anderen ging ich raus / | $c: by Emine Sevgi Özdamar ; translated by Luise von Flotow",2000,u,mixed,1.8998526575163264
uiuo.ark:/13960/t20c5g35k,"Law, Agnes.",Eyes so blue;,1878,f,,1.8993105205884668
wu.89015218159,"Gore, Stuart,","Australians, go home!",1958,m,high_male,1.897715351580013
inu.39000002570237,"Newman, G. F. (Gordon F.)",The Guvnor / | $c: G. F. Newman.,1977,m,high_male,1.8962934725082783
nyp.33433082521190,"Charlesworth, Maria Louisa,",Ministering children,1855,f,,1.8955089456162704
uc2.ark:/13960/t87h1gb9b,Officer's wife.,Experiences of an officer's wife in Ireland,1921,u,high_male,1.8951592873702885
mdp.39015067689664,"Guo, Xiaolu,",A concise Chinese-English dictionary for lovers / | $c: Xiaolu Guo.,2007,u,,1.894271671648601
uiuo.ark:/13960/t72v3222s,"James, G. P. R.",The gentleman of the old school,1839,m,mixed,1.890460690832367
mdp.39015008631205,"Ballard, J. G.,",Hello America / | $c: J.G. Ballard.,1981,m,high_male,1.8894011109761206
uc2.ark:/13960/t0tq5tn4r,"Douie, Marjorie.",The pointing man,1917,f,high_male,1.8893681341040665
mdp.39015063976040,"Ware, William,",Rome & the early Christians,1853,m,mixed,1.8865791026736511
mdp.39015056167979,"Svit, Brina.",Con Brio / | $c: Brina Svit.,2002,u,high_female,1.8855379715605483
uc2.ark:/13960/t5db82v88,"Zola, Émile,",A love episode,1897,m,high_female,1.8828989540545218
mdp.39015000604796,"Gissing, George,",Eve's ransom.,1929,m,mixed,1.880590807901457
mdp.39015010224478,"Callaghan, Morley,",Stories . | $c: Morley Callaghan.,1962,m,,1.880145152245933
mdp.39015053566884,"Simenon, Georges,",The neighbours; | $c: translated from the French by Christopher Sinclair-Stevenson.,1968,m,,1.8794450362643609
mdp.39015000607815,"Raworth, Tom.",A serial biography.,1969,m,high_male,1.8718246823596296
mdp.39015016975818,"Endō, Shūsaku,",Foreign studies / | $c: Shusaku Endo ; translated from the Japanese by Mark Williams.,1989,m,high_male,1.8711217917213903
uc1.$b301115,"Lehmann, John,",Evil was abroad / | $c: John Lehmann.,1938,m,high_male,1.8657101119749462
inu.32000005556503,"Peis, Günter,",The man who started the war.,1960,u,high_male,1.8621137073158187
uc1.$b389724,"De Polnay, Peter,",The loser.,1973,m,mixed,1.8617689313553665
njp.32101076045689,"Chesterton, G. K.",The Napoleon of Notting Hill,1904,m,high_male,1.860422301737012
mdp.39015064690525,"Myerson, Julie.",The story of you / | $c: Julie Myerson.,2006,f,,1.8602230240857076
mdp.39015040539515,,Finbar's hotel / | $c: devised and edited by Dermot Bolger.,1997,u,,1.8602075362772805
mdp.39015018631278,"Ahearn, Daniel.","The confessions of a gunman, | $c: by Danny Ahearn; with a preface by Richard Church.",1930,m,high_male,1.8535837044771997
inu.30000100607153,"Dalton, John.",The concrete sea / | $c: John Dalton.,2005,m,mixed,1.852190742564051
wu.89018081877,"Gibson, Ronald.","Nine days, 17th to 25th September, 1944. | $c: Illustrated by Gordon C. Power.",1956,m,high_male,1.8512358380875065
mdp.39015078783472,"Lee, Tom,",Greenfly / | $c: Tom Lee.,2009,m,mixed,1.8491814300066405
nyp.33433074919451,"Ainsworth, William Harrison,",John Law,1864,m,mixed,1.8478032039473158
mdp.39015005019669,"Robbe-Grillet, Alain,",Jealousy; | a novel. | $c: Translated by Richard Howard.,1965,m,,1.8454426931032093
mdp.39015030853074,"Burke, John Frederick,",The suburbs of pleasure | $c: [by] John Burke.,1967,m,mixed,1.8414364717931828
mdp.39015001790107,"Dos Passos, John,",One man's initiation--1917,1920,m,high_male,1.839014846075779
inu.39000002528433,"Eden, Dorothy,","The house on Hay Hill, and other stories / | $c: Dorothy Eden.",1977,f,high_female,1.8382230039675163
mdp.39015019987141,"Özakın, Aysel,",The prizegiving / | $c: Aysel Özakın ; translated from the Turkish by Celia Kerslake.,1988,u,,1.8365737290804764
mdp.39015019996431,"Pullinger, Kate.",When the monster dies / | $c: Kate Pullinger.,1989,f,high_female,1.8355933911697662
uc1.32106019815320,"Serna, Enrique,",Fear of animals / | $c: [Enrique Serna ; translated by Georgina Jiménez Reynoso],2008,m,,1.835484197183817
inu.39000004510439,"Esfandiary, F. M.",The day of sacrifice / | $c: Fereidoun Esfandiary.,1960,u,high_male,1.834890318821238
