htid,author,title,year,authgender,female_category,urban_metric_gb_frac
mdp.39015002719360,"Schreiner, Olive,",From man to man;,1926,f,high_female,0.6139227924285519
hvd.hxcqxf,,The hundred merry tales,1831,u,high_male,0.613893269949195
uc2.ark:/13960/t9x06697t,"Steevens, Christina,",A motley crew;,1901,f,mixed,0.6137253945034511
mdp.39015064747416,"Dalos, György.",The circumcision / | $c: György Dalos ; translated by Judith Sollosy.,2006,u,mixed,0.6136773154396995
mdp.39015030715430,"Vansittart, Peter.",Landlord: | a novel.,1970,m,,0.613578434166039
mdp.39015013110617,"Moravia, Alberto,",Erotic tales / | $c: Alberto Moravia ; translated from the Italian by Tim Parks.,1985,m,high_female,0.6134257754584043
mdp.39015022251097,"Saʻdāwī, Nawāl.",Searching / | $c: Nawal El Saadawi ; translated by Shirley Eber.,1991,f,high_male,0.6130522004551777
mdp.39015053483007,"Maguire, Susie.",The short hello / | $c: Susie Maguire.,2000,f,,0.613023053025471
uiuo.ark:/13960/t0ks7bz5r,"Warren, Samuel,",Now and then,1848,m,high_male,0.6129707365003216
uiuo.ark:/13960/t55d9316v,"Banim, John,",Father Connell,1842,m,mixed,0.6123879223346396
dul1.ark:/13960/t16m3xm4f,"Hamilton, Cicely,",Theodore savage,1922,u,,0.6123853162302401
mdp.39015049548541,"Saleh, Nabil A.",Open house / | $c: Nabil Saleh.,2000,u,,0.6122951243002408
uiuo.ark:/13960/t55d9g27b,"Stretton, Hesba,",Paul's courtship,1867,m,,0.6115405909904308
uiuo.ark:/13960/t12n5sm4n,"Wills, W. G.",Notice to quit,1861,m,mixed,0.611502515329404
mdp.39015031224549,"Bennett, Arnold,",A great man,1904,m,mixed,0.611395543140074
uiuo.ark:/13960/t79s2cs6z,"Robinson, F. W.","Slaves of the ring; or, Before and after",1862,m,,0.6111497155774553
uiuo.ark:/13960/t7tm7kq3x,"Edwards, Harry Bennett,",A tantalus cup;,1879,f,,0.6109931352391249
mdp.39015048693579,"Nyamfukudza, S.,",The non-believer's journey / | $c: S. Nyamfukudza.,1980,u,,0.6108274955147013
mdp.39015014942588,"Forster, Margaret,",Have the men had enough? : | a novel / | $c: by Margaret Forster.,1989,f,high_female,0.6106652851713075
mdp.39015016732045,"Pudney, John,",The pick of today's short stories.,1949,m,mixed,0.6105553429061843
mdp.39015000568033,"Frayn, Michael.",The Russian interpreter.,1966,m,,0.6105522396268706
uiuo.ark:/13960/t03x8zk9m,"Hardy, Thomas,",A pair of blue eyes,1873,m,,0.6103735555754066
mdp.39015032821699,"Duffy, Maureen.",Occam's razor / | $c: Maureen Duffy.,1993,f,high_male,0.6101804259652044
nyp.33433084128275,"Travers, Graham,","Mona Maclean, medical student;",1898,m,high_female,0.6101209348103359
uc1.b4974788,"Rey Rosa, Rodrigo,",Dust on her tongue / | $c: Rodrigo Rey Rosa ; translated from the Spanish by Paul Bowles.,1989,m,high_female,0.6100561175312242
mdp.39015002758822,"Salkey, Andrew.",The adventures of Catullus Kelly.,1969,m,,0.6098978719038874
mdp.39015053140938,"Campbell, Naomi.",Swan / | $c: Naomi Campbell.,1994,f,high_female,0.6098440914703669
mdp.39015055108776,"Roberts, Michele.",The wild girl / | $c: Michèle Roberts.,1984,f,mixed,0.6096904728006788
uc2.ark:/13960/t74t6hj59,"Delafield, E. M.,",War-workers,1918,f,high_female,0.6096358698747946
uiuo.ark:/13960/t9v12mm90,"Alexander,",Mona's choice,1887,f,high_female,0.6094043394938263
njp.32101065853366,"Reid, Mayne,",No quarter!,1888,m,,0.6094039973466474
nyp.33433082512538,,"The most delectable history of Reynard the Fox, and of his son Reynardine",1844,u,high_male,0.6093928122731255
inu.30000132088950,"Basnett, Fred.",Country matters.,1971,m,,0.6090490946815621
mdp.39015073480447,"Henty, G. A.",When London burned,1895,m,high_male,0.6090133378446481
uiuo.ark:/13960/t07w6wp8s,,"Life's masquerade, a novel",1867,u,high_male,0.6089546712882572
uc2.ark:/13960/t59c7659g,"Dickinson, Humphrey Neville,",Thomson's friend,1917,m,high_male,0.608905186595669
mdp.39015008524400,"Cocteau, Jean,",Children of the game. | $c: Translated by Rosamond Lehmann; illustrated by the author.,1955,f,,0.6084520781440912
uc2.ark:/13960/t77s7ph7v,"Buchanan, Robert Williams,",The new Abelard,1884,m,,0.6081668412191025
mdp.39015056946851,"Rhodes, Dan,",Timoleon Vieta come home : | a sentimental journey / | $c: Dan Rhodes.,2003,m,high_male,0.6079335609661687
uc1.32106011542344,,The Dedalus book of Dutch fantasy / | $c: edited and translated by Richard Huijing.,1993,u,high_male,0.6078674470295218
uc2.ark:/13960/t4dn4218t,"Whitelaw, David.",Moon of valleys,1910,m,high_male,0.6076691524742099
mdp.39015064989364,"McWatt, Tessa.",This body / | $c: Tessa McWatt.,2007,f,,0.6068512046231989
mdp.39015017706618,"Callow, Philip.",The painter's confessions / | $c: Philip Callow.,1989,m,high_female,0.6067714766298679
mdp.39015029227561,"(Vidiadhar Surajprasad), Naipaul, V. S.",Miguel Street / | $c: V. S. Naipaul.,1971,u,,0.6062301979896767
mdp.39015001669053,"Marsh, Ngaio,",Black as he's painted.,1974,f,,0.6061767873137847
uc1.b3578739,"Cholmondeley, Mary,",A devotee,1897,f,mixed,0.6060611406923271
uc1.32106018993359,"Baricco, Alessandro,",Silk / | $c: Alessandro Baricco ; translated from the Italian by Ann Goldstein,2006,m,high_male,0.606023405763858
mdp.39015055105798,"Béalu, Marcel.",The experience of the night / | $c: Marcel Béalu ; translated from the French by Christine Donougher.,1997,m,high_female,0.6059039106336424
uc2.ark:/13960/t0xp6wq3z,"Macdonald, Robert M.","The pearl lagoons, or, the lost chief",1915,m,high_male,0.6058554675316059
wu.89099439408,,"Bugle blast : | an anthology from the services / | $c: edited by Jack Aistrop, Reginald Moore.",1943,u,,0.6058063467228476
mdp.39015063317658,"Ings, Simon.",The weight of numbers / | $c: Simon Ings.,2006,m,,0.6053560912652542
mdp.39015031308227,"Tremain, Rose.",Sadler's birthday / | $c: Rose Tremain.,1976,f,mixed,0.6049318949406929
uc1.b3810947,"Hinde, Thomas,",The cage / | $c: by Thomas Hinde.,1962,m,,0.6045883910978282
uc2.ark:/13960/t3mw2f986,"Wood, Henry,",Bessy Rane,1870,f,,0.6045160426141296
mdp.39015045697763,"Watson, Robert,",Slipping away from Milford / | $c: Rob Watson.,1997,m,,0.604448045849623
uc1.b3593266,"Sagan, Françoise,",Silken eyes / | $c: Francoise Sagan [i.e. F. Quoirez] ; translated from the French by Joanna Kilmartin.,1977,u,mixed,0.6044030030085898
pst.000032248166,"Murdoch, Iris.",The black prince / | $c: Iris Murdoch.,1973,f,mixed,0.604342885219105
uc1.b3290801,"Plumptre, Anne,","Tales of wonder, of humour, and of sentiment;",1818,f,,0.6038485847369912
nyp.33433074868955,"Hyatt, Stanley Portal,",The end of the road,1909,m,mixed,0.6038200742527393
mdp.39015053576909,"Mole, John,","Thanks, Eddie. / | $c: John Mole.",1989,m,,0.6038060827683924
mdp.39015051324195,"Baron, Alexander,",The human kind: | a sequence.,1973,m,high_male,0.6036267932863006
uc1.32106019522462,"Jansson, Tove",Fair play : | a novel / | $c: Tove Jansson ; translated from the Swedish by Thomas Teal ; introduced by Ali Smith,2007,f,high_female,0.6033704292067372
mdp.39015055165735,"Lodge, David,",Small world : | an academic romance / | $c: David Lodge.,1984,m,,0.6033261763546179
mdp.39015066886196,"Sansom, C. J.",Winter in Madrid / | $c: C.J. Sansom.,2006,u,,0.6032639460285956
uiuo.ark:/13960/t24b3nk0n,"James, G. P. R.",A whim and its consequences,1850,m,,0.6031973908152042
mdp.39015012988666,,The Penguin book of modern British short stories / | $c: edited with an introduction by Malcolm Bradbury.,1987,u,,0.6031954777567314
mdp.39015011242644,"Bowles, Paul,","The hours after noon, | short stories.",1959,m,,0.6031766887916519
mdp.39015049807327,"pseud. Motley, Mary,",Home to Numidia.,1964,f,,0.6030876982840164
inu.30000029803438,"Lindsay, Frederic.",After the stranger came / | $c: Frederic Lindsay.,1992,m,high_female,0.6023769510805523
njp.32101076479037,"Balzac, Honoré de,",Comedy of human life,1887,f,,0.6023234226700958
mdp.39015014135837,"Mottram, R. H. (Ralph Hale),",Scenes that are brightest.,1956,m,high_female,0.6022287976976801
mdp.39015019124026,"Tabori, Paul,",The pen in exile; | an anthology [of exiled writers.,1954,m,high_female,0.6019695222437049
inu.32000005759743,"Chesterton, G. K. (Gilbert Keith),",The innocence of Father Brown / | $c: by G. K. Chesterton.,1926,m,high_male,0.6018253201596285
uiuo.ark:/13960/t8x92v932,"Stephenson, Eliza Tabor.",St. Olave's,1863,f,high_female,0.6015983822730258
mdp.39015000550643,"Okoye, Ifeoma.",Behind the clouds / | $c: Ifeoma Okoye.,1982,u,high_female,0.6014070792529275
inu.39000001894471,"Goudge, Elizabeth,",Island magic / | $c: Elizabeth Goudge.,1949,f,high_female,0.6012671210445555
mdp.39015025220347,"Warner, Marina,","Indigo, or, Mapping the waters / | $c: Marina Warner.",1992,f,mixed,0.6012237043228074
uc1.$b785375,"Joseph, M. K.",A pound of saffron / | $c: by M.K. Joseph.,1962,u,,0.6008966482244487
njp.32101066459312,"Gleig, G. R.",The Hussar,1837,m,high_male,0.600841741677543
mdp.39015049863940,"Kavanagh, P. J. (Patrick Joseph),",A happy man; | a novel.,1972,m,mixed,0.6007847159970046
mdp.39015008780564,,Everyday matters : | new short stories by women.,1982,u,high_female,0.600772796171936
nyp.33433074928981,"Bennett, Arnold,",The ghost,1907,m,mixed,0.6007078277952331
uc1.b3324315,"Hall, S. C.,",Uncle Horace,1837,f,,0.6002455666663493
mdp.39015047458396,"Newman, Robert,",Manners / | $c: Robert Newman.,1998,m,,0.6002005776306604
mdp.39015063170909,"Black, William,",Shandon bells,1883,m,,0.6001270137112455
mdp.39015030707932,"Mulkerns, Val,",Antiquities : | a sequence of short stories / | $c: by Val Mulkerns.,1978,m,,0.6001010914074709
mdp.39015013932242,"Marcus, David,",A land not theirs / | $c: David Marcus.,1986,m,mixed,0.6000437020512478
mdp.39015049971420,"Johnson-Davies, Denys.",Fate of a prisoner and other stories / | $c: Denys Johnson-Davies.,1999,f,high_male,0.6000217436919767
uc1.b3326183,"Nares, Edward,",Thinks I-to-myself;,1811,m,mixed,0.5999461022944649
uiuo.ark:/13960/t5q81pd7v,"Fenn, George Manville,",King of the castle,1892,m,mixed,0.5996554126691609
mdp.39015048860822,"Thomas, Ruth,",The dance settee and other stories / | $c: Ruth Thomas.,1999,f,high_female,0.5995596484134832
uiuo.ark:/13960/t77s8256t,"Deccan, Hilary.",Light in the offing,1892,f,high_female,0.5995116014902515
mdp.39015060001313,"Fallowell, Duncan.",A history of facelifting : | a novel / | $c: by Duncan Fallowell.,2003,m,mixed,0.599395571284032
inu.30000025996715,"Koranteng, Kwasi.",The legacy / | $c: Kwasi Koranteng.,1991,u,high_male,0.599321915064416
uc1.$b119568,"Laski, Audrey Louise,",The Keeper | $c: [by] Audrey Laski.,1968,f,,0.5992407020803598
uc1.32106008874247,"Burgh, Anita,",The azure bowl : | daughter of a granite land / | $c: Anita Burgh,1989,f,high_female,0.5990077342562253
mdp.39015012834100,"Mortimer, John,",Charade / | $c: John Mortimer.,1986,m,,0.598847772446829
mdp.39015004972470,"Maugham, W. Somerset (William Somerset),",Complete short stories.,1951,m,,0.5987161371750079
uc1.b4948784,"Heath, Roy A. K.",From the heat of the day : | a novel / | $c: by Roy A. K. Heath.,1979,m,mixed,0.5986946745263573
uc1.b4095618,"Hoyle, Fred, Sir.",Fifth planet / | $c: Fred Hoyle and Geoffrey Hoyle.,1963,m,high_male,0.5983569120753999
uc1.b3472772,"Farrell, Michael,",Thy tears might cease.,1963,m,,0.5982154687532719
mdp.39015059395148,"Creighton, Basil,",The history of an attraction,1917,m,high_female,0.5979438511391895
uiuo.ark:/13960/t4gm8wh0z,"Disraeli, Benjamin,",Vivian Grey,1826,m,,0.5978915355761811
mdp.39015049478863,"Lessing, Doris May,",The diaries of Jane Somers / | $c: by Doris Lessing.,1984,f,high_female,0.597640684697351
uiuo.ark:/13960/t3jw8p60j,"Coleridge, Christabel R.",An English squire,1881,f,mixed,0.5976362178703752
mdp.39015076155400,"Dunn, Lily.",Shadowing the sun / | $c: Lily Dunn.,2008,f,,0.597626767054869
uc1.$b119319,"Guth, Paul.",The innocent tenant; | $c: translated from the French by Constantine Fitzgibbon.,1957,m,high_female,0.5975297657941909
mdp.39015051321167,"Bainbridge, Beryl,",A weekend with Claude / | $c: Beryl Bainbridge.,1981,f,high_female,0.5973418323817258
mdp.39015010389347,"O'Connor, John J. (John Joseph),","Come day, go day.",1984,m,,0.5972333482841096
nyp.33433068032923,"Tolstoy, Leo,",A Russian proprieter,1888,m,mixed,0.5972312284692793
uc1.b4315608,"Phillips, Margaret Mann.","Within the city wall; | a memoir of childhood,",1943,f,,0.5972186421954215
mdp.39015059371495,"Jacks, L. P.",Philosophers in trouble,1916,m,,0.5971846823758955
umn.31951002071639z,"Griggs, George Philip.",The readiness if all : | a novel.,1946,m,,0.5967817791549382
uiuo.ark:/13960/t50g49j69,"Tabor, Eliza.",Hagar,1870,f,high_female,0.5964887698527954
dul1.ark:/13960/t0ns18511,"Braddon, M. E.",Birds of prey,1867,f,mixed,0.5963419833998592
nyp.33433074878020,"Le Gallienne, Richard,",The book-bills of Narcissus,1895,m,,0.5958319770756657
mdp.39015016453568,"Beamish, North Ludlow,",Peace campaigns of a cornet,1829,m,,0.5956678568580017
uc2.ark:/13960/t9c53hf6g,"Le Fanu, Joseph Sheridan,",The tenants of Malory,1867,m,,0.5953483575922353
mdp.39015063510492,"Boissard, Violet.","The land of afternoon, | $c: by Violet Boissard.",1930,f,high_female,0.5952807495769797
mdp.39015032520648,"Sleator, William.",The spirit house / | $c: William Sleator.,1991,m,,0.5952356545331444
uc1.b3472693,"Douglas-Home, Robin.",When the sweet talking's done / | $c: Robin Douglas-Home.,1968,u,mixed,0.5948718653805432
mdp.39015047115665,"Weiss, Daniel Evan.",Hell on wheels / | $c: Daniel Evan Weiss.,1998,m,,0.5947638051821436
mdp.39015032979232,"Boullosa, Carmen.",The miracle-worker / | $c: Carmen Boullosa ; translated from the Spanish by Amanda Hopkinson.,1994,f,,0.59473429441765
uc1.$b244328,"Williamson, Henry,",How dear is life.,1954,m,,0.5946927558751328
uiuo.ark:/13960/t4qj8424f,"Gissing, George,",A life's morning,1888,m,,0.5946912404257438
mdp.39015012924240,"Green, Henry,",Blindness : | a novel / | $c: by Henry Green.,1977,m,high_female,0.5945869633005246
uiuo.ark:/13960/t2891qf76,"Lucas, Reginald Jaffray,",Hoist with her own petard,1894,m,mixed,0.5943832846334194
mdp.39015006697174,"Howerd, Gareth.",DEW line doctor.,1960,m,,0.594278482354363
mdp.39015045629121,"Marciano, Francesca.",Rules of the wild / | $c: Francesca Marciano.,1998,f,mixed,0.5942573842469346
uc1.$b787118,"McNellie, John.",A Galloway childhood,1967,m,,0.5941158110137208
uc1.b4949063,"White, Terence De Vere.",Johnnie Cross : | a novel / | $c: by Terence de Vere White.,1983,m,,0.5939539443665283
mdp.39015072137790,"Leader, Barbara (Blackburn)","Round-the-clock nurse, | $c: by Jane Grant.",1968,f,,0.5939131456098671
mdp.49015000704701,"Langley, Lee,",The dying art : | a novel / | $c: Lee Langley.,1983,m,high_female,0.593638349187484
mdp.39015038158914,"Romanov, Panteleĭmon,",Diary of a Soviet marriage / | $c: Pantaleimon Romanov ; translated from the Russian by John Furnivall and Raymond Parmenter ; with an introd. by Janko Lavrin.,1936,u,high_male,0.59340880573115
coo.31924002521106,"Cohen, Max,",It was not in the news; | a novel.,1965,m,high_male,0.5933790021132654
uc2.ark:/13960/t1xd0sj27,"Miller, Irene.",Sekhet,1912,f,mixed,0.5933757121640058
uiuo.ark:/13960/t6m04fn3w,"Craik, Dinah Maria Mulock,",The Ogilvies,1849,f,,0.5933227547300728
inu.32000011206358,"Adams, Anthony,",Loneliness and parting.,1968,m,mixed,0.5931401794790713
uiuo.ark:/13960/t7fr0g727,"Pardoe,",The Hungarian castle,1842,f,,0.5928017667674494
mdp.39015046811553,"Gordimer, Nadine.",Occasion for loving.,1963,f,high_female,0.5926533976076
uiuo.ark:/13960/t6h13qh1g,"Hamilton, Elizabeth,",Memoirs of modern philosophers,1800,f,high_female,0.5925509098423883
mdp.39015063935244,"Maxwell, W. B.",Vivien,1905,m,high_female,0.5923195614096655
uc2.ark:/13960/t5z60f63f,"Minney, R. J.",Maki,1921,u,high_male,0.5922823849073067
mdp.39015016974308,"Taner, Haldun.",Thickhead and other stories / | $c: by Haldun Taner ; translated from the Turkish by Geoffrey Lewis.,1988,u,mixed,0.5922497984677881
mdp.39015019364358,"Ekwensi, Cyprian.",Survive the peace / | $c: [by] Cyprian Ekwensi.,1976,m,mixed,0.592161394937153
uc2.ark:/13960/t6h12x84w,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,0.5921409408567428
mdp.39015050555005,"Armitage, G. E.",A season of peace : | a novel / | $c: by G.E. Armitage.,1985,u,,0.5915811421996788
uiuo.ark:/13960/t4dn4t87k,"Bird, M. A.",The Hawkshawes,1865,f,high_female,0.591552750787987
uiuo.ark:/13960/t6543bw1s,"Smith, Charlotte.",The republican's mistress;,1821,f,high_female,0.5913014567052556
inu.32000004617660,"Gibbons, Stella,","Miss Linsey and Pa, | $c: by Stella Gibbons.",1936,f,,0.5912512881198746
mdp.39015049989323,"Burnside, John,",Burning Elvis / | $c: John Burnside.,2000,m,,0.5910899760442688
nyp.33433082332085,"Hood, Tom,",A bunch of keys;,1865,m,,0.590912358045395
mdp.39015015340147,"Reed, Jeremy.",Red eclipse / | $c: Jeremy Reed.,1989,m,high_male,0.5908671352278159
mdp.39015005534832,"Nichols, Beverley,","Crazy pavements,",1927,f,,0.5907976183085111
uc1.$b244474,"Richardson, Dorothy Miller,","Revolving lights, | $c: by Dorothy M. Richardson.",1923,f,high_female,0.5905904539901905
uc1.b4299596,"Ghose, Sudhindra Nath.",Cradle of the clouds; | $c: with illus. by Shrimati Arnakali E. Carlile.,1951,m,,0.5904215218154569
uc2.ark:/13960/t9g44mc4t,"Graham, Stephen,",The quest of the face,1918,m,high_female,0.5904152604679022
umn.31951002092903r,"Perowne, Barry.",Raffles after dark : | the amateur cracksman's return.,1935,m,,0.5903742119391299
mdp.39015084095309,"Dinsdale, Robert.",The harrowing / | $c: Robert Dinsdale.,2009,m,high_male,0.5902096829342266
mdp.39015013097368,"Saʻdāwī, Nawāl.",She has no place in paradise / | $c: Nawal El Saadawi ; translated by Shirley Eber.,1987,f,,0.5901943248334987
wu.89087924775,"Austin, F. Britten (Frederick Britten),","The war god walks again,/ | $c: by F. Britten Austin.",1926,m,high_male,0.5901237137652936
nyp.33433082120100,"Dickens, Charles,",The works of Charles Dickens,1897,m,,0.5899681079664558
uc1.32106011483796,"Hegarty, Frances",Let's dance / | $c: Frances Hegarty,1995,f,mixed,0.58971791431744
uiuo.ark:/13960/t89g61j5w,Author of No appeal.,Gerald Hastings of Barton,1870,u,,0.5897163547587064
mdp.39015066247209,"Padura, Leonardo.",Havana red / | $c: Leonardo Padura ; translated from the Spanish by Peter Bush.,2005,m,,0.589656596147365
uc2.ark:/13960/t15m63w00,"Randall, F. J.",Love and the ironmonger,1908,u,,0.5895859814661176
uiuo.ark:/13960/t1wd4853s,"Church, A. B.,",Greymore,1860,f,high_female,0.5894951986003906
mdp.39015063972619,"Somerville, E. Œ.",An Irish cousin,1903,f,,0.5894365370619611
inu.39000002814346,"Rendell, Ruth,","The fallen curtain, and other stories / | $c: Ruth Rendell.",1976,f,high_female,0.5893984205965919
