htid,author,title,year,authgender,female_category,female_fraction
uiuo.ark:/13960/t0rr27b5r,"Gore,",The diary of a désennuyée,1836,f,,0.4290674768350377
uiuo.ark:/13960/t3805gj3d,"Gore,",The diary of a désennuyée,1836,f,,0.4290674768350377
uva.x000996253,,Paston Carew,1891,u,,0.4290627977265497
mdp.39015066188957,"Thackeray, William Makepeace,",Works,1883,m,,0.4290544355542415
njp.32101066459726,"Gore,",The lettre de cachet,1827,f,,0.4290256226616037
uiuo.ark:/13960/t41r7f89r,"Sewell, Elizabeth Missing,",Cleve Hall,1855,f,,0.4289926751753248
uiuo.ark:/13960/t2w38cx1m,"Sewell, Elizabeth Missing,",Cleve Hall,1855,f,,0.4289926751753248
wu.89054845235,,My favorite horse stories / | $c: edited by Dawn Palethorpe Wofford ; with illustrations by Joan Thompson.,1959,u,,0.4289646030688719
uiuo.ark:/13960/t10p1mx4t,"Oliphant,",The laird of Norlaw,1858,f,,0.4289486855048727
uiuo.ark:/13960/t4vh63v11,"Oliphant,",The laird of Norlaw,1858,f,,0.4289486855048727
uiuo.ark:/13960/t08w4053f,"Oliphant,",The laird of Norlaw,1858,f,,0.4289486855048727
uc2.ark:/13960/t0gt5np3k,"Douglas, George,",The new border tales,1895,m,,0.4289216904111232
uc1.b4100754,"Bentley, Phyllis Eleanor,","A man of his time, | $c: by Phyllis Bentley.",1966,f,,0.4289185442688871
mdp.39015025113351,"Tindall, Gillian.",To the city / | $c: Gillian Tindall.,1987,f,,0.4288257249497559
uc1.32106018732948,,"Croatian nights : | a festival of alternative literature / | $c: edited by Borivoj Radakovic, Matt Thorne and Tony White ; translation by Celia Hawkesworth",2005,u,,0.4288135593220339
uc1.b3325232,"Willcocks, M. P.",The eyes of the blind,1917,f,,0.4287588410249012
uc1.$b795525,"Royde-Smith, Naomi.","The mother, | $c: by Naomi Royde-Smith.",1931,f,,0.4287575036810511
uiuo.ark:/13960/t2w38d85f,"Sturgis, Julian,",Comedy of a country house,1889,m,,0.4286660683366494
uiuo.ark:/13960/t7mp5pf1p,"Sturgis, Julian,",Comedy of a country house,1889,m,,0.4286660683366494
mdp.39015064003000,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,,0.4286314797273257
mdp.39015042005747,"Day, Marele.",Shirley's song : | a novel.,1984,u,,0.4286153846153846
inu.30000087205989,"Mullen, Jane.",Sea light / | $c: Jane Mullen.,2006,f,,0.4285714285714286
mdp.39015063961489,"Winter, John Strange,",The other man's wife,1892,m,,0.4285381953353996
umn.319510020680239,"Rowdon, Maurice.",Perimeter West.,1956,m,,0.4285301698841631
uiuo.ark:/13960/t1bk22952,"Brewer, James Norris,","An old family legend, or, One husband and two marriages",1811,m,,0.4285107485107485
uc1.$b301161,"Lobb, Frances.",The strangers.,1947,f,,0.4284678707457919
uc1.32106012744022,"Gee, Sue",The hours of the night / | $c: Sue Gee,1996,f,,0.4284409443678816
mdp.39015065763545,"Smith, Horace,",Walter Colyton,1830,m,,0.4284242370701728
mdp.39015065763537,"Smith, Horace,",Walter Colyton,1830,m,,0.4284242370701728
mdp.39015065763503,"Smith, Horace,",Walter Colyton,1830,m,,0.4284242370701728
nyp.33433074848536,"Burrow, Charles Kennett,",The yeoman,1904,m,,0.428377154389842
mdp.39015066794937,"Murr, Naeem",The perfect man / | $c: Naeem Murr,2006,m,,0.4283761607013025
nyp.33433076083835,"Howells, William Dean,",Idyls in drab,1896,m,,0.4283059784786918
uc2.ark:/13960/t9571n27r,"Black, William,",The beautiful wretch ;,1881,m,,0.4282775270284454
uc2.ark:/13960/t6f195m5s,"Black, William,",The beautiful wretch ;,1881,m,,0.4282775270284454
uc2.ark:/13960/t0ks6wz4h,"Black, William,",The beautiful wretch ;,1881,m,,0.4282775270284454
uc1.b3741356,"Trevor, William,",The last lunch of the season.,1973,m,,0.4282721400144077
mdp.39015078770156,"Scudamore, James,",Heliopolis / | $c: James Scudamore.,2009,m,,0.4282025819265144
njp.32101063693806,"Pardoe,",Flies in amber,1850,f,,0.4281977547990454
njp.32101063693665,"Pardoe,",Flies in amber,1850,f,,0.4281977547990454
njp.32101063693657,"Pardoe,",Flies in amber,1850,f,,0.4281977547990454
njp.32101065861807,"M'Laren, Jessie.",Neil Willox,1886,f,,0.4281664964249234
uc2.ark:/13960/t76t0kp1b,"Kelly, M. Harding.","Dick's love, or, The shadow of Cawnpore",1914,u,,0.4280686412112218
mdp.39015064951679,"Tremain, Rose.",The road home / | $c: Rose Tremain.,2007,f,,0.4279485145023363
uiuo.ark:/13960/t4gm8vp18,"Trollope, Thomas Adolphus,",Artingale Castle,1867,m,,0.42787006230028
uiuo.ark:/13960/t2794tq8b,"Trollope, Thomas Adolphus,",Artingale Castle,1867,m,,0.42787006230028
uiuo.ark:/13960/t3611pr1t,"Trollope, Thomas Adolphus,",Artingale Castle,1867,m,,0.42787006230028
uiuo.ark:/13960/t89g60x7c,"Robinson, A. Mary F.",Arden,1883,f,,0.4278330019880715
uc2.ark:/13960/t54f1st5z,"Robinson, A. Mary F.",Arden,1883,f,,0.4278330019880715
inu.30000000209332,"Prichard, Katharine Susannah,",The black opal,1921,f,,0.4277766346213368
uiuo.ark:/13960/t72v2v585,"Coleridge, Christabel R.",Wayflete,1893,f,,0.4276566418457318
uiuo.ark:/13960/t3dz0jm6k,"Coleridge, Christabel R.",Wayflete,1893,f,,0.4276566418457318
mdp.39015046836014,"Heyward, DuBose,",Porgy.,1953,m,,0.427536231884058
uc1.b3327251,"Woodroofe, Anne Cox,","Michael, the married man; or, The Sequel to the history of Michael Kemp",1827,f,,0.4274301909471022
hvd.32044086797222,"Boswell, George.",Maria of the mountain;,1827,m,,0.4274193548387097
uc1.$b236128,"Crankshaw, Edward.",What glory? / | $c: by Edward Crankshaw.,1940,m,,0.4273832672571155
mdp.39015019487167,"(Audrey Lillian), Barker, A. L.",Any excuse for a party / | $c: A.L. Barker.,1991,u,,0.4272352035327291
mdp.39015051332560,"Bargate, Verity.",Tit for tat / | $c: Verity Bargate.,1981,u,,0.4272068095838588
uiuo.ark:/13960/t1wd4df8f,"Martineau, Harriet,",Poor laws and paupers illustrated,1833,f,,0.4271695349765838
uiuo.ark:/13960/t54f2b957,"Martineau, Harriet,",Poor laws and paupers illustrated,1833,f,,0.4271695349765838
mdp.39015055804291,"Aldiss, Brian Wilson,",The Cretan teat / | $c: Brian Aldiss.,2002,m,,0.4270977752196001
uc2.ark:/13960/t3610xt8m,"Mackellar, Dorothea.",The little blue devil,1912,f,,0.4270875535267859
uc2.ark:/13960/t59c6v49h,"Adams, Arthur Henry,",A touch of fantasy,1912,m,,0.4270859872941303
wu.89092582881,"Bibesco, Marthe,",Prince imperial / | $c: Princess Marthe Bibesco ; translated by Roland Grant.,1949,u,,0.427061310782241
uc1.b3039417,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,0.4270285366860827
mdp.39015013439453,"Johnston, Jennifer,",The Christmas tree / | $c: Jennifer Johnston.,1981,f,,0.4270015698587127
uc2.ark:/13960/t0pr7pk1m,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,0.4269967299844953
uc1.32106017666501,,Opening spaces : | an anthology of contemporary African women's writing / | $c: edited by Yvonne Vera,1999,u,,0.4268774703557312
nyp.33433074870852,"Hocking, Salome.",Belinda the backward,1905,f,,0.4268359283556865
inu.30000118529688,"Elliot, Geraldine.","The singing chameleon; | a book of African stories based on local custom, proverbs and folk-lore. | $c: Illus. by Sheila Hawkins.",1957,f,,0.4268292682926829
uc1.31158007652646,"Middleton, Jessie Adelaide.",The white ghost book,1916,f,,0.4266579930611155
mdp.39015062688000,"Ritchie, Anne Thackeray,",The works of Miss Thackeray,1875,f,,0.4266331337325349
mdp.39015014856333,"Whiteson, Leon.",Nora Eckdorf.,1967,m,,0.4265734265734266
mdp.39015009062095,"Pieyre de Mandiargues, André,",Blaze of embers; | $c: translated from the French by April Fitzlyon.,1971,u,,0.4265593561368209
uc1.32106017509099,"May, Sarah",The internationals / | $c: Sarah May,2003,f,,0.4265306122448979
mdp.39015031233144,"Duggan, Alfred Leo,",Leopards and Lilies.,1954,m,,0.4265297165647195
uc1.$b236237,"Frankau, Gilbert,","Men, maids and Mustard-Pot; | a collection of tales, | $c: by Gilbert Frankau.",1923,m,,0.4265013946916453
inu.30000039942341,"Mantel, Hilary,",Eight months on Ghazzah street / | $c: Hilary Mantel.,1989,f,,0.4264996260863123
inu.30000041291562,"Patterson, Glenn,",Fat lad / | $c: Glenn Patterson.,1993,m,,0.4264993026499302
uc1.$b188519,"Des Ligneris, Françoise,",Psyche '63. | $c: Translated from the French by Rosemary Dinnage.,1963,u,,0.4264529058116232
uc1.$b271443,"Wood, Frederick F.",Sport and nature in Sussex Downs.,1928,m,,0.4264061640066043
uc1.$b243637,"Onions, Oliver,",The story of Ragged Robyn.,1949,m,,0.4263890212815679
mdp.39015061469048,"Wakefield, Tom.",The discus throwers / | $c: Tom Wakefield.,1985,m,,0.4263706736613141
uc1.$b802271,"Peattie, Donald Culross,","Sons of the Martian, | $c: by D. C. Peattie.",1932,m,,0.4262932649385157
mdp.39015040122403,"Dikobe, Modikwe,",The Marabi dance. -,1973,u,,0.4262526464361327
mdp.39015059236144,"Harris, Joanne,","Sleep, pale sister / | $c: Joanne Harris.",2004,f,,0.4262120404901438
mdp.39015050488306,"Faulks, Sebastian.",On green dolphin street / | $c: Sebastian Faulks.,2001,m,,0.426191528916538
uiuo.ark:/13960/t7dr3d943,"Medina Pomar, de,",Through the ages,1876,u,,0.4261848637523511
uiuo.ark:/13960/t3tt55j0g,"Medina Pomar, de,",Through the ages,1876,u,,0.4261848637523511
uiuo.ark:/13960/t0zp4kh4k,"Medina Pomar, de,",Through the ages,1876,u,,0.4261848637523511
njp.32101064789645,"Picken, Andrew,",The dominies legacy,1830,m,,0.4261708898259627
njp.32101064789652,"Picken, Andrew,",The dominies legacy,1830,m,,0.4261708898259627
mdp.39015033860191,"Hugo, Victor,","The novels of Victor Hugo, fully translated;",1895,m,,0.4260846261750728
uiuo.ark:/13960/t4gm8gj4c,"Browne, J. Jemmett.",Lone lassie,1886,u,,0.4260841506661129
uiuo.ark:/13960/t5bc47w1m,"Browne, J. Jemmett.",Lone lassie,1886,u,,0.4260841506661129
uiuo.ark:/13960/t43r14q58,"Browne, J. Jemmett.",Lone lassie,1886,u,,0.4260841506661129
uiuo.ark:/13960/t1pg22x56,,The Hallow isle tragedy,1860,u,,0.42602284082798
uiuo.ark:/13960/t59c7bm0m,,The Hallow isle tragedy,1860,u,,0.42602284082798
uiuo.ark:/13960/t68346m01,,The Hallow isle tragedy,1860,u,,0.42602284082798
uiuo.ark:/13960/t6057tb45,"Allen, Grant,",In all shades,1886,m,,0.4259619179455196
uiuo.ark:/13960/t0xp7815w,"Allen, Grant,",In all shades,1886,m,,0.4259619179455196
uiuo.ark:/13960/t7br9226f,"Allen, Grant,",In all shades,1886,m,,0.4259619179455196
mdp.39015029225938,"Laing, B. Kojo",Major Gentl and the Achimota Wars / | $c: Kojo Laing.,1992,u,,0.4259259259259259
mdp.49015000983156,"Huxley, Aldous,","Eyeless in Gaza, | a novel.",1969,m,,0.4258650328075435
mdp.39015001043812,"Brahms, Caryl,",Stroganov in company : | collected stories / | $c: by Caryl Brahms [i.e. D.C. Abrahams].,1980,f,,0.4258461538461538
nyp.33433074921531,,"An arm-chair in the smoking-room: or, Fiction, anecdote, humour, and fancy for dreamy half-hours",1870,u,,0.4258006618430646
mdp.39015053144807,"Payne, Nellie.",Jump-up-and-kiss-me : | two stories of Grenada / | $c: by Nellie Payne and Jean Buffong.,1990,f,,0.425749167591565
mdp.39015038143429,"Colegate, Isabel.",Winter journey / | $c: Isabel Colegate.,1995,f,,0.4257289501278537
mdp.39015066598841,"calling himself marquis of Pharnusa. Grosse, Karl,",Horrid mysteries; | a story from the German of the marquis of Grosse by P. Will ...,1927,m,,0.4256755981645362
uc2.ark:/13960/t7dr2vv3s,"Binnie-Clark, Georgina,",A summer on the Canadian prairie,1910,f,,0.4256152483454006
inu.32000002548487,"Scott, Paul,",The birds of paradise / | $c: Paul Scott.,1967,m,,0.4256041259727938
dul1.ark:/13960/t46q2nm8j,"Richards, Charles Napier.","Atalanta, or, Twelve months in the star",1909,m,,0.4255911884845966
mdp.39015063536117,"Collins, Mortimer,",[Works,1883,m,,0.4255875831485587
uc2.ark:/13960/t77s7kw62,"Pearce, Charles E.",A star of the east,1912,m,,0.4255841467021591
mdp.39015026815202,"Lavrin, Janko,","A second series of representative Russian stories, Leskov to Andreyev,",1946,u,,0.4255690215784806
uc1.b3146334,"Davey, Norman,",Guinea girl;,1921,m,,0.4255270130869334
uc1.b4974558,"Pickering, Paul,",The blue gate of Babylon / | $c: Paul Pickering.,1989,m,,0.4255189255189255
uc1.b3339462,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,0.4254774715500098
mdp.39015008922067,"Sandel, Cora,",The leech. | $c: Translated from the Norwegian by Elizabeth Rokkan.,1960,f,,0.4254645124644149
mdp.39015084104259,"Evans, Diana,",The wonder / | $c: Diana Evans.,2009,f,,0.4254041570438799
njp.32101067629970,"Bray,",Courtenay of Walreddon,1884,f,,0.4253753326319698
uiuo.ark:/13960/t0ht34k80,"Johnston, Henry.",The Dawsons of Glenara,1877,m,,0.4253674176944068
uiuo.ark:/13960/t77s86h8x,"Johnston, Henry.",The Dawsons of Glenara,1877,m,,0.4253674176944068
uiuo.ark:/13960/t9m33b51w,"Johnston, Henry.",The Dawsons of Glenara,1877,m,,0.4253674176944068
uiuo.ark:/13960/t61554s3s,"Moberly, A.",Lady Valeria,1886,m,,0.4253649050239604
uiuo.ark:/13960/t2s476x7g,"Moberly, A.",Lady Valeria,1886,m,,0.4253649050239604
mdp.39015064729026,"Yokomori, Rika,",Tokyo tango / | $c: Rika Yokomori,2006,u,,0.4253302253302253
mdp.39015063276706,"Taylor, Chad,",Departure lounge / | $c: Chad Taylor.,2006,m,,0.4252758274824473
mdp.39015070685469,"Rendell, Ruth,",Not in the flesh / | $c: Ruth Rendell.,2007,f,,0.4252304507209739
uiug.30112049778902,"Magnay, William, Sir, 2d bart.,",A poached peerage / | $c: by William Magnay.,1909,m,,0.4252273625939107
inu.30000114449469,"O'Hara, John,",Ourselves to know / | $c: John O'Hara.,1960,m,,0.4252232128513024
inu.30000107606992,"Doughty, Anne,",The hawthorns bloom in May / | $c: Anne Doughty.,2006,f,,0.425196774812824
uc1.32106018113032,"Cortázar, Julio.",A change of light : | and other stories / | $c: Julio Cortázar ; translated from the Spanish by Gregory Rabassar.,1984,m,,0.425187480737896
mdp.39015079360940,"Derbyshire, Ron.",The dormant register / | $c: Ron Derbyshire.,2009,m,,0.42515499912118
mdp.39015053541481,"Jullian, Philippe.",Chateau-Bonheur / | $c: Philippe Jullian ; translated from the French by Edward Hyams.,1962,m,,0.4251427518880089
hvd.hn2hcf,,"Variety, or, Stories for children from the age of seven years to twelve",1823,u,,0.4250946643717728
uc1.b3477156,"Bawden, Nina,",In honour bound.,1961,f,,0.4249928840519046
mdp.39015082684104,"Forbes, Elena.",Our lady of pain / | $c: Elena Forbes.,2008,f,,0.4248238906616894
mdp.39015063938636,"Duchess,",Doris,1885,f,,0.4247548717339138
nyp.33433074945902,"Aïdé, Hamilton,",Carr of Carrlyon,1862,m,,0.4247454629445356
mdp.39015033791529,"Zangwill, Israel,",Children of the Ghetto,1892,m,,0.4246719398733218
mdp.39015033791511,"Zangwill, Israel,",Children of the Ghetto,1892,m,,0.4246719398733218
mdp.39015033791503,"Zangwill, Israel,",Children of the Ghetto,1892,m,,0.4246719398733218
uc2.ark:/13960/t1gh9gv00,"Ouida,",Wanda,1883,f,,0.424627732854148
uc2.ark:/13960/t4nk3bw12,"Ouida,",Wanda,1883,f,,0.424627732854148
uc2.ark:/13960/t90868990,"Ouida,",Wanda,1883,f,,0.424627732854148
mdp.39015025169973,"Russell Taylor, Elisabeth,",Mother country / | $c: Elisabeth Russell Taylor.,1992,f,,0.4245481314230514
mdp.39015000550999,"Houghton, Claude,","Six lives and a book, | by Claude Houghton [pseud.]",1943,m,,0.4243935464054855
uc2.ark:/13960/t78s4m548,,The diamond fairy book,1897,m,,0.4242809687851518
inu.30000025826722,"Galloway, Janice.",The trick is to keep breathing / | $c: Janice Galloway.,1991,f,,0.4242424242424242
mdp.39015047067304,"Guerra-Cunningham, Lucía.",The street of night / | $c: Lucía Guerra ; translated by Richard Cunningham and Lucía Guerra.,1997,u,,0.4241574586205048
mdp.39015078569764,"Ross, Joseph Carne-","Quintura, its singular people and remarkable customs;",1886,m,,0.4241531883249674
uc2.ark:/13960/t6n01cb8m,"Spenser, Edmund,",The gateway to Spenser,1913,m,,0.4240963855421687
nnc1.1002313987,"Briton, E. Vincent.","Some account of Amyot Brough, captain in His Majesty's 20th Regiment of Foot, who fought (but with no great glory) under H.R.H. the Duke of Cumberland in the Low Countries, and had the honour to be wounded in the left shoulder under the eyes of General Wolfe at the taking of Québec",1885,f,,0.4240880744844152
uc1.$b716973,"Rosso, Renzo,",The hard thorn; | $c: translated from the Italian by William Weaver.,1966,m,,0.4240241285308277
uc1.b4105328,"Reynolds, George W. M.",The seamstress,1853,m,,0.4240155139329312
uc2.ark:/13960/t84j0hc2v,"Whyte-Melville, G. J.",Uncle John,1874,m,,0.4239948111121781
uc2.ark:/13960/t4pk0d543,"Whyte-Melville, G. J.",Uncle John,1874,m,,0.4239948111121781
uc2.ark:/13960/t2h70f08n,"Whyte-Melville, G. J.",Uncle John,1874,m,,0.4239948111121781
nyp.33433075849947,"Kielland, Alexander Lange,",Norse tales and sketches,1897,m,,0.423963133640553
mdp.39015001749764,"Duffy, Maureen.","Londoners, an elegy / | $c: by Maureen Duffy.",1983,f,,0.4239538239538239
uc1.$b120419,"Middleton, Stanley,",Two's company.,1963,m,,0.4238780229309182
uiuo.ark:/13960/t0zp4dt6h,"Grant, James,",Fairer than a fairy,1874,m,,0.4238131122833459
uiuo.ark:/13960/t77s83529,"Grant, James,",Fairer than a fairy,1874,m,,0.4238131122833459
uiuo.ark:/13960/t7tm7mb3d,"Grant, James,",Fairer than a fairy,1874,m,,0.4238131122833459
uc2.ark:/13960/t11n84h67,"Yonge, Charlotte M.","Grisly Grissell, or, The laidly lady of Whitburn",1894,f,,0.4238064094179202
nyp.33433082547005,"Elliott, Mary,",The rambles of a butterfly,1819,f,,0.4237697112776563
mdp.39015001171431,"Brown, Michael,",The weaver and the abbey : | the quest for a secret monastery in the Andes / | $c: Michael Brown.,1982,m,,0.423712342079689
uc1.$b190276,"Bosco, Henri,",The dark bough. | $c: Translated from the French by Mervyn Savill.,1955,m,,0.4236641221374045
uiuo.ark:/13960/t6ww81m2z,"Stevens, Augusta De Grasse.",Miss Hildreth,1888,f,,0.4236282557633765
uiuo.ark:/13960/t13n2ss1m,"Stevens, Augusta De Grasse.",Miss Hildreth,1888,f,,0.4236282557633765
uiuo.ark:/13960/t5gb2r292,"Stevens, Augusta De Grasse.",Miss Hildreth,1888,f,,0.4236282557633765
inu.30000054083039,"Maillu, David G.,",Thorns of life / | $c: David G. Maillu.,1988,m,,0.4236111111111111
uiuo.ark:/13960/t03x8ww5w,"Stretton, Hesba,",Through a needle's eye,1879,m,,0.4235969318985161
uiuo.ark:/13960/t0pr8f278,"Stretton, Hesba,",Through a needle's eye,1879,m,,0.4235969318985161
mdp.39015056675856,"Phillips, Caryl.",A distant shore / | $c: Caryl Phillips.,2003,f,,0.4235836269991868
nyp.33433074944657,"Corkran, Alice,",Bessie Lang,1876,f,,0.4235646800260916
mdp.39015012988666,,The Penguin book of modern British short stories / | $c: edited with an introduction by Malcolm Bradbury.,1987,u,,0.4234850328547092
uc1.$b794292,"Blackburn, Thomas,",The feast of the wolf.,1971,m,,0.4234805194805195
uiuo.ark:/13960/t3vt2953t,"Stone,","William Langshawe, the Cotton Lord",1842,f,,0.4234613272932711
uiuo.ark:/13960/t2f770q8q,"Stone,","William Langshawe, the Cotton Lord",1842,f,,0.4234613272932711
mdp.39015073390778,"Mannin, Ethel,",Red Rose : | a novel based on the life of Emma Goldman ('Red Emma') / | $c: Ethel Mannin.,1941,f,,0.4233708636169027
uc1.$b236152,"Davies, Rhys,","A finger in every pie, | $c: by Rhys Davies.",1942,m,,0.4233272654405867
wu.89098987373,"Stern, G. B. (Gladys Bronwyn),","The Augs: | an exaggeration, | $c: by G. B. Stern.",1933,f,,0.4232617750720923
mdp.49015002147305,,Italian short stories I : | Racconti italiani / | $c: edited by Raleigh Trevelyan.,1965,u,,0.4232558139534884
umn.31951002040920v,"Webb, Mary,",The house in Dormer forest / | $c: with an introduction by H.R.L. Sheppard.,1929,f,,0.4232434232434232
njp.32101066459007,"Gibbon, Charles,",A heart's problem,1881,m,,0.4232341250842093
njp.32101066459015,"Gibbon, Charles,",A heart's problem,1881,m,,0.4232341250842093
uc2.ark:/13960/t3416vc17,"Barlow, Jane,",Strangers at Lisconnel,1896,f,,0.4231193961495225
