htid,author,title,year,authgender,female_category,windows
uiuo.ark:/13960/t0ht38132,"Roche, Regina Maria,",The tradition of the castle;,1824,f,mixed,20.024830790179823
uiuo.ark:/13960/t2x35dt68,"Sherard, Robert Harborough,",A bartered honour,1883,m,,20.024601653459964
uc1.b4101633,"Eliot, George,",Felix Holt,1866,f,,20.020306310686554
uc1.$b236237,"Frankau, Gilbert,","Men, maids and Mustard-Pot; | a collection of tales, | $c: by Gilbert Frankau.",1923,m,,20.020270523905456
mdp.39015031239299,"Innes, Hammond,",Golden Soak.,1973,m,mixed,20.0140839850265
uiuo.ark:/13960/t15m6gr74,"Boyle, Frederick,",The treasure of Thorburns,1887,m,mixed,20.008403529482383
nyp.33433075772628,"Wilkins, Marcella Fanny,",The slave son,1854,f,mixed,20.008003201280513
nyp.33433074870266,"Hamel, Felix John.","Harry Roughton, or, Reminiscences of a revenue officer",1859,m,,20.00748105813478
njp.32101068971132,"Kelty, Mary Ann,",The favourite of nature;,1821,f,high_female,20.00685949468389
mdp.39015051171091,"Iroh, Eddie.",Toads of war / | $c: Eddie Iroh.,1979,m,,20.006573588464782
uiuo.ark:/13960/t79s2cs6z,"Robinson, F. W.","Slaves of the ring; or, Before and after",1862,m,,20.006183729516398
mdp.39015080868162,"James, Erica,",It's the little things / | $c: Erica James.,2009,f,high_female,20.004970932171023
uc2.ark:/13960/t14m9612t,"Stewart, E. M.",Lillias Davenant,1852,f,,20.003360564574848
uc1.b3272213,"Farrar, C.D.",Birdroom and aviary: | trials and triumphs of a Yorkshire parson | $c: by C.D. Farrar.,1927,u,high_male,20.00252663494336
njp.32101073479964,"Francillon, R. E.",Strange waters,1878,f,,20.0
uc1.$b251833,"Priestley, J. B. (John Boynton),","The balconinny, | and other essays, | $c: by J. B. Priestley.",1929,m,,19.996667222129645
mdp.39015029992768,"Tennant, Emma.",Tess / | $c: Emma Teennant.,1993,f,high_female,19.994119376653924
uiuo.ark:/13960/t9765rp3x,"Briscoe,",The young bride. A novel,1857,f,high_female,19.99100404817832
uiuo.ark:/13960/t4jm2ks9h,"Croker, B. M.",Mr. Jervis,1894,f,,19.99000499750125
mdp.39015008832415,"Foxall, Raymond.",The guinea-pigs : | Britain's first paratroop raid / | $c: by Raymond Foxall.,1983,m,high_male,19.9896054051893
mdp.39015009211254,"Moore, George,",Confessions of a young man,1889,m,high_male,19.987208186760473
uc2.ark:/13960/t1bk1819h,"Brovan, L.",The way of a virgin,1922,u,mixed,19.98543918002598
uiuo.ark:/13960/t3nv9vg5k,"Grant, James,","Philip Rollo, or, The Scottish musketeers",1854,m,,19.978263649149724
uiuo.ark:/13960/t1bk2000s,"Ponsonby, Emily,",The two brothers,1858,f,mixed,19.97769157773819
uc1.$b470335,"Urwin, George Glencairn.","The American novel today, | $c: compiled by G. G. Urwin.",1967,m,,19.97388031036337
mdp.39015063550589,"Edgeworth, Maria,",Stories of Ireland,1886,f,,19.973784407964548
mdp.39015064466116,"Borrow, George Henry,",Lavengro;,1851,m,mixed,19.9722737846284
uiuo.ark:/13960/t9280xg5h,"Philips, F. C.",The dean and his daughter,1887,m,,19.969546441676442
mdp.39015063959285,"Thurston, E. Temple",Traffic,1906,f,,19.96904797563776
uiuo.ark:/13960/t5q81zg6k,"Tinsley, Lily.",In the ring,1886,f,mixed,19.967054360305497
uiuo.ark:/13960/t58d0m350,"Burdett, C. D.,",At home,1828,f,,19.96491878556251
mdp.39015016451836,"Bluestone, George.",The send-off.,1968,m,mixed,19.963198277957158
uiuo.ark:/13960/t6h139225,"Bennett, William,","The cavalier, a romance",1821,m,high_male,19.960933601380155
uc1.b3339472,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,19.96076006679552
nyp.33433044758377,"Pyne, W. H.",The twenty-ninth of May,1825,m,high_male,19.95778625815699
nyp.33433067303556,,"The feuds of Luna & Perollo; or, The fortunes of the House of Pandolfina",1847,u,,19.956096587507485
uc1.b3472693,"Douglas-Home, Robin.",When the sweet talking's done / | $c: Robin Douglas-Home.,1968,u,mixed,19.949943777431173
mdp.39015012304781,"Balchin, Nigel,","Lightbody on liberty; | a novel, | $c: by Nigel Balchin.",1936,m,high_male,19.949172976676813
uiuo.ark:/13960/t43r1hc5b,"Stevens, Grace Buchanan.","Llewellen, or, The vale of Phlinlimmon",1818,f,high_female,19.94495193266584
uiuo.ark:/13960/t3zs3102r,"Bray,","Henry de Pomefrey, or, The eve of St. John",1842,f,,19.94448784217262
uiuo.ark:/13960/t59c7dv4h,"Dowson, Ernest Christopher,",A comedy of masks,1893,m,high_female,19.94216771363047
uc1.b3589029,"Benzoni, Juliette.",Catherine and a time for love / | $c: Juliette Benzoni ; translated by Jocasta Goodwin.,1968,f,,19.93421708362404
njp.32101068142312,"Wordsworth, Elizabeth,",Thornwell Abbas,1876,f,,19.932230416583614
uc1.$b244476,"Rice, Elmer,",A voyage to Purilia / | $c: by Elmer Rice.,1930,m,mixed,19.931095356054783
uiuo.ark:/13960/t4dn4t558,"Yates, Edmund Hodgson,",Running the gauntlet,1865,m,mixed,19.928258270227182
uiuo.ark:/13960/t1rf66h39,"Hartstonge, Matthew Weld,",The eve of All-Hallows;,1825,m,high_male,19.926272790674503
mdp.39015033871727,"Anderson, Poul,",We claim these stars / | $c: Poul Anderson.,1976,m,high_male,19.925875742238873
mdp.39015013763902,"Ducharme, Réjean.",The swallower swallowed; | $c: translated from the French by Barbara Bray.,1968,u,,19.922907011997054
nyp.33433075766786,"Picken, Andrew,",Mary Ogilvie,1840,m,high_female,19.921906127978325
uc1.$b797658,"Palmer, Vance,",Daybreak.,1932,m,,19.921719361567487
uiuo.ark:/13960/t3jw8nf08,"Grey, Oliver.",A virgin widow,1886,m,high_female,19.92150925354105
njp.32101068605607,"Warner, Susan,",Queechy,1852,f,,19.92043897403703
inu.39000001159297,"Palmer, Vance,",Daybreak.,1932,m,,19.919385076865392
uiuo.ark:/13960/t9j398q5t,"McCarthy, Justin H.",The Waterdale neighbours,1867,m,mixed,19.91743318606504
njp.32101066121938,"Gordon, Frederick.",A Sunday salmon and another,1895,m,,19.915269580330957
mdp.39015063619194,"Joubert, Carl.",Russia as it really is,1904,m,high_male,19.914951442662513
uiuo.ark:/13960/t00z7tr59,,"Walter Evelyn, or, The long minority",1853,u,mixed,19.91421568627451
mdp.39015059164262,"Imoja, Nailah Folami.",Pick of the crop : | a novella / | $c: Nailah Folami Imoja.,2004,u,,19.91172468721999
uc1.32106013168783,"Norfolk, Lawrence,",The Pope's rhinoceros / | $c: Lawrence Norfolk,1996,m,high_male,19.90664073995003
dul1.ark:/13960/t5cc1m03n,"Macquoid, Katharine S.",In the sweet spring-time,1880,f,high_female,19.903544361938298
uc1.32106007125146,"Vansittart, Peter.",The tournament : | a novel / | $c: by Peter Vansittart.,1984,m,high_male,19.90171614029179
mdp.39015063932027,"Hope, Anthony,","Simon Dale, | $c: by Anthony Hope [pseud.]",1925,m,,19.901519577317405
njp.32101065704403,"Reade, John Edmund,",The light of other days,1858,m,high_female,19.90049751243781
uiuo.ark:/13960/t1tf09v79,"Maberly,",Display,1855,f,high_female,19.898365272760667
mdp.39015030594983,"Dostoevskai͡a, L. Ḟ.",The emigrant,1916,u,high_female,19.89532000857029
uiuo.ark:/13960/t5r78qk74,"Gifford, George,",Trials of an heiress,1869,f,high_female,19.890145198059948
mdp.39015004857200,"Burgess, Anthony,",A clockwork orange.,1962,m,high_male,19.885233793534457
uiuo.ark:/13960/t4jm2s41m,"Lewes, George Henry,","Rose, Blanche, and Violet",1848,m,mixed,19.88495135288687
uc1.b3562598,"Norton, Caroline Sheridan,",Stuart of Dunleath,1851,f,,19.884668920262477
uc1.$b242654,"Mann, Leonard,",Andrea Caslin | [a novel],1959,m,high_female,19.879098934661016
uc2.ark:/13960/t4fn13022,"Gaulot, Paul,",The red shirts,1912,m,,19.877587192207987
inu.30000011401092,"Johnson, B. S. (Bryan Stanley),",Travelling people / | $c: B.S. Johnson.,1963,m,,19.875973922722213
uc1.$b87336,"Fraser, Ronald,","Landscape with figures, | $c: by Ronald Fraser.",1925,m,,19.874130506790326
uc1.b4098958,"Farjeon, Eleanor,",Ten saints / | $c: by Eleanor Farjeon ; with illustrations by Helen Sewell.,1936,f,high_male,19.87232034180391
mdp.39015063932456,"Lyons, A. Neil",Simple Simon,1914,m,,19.87009922630801
mdp.39015033499461,"Vilmorin, Louise de,","Love story. | $c: Translated by Francis Wyndham, with drawings by Docie Masterman.",1957,f,,19.866891824774015
njp.32101068163664,,"Frascati's, or, Scenes in Paris",1830,m,mixed,19.866102469356537
njp.32101068142361,"Locke, William John,",Derelicts,1897,m,,19.86429549707786
uiuo.ark:/13960/t85h7vs9c,"Cambridge, Ada,",A mere chance,1882,f,high_female,19.863791146424518
wu.89097347694,"Shute, Nerina,","We mixed our drinks; | the story of a generation, | $c: by Nerina Shute.",1945,u,high_female,19.86303961257614
mdp.39015008604301,"Mitford, Nancy,",Don't tell Alfred.,1960,f,mixed,19.86035037839194
mdp.39015066069512,"Greene, Graham,",The collected edition.,1970,m,,19.859395480001588
mdp.39015029544437,"Dabydeen, David.",Disappearence.,1993,m,,19.856726084100874
uiuo.ark:/13960/t7np2dk8q,"Fane, Violet,",Sophy,1881,f,mixed,19.856372240791607
mdp.39015016454624,"Bonnar, Robert.",Stewartie.,1964,m,,19.846722237488933
mdp.39015059975857,"Elphinstone, Margaret.",Voyageurs / | $c: Margaret Elphinstone.,2003,f,,19.845846049872076
mdp.39015016445804,"Charles, Gerda.",The crossing point.,1960,f,,19.845207382417147
nyp.33433075766331,"Perrin, Alice,",The waters of destruction,1905,f,,19.84498858913156
uiuo.ark:/13960/t08w4402c,"Walford, Lucy Bethia,",Mr. Smith,1874,f,high_female,19.84179475647504
uc2.ark:/13960/t7hq3z334,"Marsh-Caldwell, Anne,",Tales of the woods and fields,1836,f,,19.840876173091804
nyp.33433078795170,"Dostoyevsky, Fyodor,",The idiot,1887,m,,19.837005934570943
mdp.39015027227068,"Taylor, Susette M",The humour of Spain;,1909,u,mixed,19.833071646971323
inu.39000003575102,"Cope, Jack,",The fair house.,1955,m,mixed,19.832612748403474
mdp.39015003477935,"Marshall, Sybil.",Fenland chronicle: | recollections of William Henry and Kate Mary Edwards | $c: collected and edited by their daughter; with drawings by Ewart Oakeshott.,1967,f,,19.832579970746945
uiuo.ark:/13960/t5gb2c896,"Boyle, Frederick,",The treasure of Thorburns,1887,m,mixed,19.832219423675703
uc2.ark:/13960/t7fq9s702,"Lewes, George Henry,","Rose, Blanche, and Violet",1848,m,mixed,19.831281558433634
uc1.b4351916,"Shishkov, V. I͡A. (Vi͡acheslav I͡Akovlevich),","Children of darkness, | $c: by V. Shishkov.",1931,u,,19.828624035124992
wu.89042484659,"Breeze, David John.","The Roman fort at Bearsden, 1973 excavations : | an interim report / | $c: by David J. Breeze.",1974,m,high_male,19.825535289452816
wu.89017654567,"Jewsbury, Geraldine Endsor,",Constance Herbert,1855,f,mixed,19.80982567353407
uc2.ark:/13960/t2t43kz2v,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,19.808517662594916
uc1.b3322648,"Burdett, C. D.,",English fashionables abroad,1827,f,high_female,19.80842423985172
uiuo.ark:/13960/t8jd5541b,"Charles, Elizabeth Rundle,",Against the stream,1873,f,high_female,19.80804206507842
inu.30000020699017,"Druon, Maurice,",The accursed kings.,1956,m,,19.807286751255432
mdp.39015019996829,"Burgess, Anthony,",The worm and the ring.,1961,m,,19.80649058696535
uiuo.ark:/13960/t55d9cn5r,"Murray, David Christie,",Time's revenge,1893,m,high_male,19.8000198000198
uc1.32106001965901,"Anand, Mulk Raj,","The big heart, | a novel.",1945,m,high_male,19.798433095437876
mdp.39015063239852,"Alderman, Naomi.",Disobedience / | $c: Naomi Alderman.,2006,f,,19.79785349588413
mdp.39015039927457,"Hegedus, Adam de,",The struggle with the angels : | a novel / | $c: by Adam de Hegedus.,1956,m,mixed,19.79744092026841
mdp.39015000540248,"Palmer, Vance,",The passage / | $c: by Vance Palmer.,1930,m,,19.79652614002169
uc2.ark:/13960/t9668fn3k,"Beste, John Richard Digby,","Alcazar; or, The dark ages",1857,m,,19.795209559286654
nyp.33433074877220,"Kingsley, Henry,",Oakshott castle and The grange garden,1895,m,mixed,19.793474049492108
uc2.ark:/13960/t7qn64k9p,"Fullerton, Georgiana,",Too strange not to be true,1864,f,high_female,19.79302154611774
uc2.ark:/13960/t0sq8sr2j,"Dwyer, Vera G.",The Kayles of Bushy Lodge,1922,f,high_female,19.78938440879214
uiuo.ark:/13960/t1kh1728j,"Slingsby, Henry.",My grandmother's guests and their tales,1825,m,,19.78722908955467
mdp.39015003686220,"Fraser, George MacDonald,","McAuslan in the rough, and other stories / | $c: [by] George MacDonald Fraser.",1974,m,high_male,19.782915474196486
uiuo.ark:/13960/t46q2mf4z,"Spender, John Kent",A strange temptation,1893,f,high_female,19.78288286060486
mdp.39015046799444,"Taylor, Robert Lewis.",A journey to Matecumbe / | $c: with illustrations by Joseph Papin.,1961,m,,19.782163470489667
mdp.39015063961398,"Winter, John Strange,",Aunt Johnnie,1894,m,high_female,19.78043714766096
uc1.32106019365706,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,19.78008145797182
mdp.39015000550981,"Houghton, Claude,","The quarrel, | $c: by Claude Houghton [pseud.]",1948,m,,19.777829053630878
uc1.b3326411,"Stanley, Caroline Abbot,",Order no. 11,1904,f,high_female,19.775128538335498
uc1.32106014290040,"Cadigan, Pat",Fools,1994,u,mixed,19.771904124239455
mdp.39015065590278,"Fane, Violet,",The story of Helen Davenant,1889,f,,19.76518954816777
uc1.$b176933,"Ravignant, Patrick,",An edge on darkness; | a novel. | $c: Translated by Arlette Ryvers.,1965,m,high_female,19.76479889317126
nyp.33433074929310,"Brebner, Percy James,",The crucible of circumstance,1906,m,,19.76284584980237
mdp.39015005325850,"Burgess, Anthony,",The end of the world news : | an entertainment / | $c: Anthony Burgess.,1982,m,,19.762318066497528
njp.32101067630234,"Boyle, Frederick,",A good hater,1885,m,mixed,19.756456769280504
nyp.33433074856299,"Gissing, George,",In the year of jubilee,1894,m,,19.75539232413211
uiuo.ark:/13960/t56d69q4h,"Hartstonge, Matthew Weld,",The eve of All-Hallows;,1825,m,high_male,19.75471232200181
nyp.33433040405502,"Balzac, Honoré de,",The unconscious mummers =,1897,f,,19.75442135141036
nyp.33433073356804,"Turgenev, Ivan Sergeevich,",Fathers and sons,1883,m,,19.748990332869234
mdp.39015035853285,"Haggard, H. Rider",Joan Haste,1895,m,high_female,19.745618639863995
nyp.33433040405478,"Balzac, Honoré de,",La grande Bretèche and other stories,1896,f,mixed,19.74496092143151
uc1.b4973448,"Allbeury, Ted.",The choice / | $c: Ted Allbeury.,1986,m,,19.74243712793099
mdp.39015054151512,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,19.742181730438787
uc1.b3325125,"Stockton, Frank Richard,",The shadrach,1893,m,mixed,19.74151772788292
njp.32101068168176,"Croker, Thomas Crofton,","My village, versus  Our village",1833,m,high_female,19.740478509199065
njp.32101068596525,"Cooper, James Fenimore,",Lionel Lincoln,1832,f,,19.73843750528708
mdp.39015064872602,"Hope, Christopher.",My mother's lovers / | $c: Christopher Hope.,2006,m,,19.736080958765204
uc1.b3073045,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,19.735189637231333
mdp.39015012301464,Xiaoxiaosheng.,"The Golden Lotus; | a translation from the Chinese original, | $c: by Clement Egerton.",1939,u,mixed,19.73268022030957
uc2.ark:/13960/t74t6gw1f,"Francillon, R. E.",A real queen,1885,f,mixed,19.729952597524143
nyp.33433074928981,"Bennett, Arnold,",The ghost,1907,m,mixed,19.727756954034326
wu.89073622094,"Budd, Jackson.",Around France in an 8 h p car.,1950,m,,19.727299100667246
uiuo.ark:/13960/t5h99rx11,"Smith, Constance.",The repentance of Paul Wentworth,1889,f,high_female,19.72615456022279
uiuo.ark:/13960/t83j3sr8t,"Cox, Annie.",A romance of Regent Street,1881,f,high_female,19.718680163007757
uc1.32106009967594,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_male,19.718170998795784
uc1.b3810590,"Close, Robert Shaw,",She's my lovely.,1962,m,mixed,19.71349717439874
uc1.$b244687,"Lindsay, Jack,","The barriers are down; | a tale of the collapse of a civilisation, | $c: by Jack Lindsay.",1945,m,mixed,19.70972943916861
inu.39000005543884,"Brabourne, Edward Hugessen Knatchbull-Hugessen,",Queer folk,1874,m,mixed,19.709467844368202
inu.32000001359217,"Blackmore, R. D.",Christowell,1882,m,,19.708057967967836
mdp.39015013401610,"Lispector, Clarice.",The Foreign Legion : | stories and chronicles / | $c: Clarice Lispector ; translated with an afterword by Giovanni Pontiero.,1986,f,high_female,19.70717457078933
mdp.39015077115619,"Henley-Einion, Josie.",Silence / | $c: Josie Henley-Einion.,2008,f,high_female,19.707130149172027
mdp.39015063560455,"Horne, R. H.",The dreamer and the worker,1851,m,,19.706245566094747
uiuo.ark:/13960/t97664b4v,"Stevens, Grace Buchanan.","Llewellen, or, The vale of Phlinlimmon",1818,f,high_female,19.700198792915092
uiuo.ark:/13960/t4gm8tk5f,"Riddell, J. H.,",The Earl's promise,1873,f,,19.698760493378185
wu.89007333057,"Kincaid, C. A.",An anthology of Indian tales,1922,u,mixed,19.697964543663822
mdp.39015054151355,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_male,19.69750263805839
uc2.ark:/13960/t42r3tt8s,"Sladen, Douglas Brooke Wheelton,",The tragedy of the pyramids;,1909,m,mixed,19.692996548543235
inu.30000108913215,"Kennedy, John Pendleton,",Rob of the bowl,1839,m,,19.69254224367933
njp.32101063606477,"Costello, Louisa Stuart,","The queen's poisoner, or, France in the sixteenth century",1841,f,mixed,19.691879995366616
wu.89054845235,,My favorite horse stories / | $c: edited by Dawn Palethorpe Wofford ; with illustrations by Joan Thompson.,1959,u,,19.689690478065685
uiuo.ark:/13960/t8cg07c40,"Roosevelt, Blanche,",The copper queen,1886,f,high_female,19.682456370555045
uc1.b3332024,"Simpson, E. Blantyre",Robert Louis Stevenson's Edinburgh days,1914,u,,19.682059046177137
mdp.39015065768130,"Eliot, George,",The works of George Eliot,1878,f,high_male,19.67893067718228
uc1.$b87224,"Davies, Rhys,",Arfon.,1931,m,high_male,19.67600183642684
mdp.39015046362615,"Canetti, Elias,","Auto da fé, | $c: by Elias Canetti, translated from the German under the personal supervision of the author by C. V. Wedgwood.",1971,m,,19.674369115255665
mdp.39015047643328,"Jefferies, Richard,",The scarlet shawl,1874,m,,19.670444400732347
dul1.ark:/13960/t1dj65z82,"Riddell, J. H.,","Home, sweet home",1873,f,high_female,19.66471658227226
nyp.33433074938816,"Lytton, Edward Bulwer Lytton,",Alice;,1838,m,,19.66471658227226
uc2.ark:/13960/t5gb22r88,"Marguerite,",The fortunate lovers;,1887,f,high_female,19.660472193253895
mdp.39015059427495,"Williamson, A. M.",What I found out in the house of a German prince,1915,f,,19.65935696030597
njp.32101066460062,"Grant, James,","Adventures of an aide-de-camp, or A campaign in Calabria",1848,m,mixed,19.659159325199358
mdp.39015016440276,"Durrell, Lawrence.",Tunc : | a novel / | $c: by Lawrence Durrell.,1969,m,,19.658094766578326
uc2.ark:/13960/t6rx96z9c,"George, Walter Lionel,",The making of an Englishman,1914,m,high_female,19.657710122492105
uc2.ark:/13960/t5s75888c,Thormanby.,Romances of the road,1901,u,,19.65440995823438
