htid,author,title,year,authgender,female_category,trains
uc1.$b240875,"Golding, Louis,",Mr. Hurricane / | $c: Louis Golding.,1957,m,mixed,4.082632481424022
uiuo.ark:/13960/t6qz2v302,"Ponsonby, Emily,",Mary Lyndsay,1863,f,high_female,4.081549356135589
uc1.b4097494,"Braine, John.",The Vodi.,1959,m,,4.0808831031035115
uc2.ark:/13960/t39024b28,"Hook, Theodore Edward,",Jack Brag,1837,m,mixed,4.079135223332654
uiuo.ark:/13960/t02z1gm85,"Ainsworth, William Harrison,",Hilary St. Ives,1870,m,,4.07797080172906
mdp.39015014660255,"Stevenson, Robert Louis,",Catriona,1893,m,,4.077471967380224
uiuo.ark:/13960/t3pv7527f,"Tabor, Eliza.",Jeanie's quiet life,1868,f,high_female,4.077388840186744
uc1.b3324498,"Lever, Charles James,",The Daltons,1852,m,mixed,4.0773057163826145
uiuo.ark:/13960/t5v705989,"Hook, Theodore Edward,",The man of sorrow;,1808,m,mixed,4.076308495026904
uc1.b2808912,"Gwynn, Gordon.",Did Adelaide Bartlett---? : | a medical opinion / | $c: by Gordon Gwynn.,1950,m,,4.0754778497778865
uc1.$b120324,"Campbell, Anthony.",The sacred malady: | a novel.,1967,m,,4.074979625101874
uc1.b3324545,"Lever, Charles James,","Gerald Fitzgerald, the chevalier",1899,m,high_male,4.074528955348983
uiuo.ark:/13960/t4zg6z88q,"Cook, Dutton,",Paul Foster's daughter,1861,m,,4.0735963066060155
uiuo.ark:/13960/t22b9j89c,"St. Aubyn, Alan.",The junior dean,1891,f,mixed,4.073153843020651
mdp.39015058132229,"Wong, David T. K.",The evergreen tea house / | $c: by David T.K. Wong.,2003,m,,4.072040208488459
njp.32101068178886,"Hatton, Joseph,",A modern Ulysses,1883,m,mixed,4.07174413159877
mdp.39015082750558,"Maisey-Jackson, Gillian.",The watcher in the wood / | $c: Gillian Maisey-Jackson.,2008,f,,4.0708324852432325
hvd.32044050502020,"Zagoskin, M. N.","The young Muscovite, or The Poles in Russia",1834,m,mixed,4.0701697260775775
coo.31924003396573,"Anderson, Ken,",The call of the man-eater.,1961,m,,4.069142875744653
uc1.b3834727,"Eldershaw, M. Barnard.",Plaque with laurel.,1937,u,,4.068969024973297
inu.30000026319594,"West, Morris L.",The ringmaster / | $c: Morris West.,1992,m,mixed,4.068900040689001
mdp.39015012358589,"Morier, James Justinian,",Abel Allnutt,1837,m,mixed,4.06888624411283
uiuo.ark:/13960/t3029f44t,"Duchess,",Under-currents,1888,f,,4.068844854945681
uiuo.ark:/13960/t15m6tj25,"Praed, Campbell,",Outlaw and lawmaker,1893,f,,4.067962086593353
uiuo.ark:/13960/t0bv80m2k,"Marsh-Caldwell, Anne,",The triumphs of time,1844,f,,4.066859164667128
uiuo.ark:/13960/t5j96q80s,"Middlemass, Jean.",Sackcloth and broadcloth,1881,f,,4.0665284047009065
mdp.39015000550460,"Houghton, Claude,","The enigma of Conrad Stone, | $c: by Claude Houghton [pseud.]",1952,m,mixed,4.06520590267897
inu.30000011865858,"West,",Ringrove;,1827,f,high_female,4.063994364594481
inu.30000084051147,"Cossu, Antoni,",The Sardinian hostage / | $c: Antonio Cossu ; translated from the Italian by Isabel Quigly.,1971,m,high_male,4.063223761732559
uc1.b3528547,"Lind, Jakov,",Ergo; | $c: translated from the German by Ralph Manheim.,1967,u,,4.062646001340673
uc2.ark:/13960/t6ww7nt36,"Tresahar, John.",Temptation and other dramatic fragments,1901,m,mixed,4.061408496466575
uc2.ark:/13960/t6154ph3f,"Collins, Frances Cotton,",A broken lily,1882,u,high_female,4.061408496466575
mdp.39015030922549,"Thomas,",The noble traytour,1857,u,high_male,4.060803768425897
nyp.33433069632960,"Weber, Henry,",Tales of the East,1812,m,,4.060149265851192
uc2.ark:/13960/t81j9cd7j,,Tales from  Blackwood.,1889,u,mixed,4.060042224439134
uc1.b4282068,,Shakespeare stories / | $c: edited and introduced by Giles Gordon ; illustrations by Robin Jacques.,1982,u,high_male,4.058441558441558
inu.39000005682021,"Wickwar, John William,",The ghost world;,1919,m,high_male,4.058359205373268
nyp.33433068197700,,Temple of the fairies,1804,f,,4.058221957686272
uc1.b3581482,"Jones, Hannah Maria,","The gipsy mother, or, The miseries of enforced marriage",1840,f,mixed,4.057535858473149
uiuo.ark:/13960/t0ht34k80,"Johnston, Henry.",The Dawsons of Glenara,1877,m,,4.057453542156942
mdp.39015067683626,"Torday, Paul,",Salmon fishing in the Yemen / | $c: Paul Torday.,2007,m,mixed,4.057412385251306
mdp.39015073316914,"Carlyle, Thomas,",[Works],1885,m,high_female,4.057378712040456
njp.32101068174711,"Jameson, Margaret.",Training,1887,f,high_female,4.057069443505308
uc1.b4538467,"Beaty, David.",The white sea-bird / | $c: David Beaty.,1979,m,,4.056169839943538
mdp.39015063977220,"Stuart, Augusta Amelia.",Cava of Toledo;,1812,f,high_male,4.056054675617028
uiuo.ark:/13960/t6155765c,"Norris, W. E.",Billy Bellew,1895,f,,4.056027256503164
mdp.39015063960325,"Smedley, Francis Edward",Frank Fairlegh;,1904,m,,4.055742119693061
mdp.39015050976862,"Overton, Robert.",Palm court / | $c: Robert Overton ; ill. by John Lawrence.,1979,m,,4.054738976178409
inu.39000002330764,"Braddon, M. E.",Vixen,1879,f,high_female,4.054711574849976
inu.30000037367020,"Edwards, Nicky.",Stealing time / | $c: Nicky Edwards.,1990,m,high_female,4.05410883930864
uiuo.ark:/13960/t4xh05574,"Acton, Eugenia de,",The microcosm,1801,f,,4.053834927841739
uva.x001240922,"Devereux, W. A.",Sir Walter Ralegh,1909,u,,4.0534241300338465
uiuo.ark:/13960/t9765wb33,"Harding, Anne Raikes,",Realities,1825,f,high_female,4.051699688019124
mdp.39015063554375,,Quinland;,1857,u,,4.050441498123296
uc1.32106016999176,"Lott, Tim",White city blue / | $c: Tim Lott,1999,m,,4.048615778265411
uiuo.ark:/13960/t4th92p92,"Murray, Hamilton.",Léonie Vermont,1849,m,mixed,4.048582995951417
mdp.39076000791272,,Shorter novels: seventeenth century. | $c: Edited by Philip Henderson.,1962,u,,4.044227673841126
uiuo.ark:/13960/t96694947,"Wraxall, Lascelles,","Fides, or, The beauty of Mayence",1866,m,,4.044162251789542
uc2.ark:/13960/t9w09303f,"Bell, John.",In the shadow of the bush,1899,m,,4.043802468337026
inu.32000001875014,"Priestley, J. B. (John Boynton),",Out of town / | $c: by J.B. Priestley.,1968,m,mixed,4.043438077634011
mdp.39015029407916,,"Tehilla, | and other Israeli tales [by] S.J. Agnon [and others. | $c: Translated by I.M. Lask and others]",1956,u,,4.043262913170929
uiuo.ark:/13960/t20c5hk2t,"Muir, Alan,",Golden girls,1883,m,mixed,4.041792130630721
nyp.33433074917042,"Martineau, Harriet,",Forest and game-law tales,1845,f,,4.041710451863229
uiuo.ark:/13960/t43r1gx91,"Savage, M. W.",My uncle the curate,1849,m,mixed,4.041656001185553
uiuo.ark:/13960/t0sq9m438,"Hook, Theodore Edward,",The man of sorrow;,1808,m,mixed,4.041547104231499
uc1.b4218953,,"Tehilla, | and other Israeli tales [by] S.J. Agnon [and others. | $c: Translated by I.M. Lask and others]",1956,u,,4.041138792911843
mdp.39015009212187,"Murasaki Shikibu,","Blue trousers : | being the fourth part of ""The tale of Genji"" / | $c: by Lady Murasaki ; translated from the Japanese by Arthur Waley.",1928,f,mixed,4.039490054775485
uc1.$b244086,"Newby, P. H. (Percy Howard),",The loot runners / | $c: P.H. Newby ; with illustrations by F. Stock May.,1949,m,high_male,4.038880960715151
nnc1.cu58507701,"Heeley, Sibyl.",Ellie and the China lady;,1895,f,high_female,4.037793749495275
mdp.39015059306061,"Morken Andersen, Merete.",Oceans of time / | $c: Merete Morken Andersen ; translated from the Norwegian by Barbara J. Haveland.,2004,u,high_female,4.037793749495275
inu.39000005763151,"Beardsley, Charles.",The naked hills : | some tales of Afghanistan / | $c: by Charles Beardsley.,1959,m,mixed,4.037141703673799
inu.30000127302705,"Satish Kumar,",Earth pilgrim / | $c: Satish Kumar ; in conversation with Echan Deravy and Maya Kumar Mitchell.,2009,u,,4.037141703673799
uiuo.ark:/13960/t3qv3sv6h,"Carey, Rosa Nouchette,",Sir Godfrey's grand-daughters,1892,f,,4.036598493003229
mdp.39015032175690,"King, Naomi.",O.P.P. / | $c: Naomi King.,1993,f,high_female,4.036530601947626
uc1.b3327127,"Rowcroft, Charles,",The man without a profession,1844,m,,4.034128729047744
uiuo.ark:/13960/t2z32c481,"Craik, Georgiana M.",Dorcas,1879,f,high_female,4.032989857030509
mdp.39015018930746,"Sillitoe, Alan.",Last loves / | $c: Alan Sillitoe.,1990,m,high_male,4.031282754172378
mdp.39015065785647,"Howison, John.",Tales of the colonies,1830,m,,4.030903594222371
umn.31951002132614r,"pseud. Zeno,",Play dirty : | The story of the film / | $c: by Zeno.,1969,m,high_male,4.030226700251889
mdp.39015035917312,"Oppenheim, E. Phillips (Edward Phillips),","Sinners beware, | $c: by E. Phillips Oppenheim.",1931,m,,4.029658284977434
njp.32101068166014,"Chatterton, Georgiana,",Compensation,1856,f,high_female,4.029292959817876
uiuo.ark:/13960/t6vx0mk0k,"Armitt, Annie.",The garden at Monkholme,1878,f,,4.028765384847813
umn.31951002047679b,"Meersch, Maxence van der,",The bellringer's wife.,1951,m,mixed,4.02808920874901
nyp.33433074964317,"Norris, W. E.",Thirlby hall,1883,f,,4.027926960257787
mdp.39015014137288,"Lindsay, Jack,",The revolt of the sons / | $c: by Jack Lindsay.,1960,m,mixed,4.02676996673888
mdp.39015051004573,Pepetela.,Mayombe / | $c: Pepetela ; translated from the Portuguese by Michael Wolfers.,1983,u,high_male,4.0252787505534755
uc2.ark:/13960/t5s75cw95,"Normanby, Constantine Henry Phipps,",The contrast,1832,m,,4.0251167283851235
mdp.39015064810339,"Swan, Annie S.,",Courtship and marriage,1894,f,high_male,4.024306813151434
mdp.39015006588399,"Mortimer, Penelope,",Long distance / | $c: Penelope Mortimer.,1974,f,high_female,4.023605150214593
mdp.39015080863908,"Self, Will.",The butt : | an exit strategy / | $c: Will Self.,2009,m,high_male,4.023561978948724
uc1.32106012161714,"Fenton, Kate",Lions and liquorice / | $c: Kate Fenton,1995,f,,4.020544984872699
inu.30000027138738,"Russo, Richard Paul.",Subterranean gallery / | $c: Richard Paul Russo.,1991,m,,4.020229796335158
uc2.ark:/13960/t6n016x1s,"Watson, Gilbert,",Sunshine and sentiment in portugal,1904,m,,4.0186142210720055
uiuo.ark:/13960/t1rf6dn04,"Farjeon, B. L.",Aaron the Jew,1894,m,mixed,4.018565773875304
uiuo.ark:/13960/t40s0df51,"Sheppard, Elizabeth Sara,","Counterparts, or, The cross of love",1854,f,,4.018444660993962
uiuo.ark:/13960/t5bc4m39q,"Savile, Charles Stuart,","Leonard Normandale; or, The three brothers",1850,m,high_male,4.017839206074973
dul1.ark:/13960/t9j398q69,"Bury, Charlotte Campbell,",The manœuvring mother,1842,f,high_female,4.0177315887449945
uc1.$b787173,"Moore, John,",September moon.,1957,m,mixed,4.016193291350726
uiuo.ark:/13960/t5h99t88q,"Collins, Wilkie,",The two destinies,1876,m,,4.014935560284258
uc1.$b298875,"Gunn, Neil Miller,","The drinking well, | $c: by Neil M. Gunn.",1947,m,high_male,4.01064827115993
mdp.39015016423157,"Church, Richard,",The crab-apple tree.,1959,m,mixed,4.009194419201369
inu.30000114325677,"Purdy, James.",Garments the living wear / | $c: James Purdy.,1989,m,,4.00906047667729
mdp.39015078771568,"Hall, M. R.",The coroner / | $c: M.R. Hall.,2009,u,,4.00847123587849
uc1.b4938155,"Grand, Sarah.","The Beth book : | being a study of the life of Elizabeth Caldwell Maclure, a woman of genius / | $c: by Sarah Grand ; with a new introduction by Elaine Showalter.",1980,f,high_female,4.00847123587849
hvd.hwadva,"Scott, Walter,",The Waverley novels,1829,m,high_male,4.007052412245552
uc1.$b76936,"Masters, David,","Divers in deep sea; | more romances of salvage, | $c: by David Masters.",1938,m,high_male,4.006610907998197
mdp.39015045696674,"Boyd, William,",Armadillo / | $c: William Boyd.,1998,m,,4.005126561999359
uc1.b3346981,"Prescott, H. F. M. (Hilda Frances Margaret),",Dead and not buried / | $c: H.F.M. Prescott.,1957,f,,4.00427122263748
mdp.39015014834439,"Mykle, Agnar.",The hotel room.,1963,u,high_male,4.003442960946414
uiuo.ark:/13960/t3rv15x13,"Mackenzie, Mary Jane.",Geraldine,1821,f,,4.00312243549969
uiuo.ark:/13960/t21c2ns49,"Farjeon, B. L.",Aaron the Jew,1894,m,mixed,4.003042312157239
mdp.39015001057093,,Gon̈gu-Hrolfs saga / | $c: translated [from the Icelandic] by Hermann Pálsson and Paul Edwards.,1980,u,high_male,4.002641743550743
uc1.$b242718,"Kendall, Carol,",The baby-snatcher / | $c: Carol Kendall.,1952,f,,4.002401440864519
uc1.$b15245,"Herbart, Pierre.","Halcyon / | $c: Pierre Herbart, translated by Agnes Mackay, illustrated by John Harrison.",1948,m,high_male,4.0014405185866915
uc2.ark:/13960/t14m9612t,"Stewart, E. M.",Lillias Davenant,1852,f,,4.00067211291497
mdp.39015055800000,"Thubron, Colin,",To the last city / | $c: Colin Thubron.,2002,m,mixed,3.9990402303447175
inu.30000118528631,"Kincaid, C. A.",Tales of the old Sind,1922,u,mixed,3.9988803135122164
uc2.ark:/13960/t1rf5pg8p,"Smith, Charlotte,",The old manor house,1820,f,mixed,3.9987843695516565
uiuo.ark:/13960/t54f2346k,"Black, William,",Three feathers,1875,m,,3.998160846010835
njp.32101066122266,"Birmingham, George A.,",The bad times,1908,m,high_male,3.9975694777575232
uiuo.ark:/13960/t0qr5ds1j,Author of Rare pale Margaret.,Pomegranate seed,1886,u,high_female,3.9973617412507747
mdp.39015019385841,"Selvan, Samuel.",Those who eat the cascadura. -,1972,m,,3.9964298559953106
uiuo.ark:/13960/t9766490g,"Lee, Holme,",Mrs. Denys of Cote,1880,f,,3.99616368286445
njp.32101013498363,"Dunn, Henry Treffry,",Recollections of Dante Gabriel Rossetti and his circle (Cheyne Walk life),1904,m,high_male,3.994726960412256
uc2.ark:/13960/t9571977v,,The robins' nest; and where do you think they built it?,1864,u,,3.9904229848363926
mdp.39015019569493,"Herling-Grudziński, Gustaw,",The island : | three tales. / | $c: Gustaw Herling ; translated by Ronald Strom.,1990,u,high_male,3.989626969878316
nyp.33433074871041,"Lever, Charles James,",The confessions of Harry Lorrequer,1839,m,mixed,3.9893617021276597
hvd.32044090334368,"Cumberland, Richard,",Henry,1825,m,mixed,3.9889903865331684
nyp.33433074937503,"Beale, Anne.",Traits and stories of the Welsh peasantry,1849,f,high_female,3.9889108278984424
inu.30000112141985,"Simms, William Gilmore,",The kinsmen: or The Black Riders of Congaree,1841,m,high_male,3.9869825021305436
mdp.39015055858941,"Stock, Francine",Man-made fibre / | $c: Francine Stock,2002,f,,3.9831116067872223
mdp.39015061328400,"Scott, Lawrence.",Night calypso / | $c: Lawrence Scott.,2004,m,,3.9831116067872223
uiuo.ark:/13960/t4sj1v97p,,"The fair Carew, or, Husbands and wives",1851,u,high_female,3.9823185058340966
njp.32101067708311,"Berens, Louise.",A woman with a past. A novel,1886,f,high_female,3.9816842524387814
uc2.ark:/13960/t8sb4084m,"Cronin, Bernard.",The coastlanders,1918,m,high_male,3.9814860896829742
uiuo.ark:/13960/t9w09mx47,"Needell, J. H.,",Julian Karslake's secret;,1881,f,high_female,3.981367201496994
nyp.33433081852653,"James, Henry,",Washington Square ; The Pension Beaurepas ; A bundle of letters,1881,m,high_female,3.979275930951604
uc2.ark:/13960/t6f18tz48,"Cresswell, Philip.",A loss gained,1862,m,,3.9791492578886634
uc2.ark:/13960/t1pg1k841,"Oliphant,",Harry Muir,1853,f,,3.978436872152931
uiuo.ark:/13960/t9086nz4n,"Grey,",An old country house,1850,f,high_female,3.9783577339274347
uiuo.ark:/13960/t18k8018r,"Wood, Henry,","Lady Grace, and other stories",1887,f,mixed,3.9778829706830026
mdp.39015059415656,"James, G. P. R.","Darnley; or, the field of the cloth of gold",1830,m,,3.9778829706830026
uiuo.ark:/13960/t9n30df5d,"Mills, John,","The old hall, or, Our hearth and homestead",1845,m,,3.977724741447892
uc1.b3325460,"Lytton, Edward Bulwer Lytton,",The Parisians,1873,m,mixed,3.9775665248001273
mdp.39015025267892,"Hamilton, Elizabeth,",Memoirs of modern philosophers / | $c: Elizabeth Hamilton.,1992,f,high_female,3.9775137887144676
uc1.b4365367,"Shrake, Edwin.",But not for love / | $c: Edwin Shrake.,1964,m,high_male,3.977227531505324
uiuo.ark:/13960/t3320k41j,"Russell, William Clark,",The tale of the ten;,1896,m,high_male,3.9769337840524956
uc1.32106013857443,"Dunmore, Helen,",Your blue-eyed boy / | $c: Helen Dunmore,1998,f,high_male,3.9761431411530817
nyp.33433075765598,"Penny, F. E.",The tea-planter,1906,m,mixed,3.9760377458516674
uc1.b3322474,"Cathcart,",The heir of Mordaunt,1835,f,high_female,3.975510853144629
uc1.$b87336,"Fraser, Ronald,","Landscape with figures, | $c: by Ronald Fraser.",1925,m,,3.9748261013580657
uiuo.ark:/13960/t7tm7sf49,"Norris, W. E.",Mademoiselle de Mersac,1880,f,mixed,3.9745101416250446
coo.31924022307601,"Burroughs, Edgar Rice,",Tarzan of the Apes,1917,m,high_male,3.973891532630617
mdp.39015030850195,"Ashton, John,",Varia,1894,m,,3.971721344030503
uc1.32106018868551,,Contemporary Israeli women's writing / | $c: edited by Risa Domb,2008,u,,3.970801373897275
mdp.39015000609530,"Spark, Muriel.",The ballad of Peckham Rye.,1960,f,,3.9703021399928535
mdp.39015028779604,"Blish, James.",The seedling stars.,1957,m,mixed,3.9703021399928535
mdp.39015030738705,"Fane, Julian,",Hounds of spring and other stories / | $c: Julian Fane.,1976,m,mixed,3.969986899043233
uc1.b4422795,"Wackrill, H. R.",The inscription over the gate / | $c: H.R. Wackrill.,1937,u,high_male,3.969671708149736
mdp.39015016445804,"Charles, Gerda.",The crossing point.,1960,f,,3.9690414764834294
uc2.ark:/13960/t45q4v61q,"De la Mare, Walter,",The return,1910,m,,3.9685295605845643
uc2.ark:/13960/t7hq3z334,"Marsh-Caldwell, Anne,",Tales of the woods and fields,1836,f,,3.9681752346183607
uiuo.ark:/13960/t5gb2r53h,"Strangford, George Augustus Frederick Percy Sydney Smythe,",Angela Pisani,1875,m,mixed,3.96801777671964
mdp.39015074051635,,Contemporary Israeli women's writing / | $c: edited by Risa Domb,2008,u,high_female,3.9675454779900416
uiuo.ark:/13960/t86h4xr9x,"Frances, Sophia L.","Vivonio, or, The hour of retribution",1806,f,,3.96620790861857
mdp.39015056909156,"Gray, John MacLachlan.",The fiend in human / | $c: John MacLachlan Gray.,2002,m,mixed,3.966024391050005
mdp.39015049980827,"Thorpe, Adam,",Shifts / | $c: Adam Thorpe.,2000,m,,3.9659326386341327
mdp.39015024648019,"Tagore, Rabindranath,","Broken ties, and other stories,",1925,m,mixed,3.9658146774801213
njp.32101065836577,"Meeke, Mary,",Which is the man?,1801,f,high_male,3.9658146774801213
njp.32101066111095,"Bremer, Fredrika,",New sketches of every-day life,1844,f,,3.965316696626837
inu.32000001359183,"Blackmore, R. D.","The remarkable history of Sir Thomas Upmore, bart., M. P",1884,m,,3.9646878469101865
uc1.$b236158,"Davies, Rhys,",Rings on her fingers / | $c: Rhys Davies.,1930,m,high_female,3.964517567768472
njp.32101068971140,"Kelty, Mary Ann,",The favourite of nature;,1821,f,high_female,3.9638496908197243
uc1.b3810837,"Buchan, John,",The path of the king / | $c: John Buchan.,1923,m,high_male,3.9634569271318445
uc2.ark:/13960/t3nv9hp0q,"Wilson, John Mackay,",Wilson's tales of the borders and of Scotland,1857,m,,3.9631864018671012
mdp.39015034399488,"Carson, Michael,",The knight of the flaming heart / | $c: Michael Carson.,1995,m,,3.9623419025580877
